English	Inglês
1116280026	Os cofres. Qual vagão? Diga-me ou eu vou atirar em você na cara.
382088829	Eu não tenho a menor idéia do que você está falando.
33456719	Estou perdendo minha paciência.
667736715	Por favor! Não!
439455722	Inútil...
300333351	Encontre aqueles malditos cofres, seus imbecis!
857711144	O dinheiro está nesse trem! Então é melhor você encontrá-lo!
762266956	Apresse-se, seus idiotas, antes que os oficiais descubram!
1660905154	Quem vê primeiro os cofres recebe um grande bônus!
925116337	Se você não descarregar esse trem mais rápido, é o último que você verá!
117746040	Vamos lá, merda! Quero tudo carregado em uma hora.
242250607	Mantenha a cabeça baixa e fique fora do meu caminho.
2140777347	Mantenha a cabeça baixa. Nós cuidaremos dos bandidos.
1638609231	Obrigado, muito obrigado!
1589117487	Eu acendi o fusível. Melhor jogá-lo rápido.
1643089788	Eu acendi o fusível. Melhor jogá-lo rápido.
1568822276	Que diabos?! Pegue-os, seus malditos idiotas inúteis!
434476931	Que diabos?! Pegue-os, seus malditos idiotas inúteis!
132910932	Ainda bem que temos mais dinamite.
981381405	Ainda bem que temos mais dinamite.
1975216237	Acho que é o suficiente. Vamos encontrar um local seguro para nos encontrarmos.
1141150704	Tudo certo. Vamos encontrar um local seguro para nos encontrarmos.
2003325372	Por mim tudo bem.
1576105220	Hmm... parece um piquenique. Nada mais. Eu deveria voltar para o trem.
990742861	Alguém fez um pequeno piquenique aqui! É isso aí, no entanto. É melhor eu voltar.
84273769	Pensando bem, por que não fazemos uma pausa.
1698751564	E agora? E o trem?
619299078	Tudo a seu tempo, Sr. Cooper. Agora, por que você não tenta isso?
1840322319	Um cupcake? Está falando sério?
2006229049	Minha receita mais recente. Estou procurando... voluntários para experimentar.
618195600	Uh huh. Quantos voluntários sobreviveram a esta receita sua?
1843640598	É nova, Sr. Cooper. Você é o primeiro.
1956162352	Bem, não se ofenda, mas acho que prefiro minhas porções.
268397488	Como quiser.
1808341550	Hum... Banho de creme de manteiga triplo. Um toque de macadâmia e anis. Coberto com um recheio de geléia de morango perfeitamente equilibrado.
1498412873	Puxa, uma especialista no assunto. Ok, me dê um.
1366813644	Receio que esta tenha sido minha única amostra. Você teve sua chance.
1392707135	Hrm...
1092787853	Agora, de volta à tarefa em questão.
766046273	Certo. Qualquer coisa que você diga.
366179940	Tudo certo. Vamos lidar com o resto deles.
817921335	Meus pensamentos exatamente.
1836596718	Acho que você fez a compãnia DeVitt feliz hoje.
793788117	Quanto você ganha por um emprego como este?
851137006	Espero que você não esteja esperando um corte.
1837965531	Relaxa. Eu tenho o que eu preciso.
491675002	Você está mudando de carona?
1841729439	Preciso ser pontual. Como eu disse...
724091013	...Eu tenho um compromisso que eu gostaria de manter.
1683520205	Adapte-se.
1183665302	Não foi tão ruim trabalhar com você, McCoy.
1137118737	Certo. Se você precisa de um profissional, sabe a quem pedir.
869904866	Bom dia, Sr. Cooper.
1296821262	VO TRACK
1076983379	Avance ao longo do trem
447712959	Bandidos estão vigiando o trem. Vá para a frente.
2094535640	Obtenha uma Dynamite
362613368	Pegue um pedaço de dinamite do barril no platô.
1139826278	Limpe o túnel
308496222	Os bandidos bloquearam o túnel. Use a dinamite para limpá-lo.
1613884632	Encontre-se no ponto de encontro
1487124933	Leve Cooper e McCoy para o local da reunião para que eles possam terminar o trabalho.
661094834	Pedra solta
1717845166	Esta rocha parece solta. Uma pena se isso caísse sobre alguém.
220005127	Eles derrubaram a casa do velho William outro dia.
327290212	Era necessário? Eles não podem colocar os trilhos entre nossas casas?
468907971	Atenha-se ao jogo, sim?
434325556	Só estou dizendo que, se eles vierem a minha casa, mostrarei a esses bandidos da ferrovia quem é o chefe.
1240800355	Merda...
873549268	O que posso fazer por vocês, senhores?
492613005	Oh, chegamos a você em um minuto.
344462297	Você sabe o que fazer! Todo mundo fora!
483700298	Sim, Senhor!
1996050564	Olhe como eles correrem!
1927673309	Tem algo em seus ouvidos?
1784449216	Apenas terminando minha bebida.
2055948310	Ouça idiota, agora a cidade é nossa. Então, quando ele diz, é melhor você...
442865048	Não gostamos de encrenqueiros por aqui.
437383994	Ha! Quem nós temos aqui ?!
941942434	Bem, você tem problemas em dobro agora.
2023323252	Hector! Uma pequena ajuda aqui?
1330553353	Que diabos?! Você novamente?!
739784153	Hahaa! Eles estão fugindo como cães!
1095568786	Eu não os culpo. Os pobres tiveram que olhar para o seu rosto feio.
1282782173	Ah, de nada! Você precisa de uma bebida. Eu também.
521211476	Hector, você esta em casa.
892411820	Gracias, senorita. Se eles voltarem, me ligue.
1488340076	Heh, obrigada. Se eles voltarem, você só me liga.
462607319	Você realmente não deveria. Eles vão te matar da próxima vez.
1261667122	Eles podem tentar.
1646631313	Acho que você está aqui há um tempo - gastou seu tempo irritando as pessoas erradas, hein?
1439920483	Eu sou o que eles irritaram. Mas como você está aqui, talvez possamos trabalhar juntos.
1968501055	Oh não, você não está me arrastando para isso. Estou aqui pelo Frank.
418117848	Cercar o lugar! Não os deixe fugir!
556288454	Amigo, você já está nisso. E além disso, você me deve uma.
1217092235	Tudo bem, vamos sair daqui.
265115482	Vamos lá para fora!
1753812082	VO TRACK
718420870	Rápido, por aqui!
282643245	Eles estão aqui em algum lugar, e temos todo tempo do mundo.
1164791611	Esses caras vão matá-lo. Quem diabos são eles?
625254008	Parte da compãnia DeVitt. Eu tenho contas para resolver com alguns deles.
1298661064	Tudo bem, tudo bem! Mas espero que você tenha um plano.
1710621721	Uh, claro!
1710522083	Vamos para a rua. Ninguém nos incomodará se ficarmos entre os habitantes da cidade, com isso teremos espaço para respirar.
1090916079	Por enquanto, tudo bem. Mas quem nós temos que "carregar"?
743641397	Jarvis é o primeiro. Um cara bastante duro. Agora ele está naquele quintal tentando montar o touro na cidade.
465329894	Depois, há Wild Marge. Ele está no primeiro andar do bordel de Flagstone, bebendo uísque e assistindo as garotas dançarem.
174165267	Depois, há "o duque". Rodando com seus capangas, indo e vindo pelas ruas da igreja.
1314266132	E o último é o capataz, McBane. Ele é um verdadeiro idiota. Seus homens derrubaram metade da cidade para que ele não precisassem se desviar. 
1883399229	Então nos livramos deles, voltamos para a taberna e terminamos nossas bebidas.
354756553	Como plano, é uma loucura, Hector.
1477743624	Por que você acha que eu esperei por você?
1977264724	Tudo certo. Vamos acabar logo com isso.
1859777443	Tem certeza de que eles estão aqui, Murdock?
655992159	Eles não poderiam ter escapado.
50795188	O que acontece quando eles aparecem?
535869234	Nós atiramos neles e depois vamos a taberna.
969948446	Inferno, estou ficando com sede, Murdock.
964505631	Eles não podem se esconder para sempre, Sam. Agora junte suas coisas. 
1606933793	Eu digo que é hora de usar Bianca.
1381111512	Você ainda está carregando essa coisa?
961267106	Eu tenho uma reputação para manter.
1164823537	Tudo bem, minha beleza. Vamos atrair alguém para o seu abraço.
2073897713	Odiaria ser esse cara.
139277608	Entende? Aquela garota nunca me decepciona.
967180754	Boa jogada. Eu sabia que estava certo em trazê-lo junto.
936538598	Claro que estou feliz por atender às suas expectativas.
1487837025	Você terminou de se exibir?
1398203994	Alguém precisa fazer as coisas por aqui.
641296365	Acho que ouvi alguns ossos rangerem.
840216268	Você deseja amigo! Estou tão em forma como se tivesse vinte anos!
1872296638	Lembre-se, deixe o grandalhão comigo. Ele já te pegou uma vez.
1981178347	Ele é todo seu.
568409435	Deveria ter me deixado terminar minha bebida.
1932523298	Hah! Não é seu dia de sorte, não é?
1028846366	Essa é uma. Para a próxima. Você está se divertindo ainda?
210201627	Um monte.
1920493164	Um a menos, restam três. Você me colocou em toda bagunça...
1025778135	Passamos por coisas piores.
1768942864	Nós estamos fora. relaxar.
450923163	Não há necessidade de se esconder agora.
1511639709	Então, quem é o próximo na sua lista?
429389325	Então, quem é o primeiro da sua lista?
99315968	Que tal matá-los na ordem que gostamos.
1852126838	Ótimo plano que você tem lá.
385726871	guardas demais para um quintal.
2129972192	Jarvis e seus homens estão por aqui. Certamente ele estará com o touro novamente.
1962085150	Então é melhor manter a cabeça baixa quando estivermos dentro
1251247827	Hah! Ele realmente acha que pode montar esse touro!
1012726449	Então vocês dois brigaram e agora ele quer você morto?
868584661	Parece que Jarvis está mechendo com esse touro o dia todo.
444350566	Você sabe como é. Alguns caras simplesmente não podem deixar as coisas descansarem. Como aquela vez em El Paso.
864913954	Heh, se esse touro ficar bravo, nós vamos fazer um show. Como aquela vez em El Paso.
1863617101	Mais como sempre em El Paso.
392132413	Você mostra aquele touro que é o chefe, chefe!
954104016	Oh, eu vou quebrar esse filho da puta, só espere.
1743065594	Não deixe que ele te pegue, chefe!
484357500	Estou apenas me aquecendo, ok ?! Da próxima vez será minha, com certeza.
2119554904	Aquele touro não tem nada para fazer, chefe.
135762165	Você está certo sobre isso. Eu sou o melhor!
1296674087	Parece que Jarvis não era um figurão, afinal.
1934746503	Isso cuida de Jarvis. Eu disse a ele que ele deveria descansar.
1399763221	Tudo bem, faltam dois.
653569855	Esse é o número dois. Diga-me que você não gosta disso.
247807550	Bem, pelo menos estamos no meio do caminho.
926318647	Parece que o local está fechado.
968863431	O prostíbulo. Os habitantes da cidade não podem entrar desde que Wild Marge assumiu.
1016228655	Não é a porta da frente então. Tudo bem, mantenha-o baixo. Vamos encontrar outra maneira de entrar.
773411105	Aqui embaixo.
171969419	Ei, Cooper. Aqui embaixo.
1804048600	Podemos entrar no bordel daqui. Melhor ficar abaixado.
907428322	Olha este prostíbulo. Maior edifício da cidade.
687956115	Este lugar me lembra aquele em Deadwood.
660765928	Há muitos prostíbulos em Deadwood.
304923026	Você sabe, aquele onde eles me expulsaram.
1197440159	Isso não ajuda.
785732256	Tudo bem, estamos dentro. Lugar legal.
1122523221	Será difícil chegar a Marge. Ela está no último andar.
456580536	Sempre tem um jeito.
646414453	Menina! Mais uísque!
1685343001	Eu vou buscá-lo.
287534887	Mais uísque! Vá em frente!
1492091083	Sim, senhora!
726987380	Pare com isso. Vá buscar o uísque.
1120377451	O-claro. Me desculpe. Eu vou buscá-lo.
687649935	O que você quer?
1652250045	O que você acha? Uísque para a dama.
449459114	Tudo certo. Suba as escadas.
978446912	Enuncie seu negocio.
1332490340	Mesmo? Ela quer mais uísque.
118126660	Bem. Você pode subir.
2042492765	Seu uísque, senhora.
1886486558	Foda-se, pode também...
993296811	Ahh... coisas boas.
1640929120	Hum... só um gole.
1147999977	Mhh... oh sim.
472276261	Hmm... talvez possamos colocar alguma coisa no uísque?
1938203517	Ei amigo. Acha que poderíamos fazer algo com o uísque?
40499276	Heh, eu poderia colocar meu uísque lá.
1989642541	Precisamos de coisas mais fortes se quisermos matá-la.
1690003240	Aqui está uma garrafa de...
1357892389	Ei amigo. O que diz nesta garrafa?
1726962301	Láudano! Tome muito disso e é tão bom quanto veneno. Vamos pegar.
533733250	Bah! Se você diz.
518116007	Felicidades.
785736607	Vergonha pelo uísque.
1823097407	Eu não sei amigo. Você mata um homem, olha nos olhos dele.
1681482582	Como quando você usa sua armadilha gigante de urso?
1806652712	Ei, deixe Bianca fora disso!
1586455645	O que ... Algo de...
964256332	H-ei! O que está errado? Socorro!
408677718	Que diabos!
1892649360	Merda! Ela está morta! Talvez fosse o uísque...
1721722381	Eu tenho que avisar os outros!
433108508	Até mais, Wild Marge.
772149685	É isso para Marge.
711013061	São três a menos.
243224828	Com isso são três. 
1462366558	Como é que você luta com todos os imbecis da cidade?
957382233	Talvez eu não consiga suportar os idiotas bundões.
400273429	O que está acontecendo lá?
579796830	É aqui que eles estão colocando os trilhos. McBane é o capataz e não deixa ninguém no local.
1604301042	Então vamos ficar calados quando entrarmos.
1458208472	Por isso, o trem teve que parar fora da cidade.
1550994567	Você pensava que a ferrovia seria boa para as pessoas daqui. Mas metade do local foi destruido. Quem ordenou isso quer que essas pessoas saiam.
1441992625	Você quer dizer Vincent DeVitt, o chefe da ferrovia.
2083311056	Se você diz. Homens como ele são a razão pela qual tudo vai cagar.
308963957	Claro, porque ele tem homens como nós que fazem seu trabalho sujo. 
253997050	Você está matando o clima, amigo.
1327133639	Oh merda, precisamos de alguns trabalhadores de verdade, porra.
290619400	Aqueles idiotas. Nós nunca terminaremos a tempo.
1290020865	O que eu faço? DeVitt não vai gostar disso.
635295399	Você acha isso engraçado ?! Olhe para esta parede! Totalmente errado! 
493464044	Qual de vocês imbecis construiu isso? DeVitt ficará furioso!
790174616	Você olhou para os planos? Quem fez isso, você está demitido!
494269375	A mudança acabou, McBane.
457395387	O xerife não está aqui desta vez, McBane.
1246625244	É isso aí. Tudo feito.
229843799	Lá se vai o último.
180798282	Satisfeito agora? Você será capaz de dormir à noite?
1309747097	Estou bem, Cooper. Vamos voltar para a taberna. Nossas bebidas ainda estão esperando.
533890864	Cavalheiros!
1478476489	Guardei uísque para você.
720073865	Gracias, senorita! Não se preocupe mais com esses homens. Nós cuidaremos deles.
510662556	Heh, obrigada! Não se preocupe mais com esses homens. Nós cuidaremos deles.
34839288	Oh, isso é gentil da sua parte, Hector. Com certeza poderíamos usar um pouco mais de calma por aqui.
332701184	Bem, pessoal, eu tenho que sair. Você se importaria de ficar de olho no lugar?
1030933173	Deixe isso conosco!
610893039	Sirva-se. Volto em seguida.
1485738270	Então, há quanto tempo você está aqui?
1946867206	Alguns dias. Porque perguntas?
77927463	Você o encontrou? Você sabe onde ele está?
571840546	Você tem que trazer isso à tona agora?
963763010	Que diabos, Hector?
617268813	Vai cara. Nós apenas nos divertimos, então por que estragar tudo, hein?
1148053107	Ei, olha, eu não estou aqui para jogar o bom samaritano. Nós dois sabemos que ele está trabalhando para DeVitt. Então, apenas me diga onde ele está.
303088882	Calma, amigo... A última vez que ouvi ele estava na casa do prefeito. É apenas uma curta viagem até a montanha.
177756232	Não há razão para perder mais tempo então.
1480880844	Tem certeza de que é uma boa ideia? Está ficando tarde.
1468771553	Eu adiei isso por tempo suficiente.
1143410397	Que diferença faz mais um dia? Eu conheço Frank, e ele ainda estará lá amanhã.
1612691898	...Tudo certo. Amanhã então.
288677953	Está certo, amigo. Agora, me diga o que você tem feito.
2129741644	VO TRACK
444461650	Nós nos reunimos aqui porque nosso bom amigo Bill faleceu, esmagado por um muro que algum idiota não ergueu corretamente.
409318720	Não fui eu!
878016439	Cale a boca, Josh.
929043127	Estamos aqui para devolver seus restos esmagados à terra, cinzas em cinzas, pó em pó e todas essas coisas.
1508246087	Caras, isso é tudo que consigo me lembrar. Algum de vocês quer dizer alguma coisa?
903238742	Sim, eu tenho uma coisa. Bill ... era um bom homem. Nunca machucou uma mosca, mas batia na esposa como se não houvesse amanhã, mas quem não, não é? Descanse em paz, Bill.
1293668422	Vou sentir falta do Bill. Ele era capaz, sim, ele era. Ninguém poderia erguer um muro tão rápido e direto quanto Billy. Especialmente Josh, como todos sabemos agora.
34616657	Eu disse, não fui eu!
1617731165	E eu disse cala a maldita boca.
955829136	Sim, sim, tanto faz. Acho que todos já falamos o bastante. Vocês dois, comecem a trabalhar com pá. Eu acho que preciso de uma bebida.
1152530045	Isso é ultrajante! Você não pode simplesmente derrubar minha casa!
241605746	Ordens da companhia. A ferrovia tem que passar por aqui.
1069749397	Para o inferno com sua companhia!
2061009579	Ela está me deixando louco. Parte de mim só quer fazer as malas e sair.
1612044536	Eu fui até a gaveta dela ontem. Você sabia que ela mantém láudano lá?
1055833194	Não me diga que você gosta dessas coisas!
247554796	Ah, claro que não! Eu só me perguntei de quem tiramos isso.
1839984841	Você conhece Doc Harold? Às vezes, quando ele não pode pagar, ele traz uma garrafa de seu estoque.
848744463	Não! Sério?
734518430	Merda, olhe para essas paredes. Josh é como uma raposa meio fodida em um incêndio na floresta - ele não podia martelar duas tábuas para salvar sua vida.
958228402	Sim. Você apenas olha para eles e eles caem. Foi isso que levou Bill no outro dia.
118267129	Merda, isso vem acontecendo o dia todo.
123783945	Eu diria que ele vai atormentar o pobre animal até a morte, a menos que ele seja pisado primeiro.
1120349955	Aquele tolo idiota é como uma caixa de dinamite.
235694989	Lembra quando a pegamos do seu primo e meu garoto jogou pedras nele? Dia ruim pra caralho ...
1915388645	Eu pensei que tudo isso seria bom para a cidade.
1736913974	Ficamos muito felizes quando o prefeito nos disse que a ferrovia chegaria. E agora...
1438218330	É o cara que dirige a companhia. Sim, ele quer nos ver embora. Não dá a mínima para nós.
1235977052	Sim, e você ouviu o que eles fizeram com o velho William?
6558978 	Ultimamente estou ouvindo todo tipo de coisa. E você?
1794071182	Você sabe que o prefeito Higgins vai se casar com Miss Kate amanhã.
301471330	Sim, aquela pobre garota. O homem é um porco.
886425050	Aposto que ela está atrás do dinheiro dele.
1677873621	Não diga isso!
80192741	Você pensaria que ele teria mais cuidado com esse tipo de dinheiro.
1135368470	Eu lhe digo, o prefeito Higgins está gastando uma fortuna em seu casamento. Quase comprou minha loja inteira.
656289935	Ele está atrás de Kate há anos. Provavelmente tinha tudo planejado, caso ela finalmente dissesse que sim.
303879504	Hah! Assim como com Suzanne! Lembra quando aquele garimpeiro tentou se casar com ela?
1294148656	Sim, claro, mas eu não sei como tudo isso vai acontecer.
251907330	Sim. Você conhece aquele homem que veio com os trabalhadores. Ele está na prefeitura agora, certo?
611456286	Oh, agora que alguém tem olhos como se não houvesse vida neles. Olhou diretamente para mim quando ele passou. Eu quase me cago.
1284719727	Amaldiçoe o prefeito que ele trouxe essas pessoas aqui.
2065455987	Você acertou! Sim. E a Betty? É verdade que ela ficou doente?
2051936206	Mas eles nunca disseram a ninguém que o destruíram. Essas pessoas pobres.
1459256018	Você me pergunta, a ferrovia é uma coisa boa.
1540856498	Eles querem que todos nós sejamos, Earl. Você não pode ver isso?
1125952649	Essas ferrovias passam pela minha loja. Na minha opinião, isso é realmente bom para os negócios.
260168679	Oh, você deveria ter vergonha de si mesmo.
2139771842	Você ouviu o que aconteceu com o sino da igreja outro dia?
171777025	Sim. Imagine se ele caísse no domingo, com metade da cidade embaixo.
682214325	Eu nem quero pensar nisso ...
1656128365	Veja ... estamos construindo algo apropriado nesta represa. É assim que se faz.
1400404384	Sim exatamente, senhor.
1286619312	Você está absolutamente certo, senhor.
531548043	Dê uma boa olhada. Em alguns meses, este lugar será civilizado.
1124638527	Felizmente, senhor!
852984072	Mal posso esperar, senhor!
399513694	Ha ... uma igreja em um lugar esquecido por Deus como este. Muito icônico.
169776797	Uh ... Senhor, acho que você quer dizer ...
322456581	Cale a boca Jeremiah! Ele vai te matar.
1355221049	Ah, um cliente. *laughs*
1932236038	Deixe-me medir você. *laughs*
122688935	Dor de cabeça hein? Tome um pouco de uísque.
210796653	Dores no peito? Tome um pouco de uísque.
1361162606	Foi baleado? Eu sei exatamente a coisa-tome um pouco de uísque.
1550926584	Problemas de mulher? Tome um pouco de uísque.
182259747	Sente-se insignificante em comparação com o vasto vazio que é o nosso universo em constante expansão? Tome um pouco de uísque.
1744955242	Falta de uísque? Que pena.
283509717	Oh, ei bonitão.
2136886490	Ainda aqui, bonitão?
68530541	Bem-vindo ao Flagstone, cowboy.
1658486925	Bem, ei, cowboy.
1185929498	Você é um pistoleiro?
269530303	Bem-vindo a Flagstone, grandão.
719554718	Umm o-oi.
127549407	Ei, cara grande.
929547097	Ei cowboy.
1844286634	Pistoleiro, eh?
160532248	Oh, Olá!
368800716	Ei grandão.
967592717	Oh, haha.
1497368542	Você é enorme.
1869276301	Siga em frente.
1467788421	O que você está olhando?
807605220	O quê?
1321739430	O-o que você quer?
208098876	S-siga em frente senhor.
1316482225	O quê?
613580046	Siga em frente.
2385115	O que você está olhando?
1774966609	Que porra é essa?
670040870	Que diabos você quer?
1861377146	Avance agora.
1910319475	Que porra é essa?
66447633	Acho que você conseguiu.
239742081	Estou apenas navegando.
1454583597	Vejo você mais tarde... ou não.
1549815304	Com licença?
1861490142	Nós temos negócios?
593728846	Eu estou tentando ouvir.
904743217	Mate 4 bandidos da compãnia DeVitt
912253181	Hector tem uma lista de pessoas que ele quer ver mortos. Livre-se deles como quiser.
1842506151	Jarvis
874828944	Jarvis está tentando montar o touro nos estábulos. 
1933258732	McBane
714422562	McBane é o capataz no canteiro de obras.
1691779768	Wild Marge
1513187451	Wild Marge fica no bordel no andar superior.
1881451099	O duque
677991508	O duque está patrulhando as ruas com seus capangas.
919104746	Voltar a taberna
1033282544	Seu trabalho aqui está feito. Bebidas estão esperando por você na taberna.
795688174	Láudano
2027941112	Uma garrafa de láudano no bordel. Muito letal em altas doses.
1277718823	Boi
816766480	A raiva do boi será muito prejudicial para quem estiver por perto.
1235638969	Parede instável
232533797	Um trabalhador não tão talentoso ergueu esse muro. Só é mantido no lugar por um pedaço de corda.
115814410	Sinal instável
1101779295	Um trabalhador não tão talentoso construiu esse letreiro. Só é mantido no lugar por um pedaço fino de madeira.
902105076	Uísque
183908969	Wild Marge bebe muito uísque. A donzela traz para ele deste barril.
541866882	Sino
832290859	O sino da igreja caiu recentemente. Seria uma pena se isso acontecesse novamente.
1017964628	Ah, laje. Um lugar como muitos outros. A vida fica quieta aqui até que problemas surjam. Hoje não será um dia calmo.
1031286426	O homem que você vê aqui é Chester Goodwill: um homem de pouco valor e uma vítima perfeita para o nosso desafio hoje.
522016773	Meus clientes querem que você remova o Sr. Goodwill e entregue seu corpo à igreja. Pena que metade da cidade o esteja observando agora.
869608647	Talvez uma visita ao bordel de Flagstone estivesse em ordem. Tenho certeza de que a senhorita O'Hara apreciaria as opções extras.
447558083	Seja qual for a sua abordagem, você pode ter certeza: meus clientes estarão assistindo.
515758989	Excelente. Tenho certeza que o Sr. Goodwill apreciaria o sentimento. Assim como meus clientes apreciam seu desempenho.
267284509	Mate Chester Goodwill
178223830	Retire o vendedor vendendo suas mercadorias no meio da rua.
1901558278	Enterrar o corpo
196637280	Arraste o corpo do Sr. Goodwill para o cemitério e jogue-o no caixão.
1473554651	Disfarce
202354555	Kate pode se disfarçar de uma prostituta no bordel de Flagstone.
979423799	Todo mundo fica parado, por favor.
1359697944	Magnífico!
1559499210	E outro.
389220884	Eu acho que esse lado é muito mais imponente.
256272098	Certo, vou buscar outro prato.
2031706714	Como você gosta do vestido novo, docinho?
21845656	É adorável, querida.
986374359	Excelente! Quero que todos falem sobre esse dia nos próximos anos.
1065468858	Prefeito Higgins!
687118702	E agora?
1301008775	Frank diz que está ficando impaciente.
1758863038	Merda! Agora não! Você não vê que estamos no meio de alguma coisa?
1308103675	Me desculpe, docinho. Isso é algo que eu realmente tenho que cuidar.
1296826008	Não se preocupe comigo, querida.
952763125	Fique aqui. Volto em um instante.
2110419620	Eu preciso de mais tempo. Tente distrair Frank. Eu realmente preciso verificar os arranjos de flores.
1015183357	Sim senhor.
1297511042	VO TRACK
855950524	Finally. I thought he'd never leave.
820816475	Need to work fast. Get what I need and leave before I get dragged to the altar.
98129895	First I need a key to the upper floor.
1561478639	I think she carries a spare. Bet she won't mind if I borrow it for a spell.
533676105	The guards won't bother me so long as I don't misbehave too much.
452495515	As soon as I get it, I'll sneak in through the library door.
877447584	The upper floor is off limits. I'll have to avoid the guards until I reach the office. 
332350569	I'll turn the place upside-down until I find what I'm here for.
898990293	The rest is simple: Pular down the front balcony, steal a horse and make a break for it.
1371716073	All right then. I need to get out of here before the groom decides to check in on his bride.
1322652543	I really should turn around and get that key.
1028129373	I have to give him one thing—the dress is beautiful.
2133829287	Hmm...I doubt I could climb that.
1400608010	Oh, it's gonna be wonderful! He's been waitin' so long for her to grow up.
100557936	I wish I was married to him. That deal with the DeVitt Company made him rich.
1064942264	Well, we can't all be as lucky as Miss O'Hara.
1759505699	Are you jealous or envious?
2143813775	Jesus, that dog hates me. The feeling's mutual.
1464230705	Nice day for a wedding, ain't it?
2051394225	You look lovely, my dear.
747427895	I'm so happy for you, darling.
1490118977	I don't envy you. The mayor's got a temper.
726029901	Don't worry, miss. We'll be done in time.
482674795	Bet your uncle's proud of you.
683819174	Look at that gorgeous bride!
1433587847	Funny how things turn out, eh Katey?
2120325	You looking for something, miss?
97955316	Shouldn't you be in the dining area?
1523934878	Big day for you, huh?
1028481519	Heh heh, what can I do for you?
388369691	Climbing a ladder in a dress? I double dare you, Kate.
534769664	Hmm...a little more like this... Yes...beautiful.
1663330515	Ahhh... She really is something.
581988918	Ahhh, this isn't quite right, is it? There we go.
8707816	How graceful she is... I wish this was our wedding.
326374384	You seem a little crooked. Just let me... There! Perfect!
1509212435	One day I will muster the courage... One day I will.
1328032688	Just a little more... Yes... Very nice.
1632605479	Hello Mary. I like your walk... No...no that doesn't sound right.
798447257	Ha, well you look a little uneven there, don't you? Ahhh much better.
1340264399	Mary... Estou observando você há muito tempo... Oh, Deus, não, isso soa assustador.
1034885475	Apenas alguns pequenos toques... Sim... Isso é o que o prefeito Higgins gostaria.
355457615	Hah... as palavras me falham, e por isso vou continuar assistindo.
1136573202	Um pouco de retoque... Sim... Agora você está simplesmente deslumbrante.
120801768	Hah... Mary. Você é o única.
1750395949	I'll lift the key from her. But the guy on the balcony seems a little too fixated on her.
461350108	Let's blind him a little with this perfume.
1306362270	Higgins must have been planning this wedding for years.
251910601	Never could keep his eyes off o' me, the filthy old hound.
922690438	Hm, time to make an impression!
1187816162	Got it. Now, up the stairs and through the door to the library.
743034490	Where did I put that dang key?
1148693293	Must have dropped it somewhere... 
1317241360	Did I put it somewhere? No...
922549237	Better find that key.
744683620	There's the door. I'll slip inside when no one's watching.
407399074	There's the door. All I need is a key and an opportunity.
479656838	Now for a little game of hide-and-seek.
337509115	Almost there and now to find these papers.
2105528876	It must be somewhere here...
1764966549	Oh shit...
2078638868	...
1971500671	Ah! Frank! I see you found my office.
477042633	You sure keep your friends waiting, Higgins.
1348339021	Sorry about that. The wedding, you understand.
1857532016	Of course.
901135896	There's the food, the decorations, the blasted relatives...
1234949161	Let's get this done. I got a train to catch.
1632570446	Of course. Just give me a moment.
1559208350	Did I hear correctly that there was trouble in Flagstone yesterday?
177296743	The usual.
1268031842	I can imagine Mr. DeVitt isn't too happy about that.
1403180857	DeVitt isn't here.
1027159589	I wonder if he'd want you to leave things unfinished here.
508971626	Or is there something more important in New Orleans?
1686580200	Maybe you should just get back to your wedding, Higgins.
2140636003	Maybe you're right. Wouldn't want the bride to get nervous.
618313073	Well, she has every reason to be.
509176289	Pardon?
957048501	I don't think she'll be happy when she finds out you sold off her family ranch.
65486749	Well she doesn't have to find out until after the wedding, right?
1577482962	You know...
1458579540	I don't think it will make much difference in the end.
1545128584	Enjoy your wedding, Higgins.
747090136	Wait a second.
1626459034	I need a drink.
1333383276	VO TRACK
430507432	Sure you want to do this alone?
336265342	This ain't a discussion.
190550738	So, what's your plan?
193984684	Get in. Find Frank. Do what I came for.
1758912559	In the middle of a goddamn wedding.
1070686913	I'm just going to pay the mansion a visit. If he ain't there, I'll find someone who knows his whereabouts.
498101810	March through the front gate?
2104851491	There's a path down those cliffs.
974842030	I'll just follow that, then climb up those vines. From there I'll wing it.
1043880601	That's no plan, amigo.
428475223	I've pulled off flimsier ones.
2069318595	If I think something's up I'll come and get ya.
1667387460	No, you stay put. This is my fight.
1423983679	Whatever you say, amigo.
991484945	VO TRACK
902738457	You're not on the guest list, pal. So piss off.
1293803408	That would have been too easy.
449006391	If I want to go in the front, I should try the balcony.
471148704	It's risky, though. The cliff path looks like the wise man's choice.
445190409	That's not like Frank to just ride off like that.
1766187889	Would you wanna stay around and babysit the mayor if you could get out of it?
273883946	Fair point. He sure didn't look happy after he spoke with Higgins.
677460149	I ain't never seen Frank look happy.
2035275044	Damn it. Sounds like Frank ain't here no more. 
576632710	All right, new plan. Find the mayor and find out where Frank went.
1540788717	Looks fancy here. Wonder who's getting married?
737427389	Better keep my head down. Wouldn't wanna break any of these fine things.
1895276229	Pretty cozy in here. Looks like the mayor's doing all right for himself. 
114689045	Something's going on in that room. Let's have a look.
1932598923	This is one of the strangest wedding gifts I have seen in my whole life.
636323351	Yeah... I mean it's expensive and all, but for a lady?
1995670140	What would a bride even do with that thing? 
