English	Inglés
1412281320	Mostrar detalles
483977082	Sin límite
1258607113	Ninguna
1937357559	Denegado
1962654553	¡No te quedan más guardados!
174418242	Ocultar detalles
1677114193	AJUSTES DE ENEMIGOS – FÁCIL/n/n{0} Menos enemigos/n{0} Menos ponchos y casacas largas
1469220682	AJUSTES DE ENEMIGOS – INTERMEDIO/n/n{0} Ajustes de enemigos estándar
1243964351	AJUSTES DE ENEMIGOS – DIFÍCIL/n/n{0} Enemigos extras/n{0} Más ponchos y casacas largas
968757024	VELOCIDAD DE DETECCIÓN – FÁCIL/n/n{0} 0,7 – Detección estándar/n{0} 0,9 – Detección de violencia
1684567525	VELOCIDAD DE DETECCIÓN – INTERMEDIO/n/n{0} 1 – Detección estándar/n{0} 1,4 – Detección de violencia
1663669697	VELOCIDAD DE DETECCIÓN – DIFÍCIL/n/n{0} 2,8 – Detección estándar/n{0} 3,5 – Detección de violencia
153038737	VELOCIDAD DE DETECCIÓN – DESPERADO/n/n{0} 10 – Detección estándar/n{0} 10 – Detección de violencia
1231246955	SALUD DEL JUGADOR – FÁCIL/n/n{0} 4 PS – Cooper/n{0} 4 PS – McCoy/n{0} 6 PS – Hector/n{0} 4 PS – Kate/n{0} 4 PS – Isabelle
1054089054	SALUD DEL JUGADOR – INTERMEDIO/n/n{0} 3 PS – Cooper/n{0} 3 PS – McCoy/n{0} 5 PS – Hector/n{0} 3 PS – Kate/n{0} 3 PS – Isabelle
1741956856	SALUD DEL JUGADOR – DIFÍCIL/n/n{0} 2 PS – Cooper/n{0} 2 PS – McCoy/n{0} 4 PS – Hector/n{0} 2 PS – Kate/n{0} 2 PS – Isabelle/n{0} Menos cuadros de recuperación
1267650903	SALUD DEL JUGADOR – DESPERADO/n/n{0} 2 PS – Cooper/n{0} 2 PS – McCoy/n{0} 4 PS – Hector/n{0} 2 PS – Kate/n{0} 2 PS – Isabelle/n{0} Sin cuadros de recuperación
1650756374	MUNICIÓN DEL JUGADOR – FÁCIL/n/n{0} Cooper – 8 al inicio, 6 en cajas/n{0} McCoy – 5 al inicio, 4 en cajas/n{0} Hector – 4 al inicio, 4 en cajas/n{0} Kate – 5 al inicio, 4 en cajas/n{0} Isabelle – 4 al inicio, 2 en cajas
1428667906	MUNICIÓN DEL JUGADOR – INTERMEDIO/n/n{0} Cooper – 8 al inicio, 6 en cajas/n{0} McCoy – 4 al inicio, 3 en cajas/n{0} Hector – 3 al inicio, 2 en cajas/n{0} Kate – 4 al inicio, 3 en cajas/n{0} Isabelle – 3 al inicio, 2 en cajas
1315085301	MUNICIÓN DEL JUGADOR – DIFÍCIL/n/n{0} Cooper – 6 al inicio, 4 en cajas/n{0} McCoy – 3 al inicio, 3 en cajas/n{0} Hector – 2 al inicio, 2 en cajas/n{0} Kate – 3 al inicio, 2 en cajas/n{0} Isabelle – 3 al inicio, 2 en cajas
1262354350	MUNICIÓN DEL JUGADOR – DESPERADO/n/n{0} Cooper – 4 al inicio, 2 en cajas/n{0} McCoy – 2 al inicio, 2 en cajas/n{0} Hector – 2 al inicio, 1 en cajas/n{0} Kate – 2 al inicio, 2 en cajas/n{0} Isabelle – 3 al inicio, 2 en cajas
1285047320	TRUCOS
910742298	Invisibilidad
841991396	Invulnerabilidad
1213027042	Orden de matar
2057061249	Teletransportar personaje
1980515834	Hace aparecer a Hector
28104649	Hace aparecer a Cooper
2044508211	Hace aparecer a McCoy
38551962	Hace aparecer a Isabelle
1217814824	Hace aparecer a Kate
212732831	Hace invisibles a todos los personajes seleccionados.
898633805	Hace invencibles a todos los personajes seleccionados.
1525480422	Mata a tu objetivo con solo pulsar un botón.
1233503992	Teletransporta a todos los personajes seleccionados a la ubicación objetivo.
475449635	Hace aparecer a Hector en la ubicación objetivo.
1246881435	Hace aparecer a Cooper en la ubicación objetivo.
236663614	Hace aparecer a McCoy en la ubicación objetivo.
1389313657	Hace aparecer a Isabelle en la ubicación objetivo.
785635210	Hace aparecer a Kate en la ubicación objetivo.
537635851	¡Haces trampa!
1338935816	Las placas no se pueden desbloquear al hacer trampa.
859114774	Los desafíos del Barón
1049284093	Susurros en la oscuridad
502931271	El Barón espera en las sombras. Cuando sea el momento adecuado contactará contigo.
2141318135	El Barón se da cuenta
1197034691	Te contacta un hombre misterioso que se te presenta como el Barón. Tus acciones han captado el interés de sus clientes, para cuyo entretenimiento te ofrece la posibilidad de participar en desafíos exclusivos./n/nVuelve a escenarios antiguos para completar desafíos únicos con nuevos objetivos de misión. El Barón pondrá a prueba tu destreza con el juego, y a veces retocará la mecánica habitual de formas insospechadas.
1313161225	Nuevo desafío
35945019	El Barón tiene un nuevo desafío para ti.
659216221	Desvanecimiento
309882009	Alguien ha deslizado una carta por debajo de la puerta de tu habitación en la taberna. Reconoces el sello del Barón y la recoges./n/n«¿Cuánto hace de lo de Flagstone, camarada? Te sorprendería ver qué poco ha cambiado esto. ¿Por qué no me haces una visita? Te espera un nuevo desafío»./n/nPreguntas por ahí quién ha traído la carta, pero nadie ha visto a nadie.
370901028	El Barón te ha hecho venir a Flagstone para acometer su último desafío. Te ha encargado eliminar a cierto vendedor de aceite de serpiente que ofrece su producto en el centro de la ciudad, y llevar su cadáver a la tumba abierta que hay en la iglesia.
1447220327	Gajes del oficio
1794102132	Un mensajero pasa junto a ti y sin mediar palabra te pone rápidamente en la mano una nota algo arrugada, con la letra del Barón./n/n«Me han dicho que tu reciente visita al rancho de O'Hara fue espectacular. Por si te interesa, allí te espera un nuevo desafío»./n/nTe das la vuelta para agarrar al mensajero, pero ya ha desaparecido entre la multitud.
1275070322	Has vuelto al rancho de O'Hara por el nuevo desafío del Barón. Tu tarea es matar a todos los objetivos sin usar armas. En vez de eso, debes usar el entorno para liquidarlos.
1120194126	Tres hombres sin nombre
2002330802	Junto a ti se abre la ventana de un carruaje. De ella sale una mano enguantada que te da una postal. Está firmada por el Barón./n/n «Saludos desde Baton Rouge, camarada! La gente de aquí no para de hablarme de ti. ¿Por qué no vienes a echar un trago? Ya se me ha ocurrido un nuevo desafío»./n/nAntes de que puedas preguntar nada, la ventana se cierra y el carruaje se va, para desaparecer enseguida tras la siguiente esquina.
251713547	Has realizado un viaje a Baton Rouge, donde te aguarda otro de los desafíos del Barón. Quiere que lleves los cadáveres de tres objetivos a los ataúdes que hay en el banco. Pero no sabes quiénes son, solo que son idénticos a cierta persona.
724854570	Trampa para osos por tres
2094260086	Caminando por la orilla te encuentras una vieja botella de whisky medio enterrada en la arena. Dentro hay un trozo de papel mojado, marcado con el sello del Barón./n/n «En las orillas del Mississippi puedes encontrarte muchas cosas, camarada. Esclavistas, emboscadas, nuevos aliados... ¿Qué tal si esta vez hago que sea un nuevo desafío para ti?»./n/nMiras a tu alrededor buscando a alguien que pueda haber depositado la botella, pero no se ve a nadie.
1982537406	Una vez más, te encuentras en medio de la nada a orillas del Mississippi. En su último desafío, el Barón le ha proporcionado a Hector dos nuevas trampas para osos, y te ha encomendado matar a un grupo de objetivos con ellas.
343104554	Sírvase frío
478081862	Apenas has terminado tu comida cuando el camarero te trae la cuenta y se va. Cuando abres la carpeta de cuero descubres el sello del Barón grabado en su interior, junto a una carta./n/n«Espero que disfrutes de la cocina local, camarada. Nueva Orleans tiene muchos sabores por descubrir. ¿Qué tal un pequeño desafío tras una comida copiosa? No te preocupes, invita la casa»./n/nTe quedas esperando un buen rato a que vuelva el camarero, pero ya no vuelve a aparecer.
1933087629	Tu tan esperada visita a Nueva Orleans se ve interrumpida cuando llega el Barón con un nuevo desafío para ti. Quiere que saques a un antiguo socio del concurrido mercado y que lo lleves, vivo o muerto, al barco de vapor privado del Barón en el Muelle 9.
1985192607	Demo
883308870	Demo
1856232954	Fin de la demo:
2023026588	VALORACIÓN DE LA MISIÓN
1291298655	Bien hecho. Ayúdanos a ofrecer la mejor versión posible de este nivel cuando se lance el juego. Al pulsar en Continuar se abrirá la página web de la encuesta. Tómate tu tiempo, ¡te lo agradecemos de veras!
18246755	¿Has dejado tus comentarios? ¡Gracias!
212435601	REABRIR ENLACE
790517870	YA ESTÁ
554712321	COMENTARIOS SOBRE EL JUEGO
2072507729	¡Gracias por jugar! Ayúdanos a mejorar la calidad de la versión final. Al pulsar en Continuar se abrirá la página web de la encuesta. Tómate tu tiempo, ¡te lo agradecemos de veras!
1245446765	Acuerdo para el usuario final
774155896	[Vacío]
1740889031	Demo terminada
1118532829	¡Gracias por jugar a la demo!
895665882	Finalizar demo
530958809	Aviso de parche
1025484101	Pronto parchearemos el juego. Las partidas guardadas a mitad de misión antes del día del parcheado quedarán obsoletas. Los progresos globales en el juego no se verán afectados, así que te recomendamos terminar la misión actual antes del día del parcheado.
409216633	Pronto parchearemos el juego. Las partidas guardadas a mitad de misión antes del día del parcheado quedarán obsoletas y deben convertirse a la versión más reciente. Los progresos globales en el juego no se verán afectados, así que te recomendamos terminar la misión actual antes del día del parcheado.
196638402	Parche {0}
1461177830	Ya se ha aplicado el parche {0}. Las antiguas partidas guardadas a mitad de misión quedan ahora obsoletas. Los progresos globales en el juego no se ven afectados. Sentimos las molestias.
1323449760	Ya se ha aplicado el parche {0}. Las antiguas partidas guardadas a mitad de misión quedan ahora obsoletas. Para convertir una partida guardada al parche más reciente, cárgala desde el menú de guardado y sigue las instrucciones. Los progresos globales en el juego no se ven afectados.
738261692	¡Archivo de guardado obsoleto!
1362801099	Esta partida guardada está obsoleta. No es posible cargarla con la versión más reciente del juego. Sentimos las molestias.
2094963165	Conversión de partidas guardadas
1806897290	Esta partida guardada está obsoleta. Al cargarla se convertirá a la versión más reciente. Tus progresos en la misión se reconstruirán de la forma más fiel posible. Esto es lo que ocurrirá:/n{0} los progresos en la misión, entendiendo por ello los objetivos de misión que se hayan desbloqueado o completado, se restablecerán./n{0} Todos los PNJ que fueron asesinados o atados se eliminarán del nivel, salvo los objetivos de misión./n{0} Los personajes del jugador se trasladarán a posiciones en las que estén ocultos y a salvo.
940139063	Esta partida guardada está obsoleta. Al cargarla se convertirá a la versión más reciente. Sigue las instrucciones una vez que se haya completado la carga.
1332558385	Reconstrucción de partidas guardadas
1535299939	Tu partida guardada se reconstruirá de la forma más fiel posible. Pulsa el botón y esto es lo que ocurrirá:/n{0} los progresos en la misión, entendiendo por ello los objetivos de misión que se hayan desbloqueado o completado, se restablecerán./n{0} Todos los PNJ que fueron asesinados o atados se eliminarán del nivel, salvo los objetivos de misión.{0} Los personajes del jugador se trasladarán a posiciones en las que estén ocultos y a salvo.
580926496	¡Eh, camarada! Parece que la apisonadora de los parches ha machacado bien esa partida guardada tuya. Supongo que a nosotros nos toca recomponer a la pobre, así que ¿por qué no nos divertimos un poquito?
1206716644	¡Vamos a ello!
1579715971	Reconstruir tu partida guardada
641641696	Esto es lo que hay. Todos aquellos a los que mataste o ataste en tu antiguo guardado vuelven a andar por ahí. Eso no lo podemos consentir, ¿no? Por eso ahora todos ellos llevan una marca especial de la muerte. Qué miedo, ¿eh?/nAsí que lo que puedes hacer ahora es hacer clic en ellos y acribillarlos a base de bien. ¿Suena divertido? ¡Claro que sí! Si quieres verlos morder el polvo a todos a la vez, solo tienes que seleccionar «¡Llamad al enterrador!», y nosotros nos encargaremos del resto./nAh, y no te preocupes por los objetivos de misión o por si tu grupo está bien. De eso ya nos hemos ocupado.
600060266	¡Llamad al enterrador!
608942036	Dedo de la muerte
36247045	Mata a cualquier guardia marcado con el que se use.
44692332	¿Quién es el siguiente?
809423569	Te muestra el siguiente guardia marcado.
1596929820	¡Llamad al enterrador!
963141611	Mata a todos los guardias marcados que quedan.
1615115792	$USER_NAME_OR_ID ha desbloqueado una placa en $TITLE_NAME.
835984463	$USER_NAME_OR_ID ha desbloqueado $STORY_COUNT placas en $TITLE_NAME.
500124912	$USER_NAME_OR_ID ha completado {0} en la dificultad {1} en $TITLE_NAME.
354397091	$USER_NAME_OR_ID ha completado $STORY_COUNT misiones en la dificultad {0} en $TITLE_NAME.
654425012	$USER_NAME_OR_ID ha matado a {0} guardias en $TITLE_NAME.
1744584040	$USER_NAME_OR_ID ha matado a un número considerable de guardias en $TITLE_NAME.
1224139281	$USER_NAME_OR_ID ha matado a {0} casacas largas en $TITLE_NAME.
629521266	$USER_NAME_OR_ID ha matado a un número considerable de casacas largas en $TITLE_NAME.
1477070416	$USER_NAME_OR_ID ha guardado {0} veces en $TITLE_NAME.
739213705	$USER_NAME_OR_ID ha guardado muchas veces en $TITLE_NAME.
577929473	$USER_NAME_OR_ID ha cargado {0} veces en $TITLE_NAME.
1210269984	$USER_NAME_OR_ID ha cargado muchas veces en $TITLE_NAME.
492106947	$USER_NAME_OR_ID ha ejecutado el modo Duelo con {0} personajes en $TITLE_NAME.
1172617677	$USER_NAME_OR_ID ha ejecutado el modo Duelo con varios personajes $STORY_COUNT veces en $TITLE_NAME.
859345761	$USER_NAME_OR_ID ha matado a {0} enemigos a la vez en $TITLE_NAME.
1252998259	$USER_NAME_OR_ID ha completado {0} en la dificultad {1} y ha desbloqueado {2} placas en $TITLE_NAME.
925150016	$USER_NAME_OR_ID ha matado a varios enemigos a la vez $STORY_COUNT veces en $TITLE_NAME.
1558010130	$USER_NAME_OR_ID ha completado $STORY_COUNT misiones en la dificultad {1} en $TITLE_NAME.
151706036	$USER_NAME_OR_ID ha desbloqueado todas las placas de {0} en $TITLE_NAME.
2734629	$USER_NAME_OR_ID ha desbloqueado todas las placas de $STORY_COUNT misiones en $TITLE_NAME.
1678000250	Johnnie. ¡Te estás rezagando! Vamos.
220997359	Ya voy, papá.
469298229	Voy a adelantarme. Tú sígueme con discreción.
1426237520	Sí, señor.
1472201416	
1299558651	
1006428758	
1749127563	THQ NORDIC PRESENTA
688311701	UN JUEGO DE MIMIMI
1382634260	CAPÍTULO I: EL DOCTOR Y LA NOVIA
1184634196	Ahí está el primer guardia. Tengo que ir con sigilo.
1345089562	¡Venga! ¡Abre ya, sarta de estiércol de mula tozuda!
52315649	¡Ábrete! Tengo una sed que me muero, joder.
1708575428	No es justo. Desde aquí se huele el whisky.
1722395276	Joder. ¿Quién ha perdido la puta llave?
799306384	Ya volveré con un hacha.
200422027	No hay manera. Mierda.
960289221	¿Por qué no te abres, cabrona?
1143306891	Ahí dentro hay whisky. Lo sé.
967692626	¿Por qué tengo que estar aquí fuera?
677920504	Joder, lo bien que me vendría ahora un trago.
444229462	Hostia... Esta sed me está matando.
1273054320	Como si alguien fuera a pasar por aquí.
678736588	¡¿Qué demonios ha pasado?!
1561295358	Lo siento... He metido la pata.
1989147937	¡John!
1619913815	¡Johnny, no!
52069976	¡Dios, no!
1737853021	Ese es mi chico. Y ahora no te separes.
673464788	Hay otro ahí delante.
1939658397	Tenemos que llamar su atención.
1566035860	Vale. Lanzaré una de mis monedas.
971260786	Buena idea. Haz que gire la cabeza y luego ya me encargo yo.
1816478218	Haz que gire la cabeza.
1903341140	Tiene que mirar a otra parte.
284741563	Haz que mire a otra parte.
2142470101	No es la primera vez que lo haces.
521173166	No ha oído la moneda.
1346330984	Lanza la moneda más cerca.
1304306774	Recuerda: piensa despacio, actúa deprisa.
1510475130	Siempre hay que esconder el cadáver.
186921039	Veo que estabas atento.
434305833	Sígueme y mantente al margen.
982212394	Cómo odio los caballos. Bestias estúpidas.
80618972	«Los caballos son cosa tuya, Sal». Ja, ja, muy gracioso.
683117499	Eso, tú quédate ahí comiendo.
1511957846	¡Tú! ¡Tú eres el peor!
2065162587	A mí no se te ocurra cocearme, ¿eh?
1035198870	Maldito bicho. Te tengo calado.
1094668953	Se muere por soltarme una coz, lo noto.
1860765847	Ojito con hacer el tonto, ¿me oyes?
1347961325	Tú cocéame, y te pego un tiro en el culo.
29525659	Odio los caballos, Billy.
947759493	A mí déjame, yo estoy aquí.
395352510	Va, cambiémonos.
1095449348	Cada uno tiene lo suyo, Sal.
1258460792	¿Por qué no te encargas tú de los caballos?
1580432621	Porque tiene más gracia cuando lo haces tú.
140547430	Con eso bastará.
969963853	¿Papá? 
2105600160	¿Sí?
1347077792	¿Cuántos hombres tiene Frank?
1767201949	Eso da igual, chico. Uno contra uno, siempre tienes una posibilidad. Es cuestión de ir trasquilando el grupo. 
1708426917	Cerrado. Era de esperar.
961203488	Cerrado. Era de esperar.
2121242683	Vale, hijo. Ahí tienes un reto.
1608020280	¿Ves esa escalera de ahí arriba? Necesito que me la bajes.
1217893076	¡Bien hecho, ese es mi chico!
669315966	¡Ha sido fácil!
1808677364	No levantes la cabeza. Ahí hay más.
1654110603	Tienes que encontrar un modo de burlarlos.
1661663094	¿Te has enterado de lo de Lindberg? Se pulió la última botella del viejo Hutch.
1165105379	Eso explica por qué ese viejo cabrón se la tiene jurada. 
1479050419	¿Qué crees que va a hacer? ¿Retarla a... un duelo?
683057496	Ya conoces al viejo Hutch... Su único amigo es la botella.
679665959	Yo apostaría por Hutch. Es chungo como él solo. Y rápido.
2061201113	¡Ya! Y está como una cuba. Y le dan tembleques.
2010416411	¡Van cinco dólares por Hutch! ¿Qué me dices?
710375432	Acepto la apuesta. Lindberg es una mala pieza.
1586398938	¡Lindberg! ¡Sal, puerca ladrona de whisky!
1872026001	Aquí estoy, borracho inútil. Zanjemos esto.
1298793123	¿Oís eso? ¡Está a punto de pasar! ¡Vamos!
1577121988	¡Es hora de que pagues por robarme lo que es mío!
208492544	¡No me das miedo, zopenco beodo!
113944635	¡Esa botella era MI botella!
1288348702	¿Vas a desenfundar, o piensas matarme con tu aliento fétido?
1500668642	¡Ja! Demasiado lenta, puta ratera. Lo tienes bien merecido.
58060641	Sí... Llévatelo a la tumba, borracho imbécil.
1278130353	¡Mira al frente, chico! Ese duelo no va con nosotros.
1500641619	¿Ves ese de ahí al fondo, junto al precipicio?
867275810	Busca un modo de distraerlo con tu moneda y me cargaré a los dos.
173700865	El otro, John.
788470849	Aún respira. Átalo enseguida, antes de que vuelva en sí.
610402371	¡Cuidado!
1693227310	L-lo siento.
270329634	No es momento para perder la calma, hijo. Ve a esconder el cadáver.
6254567	Bien hecho. Ahora escóndelo en los arbustos.
814465367	Eso es. Vamos.
1249224831	No nos paremos.
2009387216	¿Vienes, hijo?
1269776983	¿A qué esperas?
436041377	¿De dónde han salido tantos?
768305125	No importa, ¿ves esa grúa de ahí arriba?
199740460	Sí.
1397304671	¿Qué tal si te subes ahí y haces una entrega?
369857519	Marchando, señor.
616012734	¡Lo conseguí!
1056472202	Bien hecho, hijo. Ahora quédate ahí. Ya voy yo.
1632996207	Buen trabajo, chico.
1189061753	Ya sabes qué hacer. Espera a que vuelva.
1717160180	Creía que ya estaba preparado.
1181643869	La próxima, ya verás.
1437875326	Lo mismo dijiste la otra vez. ¿Por qué no puedo ir contigo? ¡Tú dame una pistola!
352432993	Una pistola, ¿eh?
503611392	Quiero ver cómo le das a ese árbol a 15 pasos de distancia.
205456903	Quiero ver cómo le das a ese árbol a diez pasos de distancia.
1632727931	Cuando lo consigas, estarás listo para una pistola.
975014210	Hasta luego, Johnnie.
110101962	
1900598656	
1896881836	
751623457	Alcanza a tu padre
481266188	Tu padre se ha adelantado. Síguelo y mantente al margen.
1526109961	Distrae al guardia
1317378782	Usa tus monedas para distraer al guardia.
1439937349	Haz enfadar al caballo
567792959	Usa monedas para hacer enfadar al caballo al pasar el guardia.
11899031	Lanza la escalera de cuerda
1788301801	Ayuda a tu padre a entrar lanzándole la escalera de cuerda.
981221578	Sube a los tejados
1937336315	Burla a los guardias y sube a los tejados.
1856922554	Distrae al guardia
1184848606	Usa tus monedas para distraer al guardia del acantilado.
38434196	Esconde el cadáver
1667462755	Ata al guardia noqueado y escóndelo en el arbusto.
8818489	Usa la grúa
154743950	Súbete a la grúa y deja caer la carga sobre los tres guardias de abajo.
460377644	Reúnete con tu padre
1343983716	Tu padre te espera en la estatua. Reúnete con él. 
1692289367	¡Desvalijadlo, chicos! Llevaos todo lo que brille y cualquier cosa con la que puedas pillar una tajada.
1929783850	¡Ja! ¡Otra muesca para Big Ann!
1205750566	¡Vamos, que sepan quién manda!
767721975	¡Mierda! ¡A cubierto! 
1475498398	Por aquí, vamos a flanquearlo.
960148853	¡Maldita sea! Nos ha visto.
1019127878	¡Está ahí arriba! ¡A por él!
1051935092	¡Que no escape!
663715900	¡Cargáoslos, chicos!
2103050132	¡Eh! ¡Dejadme algo a mí!
1560468735	Qué es lo que habrá aquí...
484933547	¡...!
1907256786	Algo me dice que no has venido a picar billetes.
1373445296	Parece que esta parada no estaba prevista. Voy a ver por qué no nos movemos.
1643412661	
1859485599	
764979700	
196965312	MONTAÑAS ROCOSAS – PASO DE BYERS, COLORADO
2035300658	Unos años después...
951221264	Tendré que avanzar con sigilo hasta la parte frontal.
713753643	Hay que cargárselo desde aquí. Mejor lanzar el cuchillo.
1003845454	Remontes, carretillas... Caray, los tíos venían preparados.
1162303225	¡Mierda! ¡Joder!
796419796	Mejor arriba.
1971672858	¡Eh, mira ahí! ¡Nos hemos dejado uno!
1896120580	¡Sal, sal, que sé que estás ahí!
1211612051	Si no sales, seguiré disparando.
50222681	Te vamos a arrebatar la vida Y el dinero.
941059724	Santo cielo, qué susto.
1697471239	¿Puede ayudarnos?
1639671670	A ver quién desenfunda antes.
1450283622	Ahí viene.
1623085575	La próxima vez más vale que trasquile el grupo antes de hacer ruido.
1337360436	Gracias, forastero.
1527554887	Escóndase por ahí.
2130853820	No te muevas, amigo.
1423049218	No hagamos nada que podamos lamentar.
1281610380	Tengo que cargármelos a los dos a la vez.
1105102517	Yo diría que me debe una.
1365400822	¡Pero bueno! ¿Es una broma?
2077883062	¡...!
1757142276	Yo diría que estamos en paz.
2060438311	Le recomiendo volver al vagón. Ya me encargo yo de lo demás.
1826446833	¿Igual que se ha encargado de esos dos?
1643408715	Oiga, señor...
402003712	Cooper.
3876306	Sr. Cooper. Me contrataron para asegurarme de que este tren llegara a Flagstone.
1529002408	Le agradecería que no me estorbara.
1820710576	Vaya, señor...
998996917	McCoy. Doctor McCoy.
2140966376	Ajá. Doctor McCoy. Tal como yo lo veo, solo hay un modo de avanzar.
1640528482	Y yo también tengo que ir a Flagstone.
34942661	Como quiera. Pero no diga que no se lo advertí.
475419878	
883782544	
296221501	
1975231165	Parece que los bandidos han bloqueado el túnel.
478252477	¿Por qué creía que se había parado el tren?
369403123	Costará lo suyo retirar esas rocas.
1072109390	Suerte que en esa meseta tienen un montón de dinamita.
644898868	Hacerse con ella y despejar el túnel. No es mal plan.
376265597	Yo no hago malos planes.
1407100741	Vale. Pues manos a la obra.
89265579	Claro.
1694409325	Vaya, vaya. Un doctor de verdad.
1751704381	No sé de qué se sorprende.
1898403668	¿Se le ocurre algo para este?
1554018004	Usaré mi maletín como cebo. Usted escóndase y aprenda.
639337317	Trampa de gas, ¿eh? No está mal. ¿Cómo se puede abrir eso sin peligro?
272489015	No se puede, Sr. Cooper, a menos que lo haga yo.
1869689713	Big Ann lo ha vuelto a hacer.
801957529	Otro tren para los mendas, je, je.
1085623643	Que le den a la Compañía DeVitt.
67595800	Lo vamos a dejar bien limpito.
226511189	Cómo les gusta a los chicos lo de saquear.
561111430	Qué putada tener que quedarme aquí vigilando.
1256294145	Como si fuera a pasar alguien por aquí.
1198044642	Puñeteras órdenes.
2056535846	Vayamos al otro lado.
1294728632	Hay un vigía en lo alto del acantilado.
1530678151	Desde aquí me lo cargo.
1457731169	Eso no me lo pierdo.
2021481338	No sé adónde ha ido, pero al blanco no.
1212423052	De momento me decepciona, Sr. McCoy.
1122724759	Vamos, McCoy, que es para hoy.
251747283	Que me aspen.
1669130534	Colt especial de cañón largo. Culata y balas personalizadas.
1272865861	Espero que no le importe, Sr. McCoy.
1105231492	Mejor. Así me ahorro una bala.
1236950567	Allá vamos.
520419993	A mí ya se me pasó lo de trepar, Sr. Cooper.
1671694831	Bueno, algo se nos ocurrirá.
1511114845	¡Sigo esperando, Sr. Cooper!
1661976841	¡Más vale que lo suba antes de continuar!
486887981	Espero que por esta cuerda de ropa sí pueda subir, Sr. McCoy.
1030677372	Prefiero doctor McCoy.
916815113	Ya, claro.
758812215	Mucho ojo. Su amigo lo buscará.
2027247329	Cuidado. Su amigo se dará cuenta de que no está en su puesto.
425004179	¿Qué pasa con ese tipo del poncho?
1659968206	¿Ve a ese del poncho?
906565404	No se moverá a menos que sea necesario.
1155934742	Y eso usted lo sabe porque...
2126919349	Créame. Conozco a los de su calaña.
1317692460	Todavía nada. ¿Por qué tardan tanto?
1680411418	Seguro que ese cabrón está escondido. Descuida, lo encontrarán.
1699565207	¿No deberían haber vuelto ya?
268746474	Nah, eso es que se toman su tiempo con él. Se lo merece por cabrón.
143066108	¿Y si los ha matado? ... Tal vez yo sea el siguiente.
1916520478	Je, tranquilo. Un tío así no malgastaría una bala contigo.
1529165791	Me encanta que los planes salgan bien.
863068086	Sí, Big Ann sabe lo que se hace.
2048397418	Ya lo creo.
1004650523	¿Cuánto tiempo tenemos?
533505294	No ha escapado nadie, podemos tomárnoslo con calma.
565392077	Je, genial.
1891347620	¿Te preocupa algo?
1435572714	Sí, dime qué coño hace aquí un barco.
817174129	Ni lo sé, ni me importa.
56340574	Sin hacer ruido. Yo me encargo de uno, usted del otro.
1076432959	Vamos, sé que la tiene.
1432156816	Regístralo bien, ¿quieres?
1322432559	¿Te hago un plano o qué?
1410962525	Necesitamos la llave de la caja fuerte.
1085771153	Ya puedo olerlo. Ese dinerito guapo.
1638431021	Eso es, bajad la cabeza u os la vuelo.
1540093329	Ja, creíais que podríais con nosotros. ¡Y miraos ahora!
2143608143	Más vale que nos lo deis todo o registraremos luego vuestros cadáveres.
1812276984	Pronto vais a conocer a Big Ann. ¿No es emocionante?
155411799	Cómo odio a la gente finolis como vosotros. Sobre todo a ti.
55708919	Eso os pasa por ir en un tren de la Compañía DeVitt.
1876589766	Preferiría no meterme en esto.
782751206	A los pasajeros les vendría bien nuestra ayuda.
271645073	¿Por qué perder el tiempo? A lo nuestro. 
1374310770	¿Ve? Sin haber perdido el tiempo.
131212092	Es un cabrón sin conciencia, Sr. McCoy.
357527990	A cada cual lo suyo, Sr. Cooper.
766710338	Quienesquiera que sean, gracias.
75578718	No ha sido nada. Y ahora no se muevan.
688884155	Ya les enviaré la factura.
1658760377	Vaya pérdida de tiempo.
628972340	¿Lo ve? Sabía que tenía su corazoncito.
1808600642	Anatómicamente, tal vez.
179315794	Ahí está la locomotora.
31474280	El principio del tren. Ya hemos llegado.
1036869811	Nos sigue haciendo falta la dinamita para despejar el túnel.
143433601	No hay problema. Subamos poco a poco.
1962487386	Esa roca grandota de ahí tiene pinta de querer caerse.
1047035443	Espada de Damocles. Esa roca de ahí pide a gritos un empujoncito.
1665137781	Eh, pánfilo. ¿Vas a dejar que esas cajas sigan amontonándose?
852574330	Date prisa, que tenemos que irnos.
1951044472	Asegúrate de que esta gente no se mueva de aquí.
841434891	¡Si intentan algo, te los cargas a todos!
2055157191	Tú, sabandija de la compañía. Dime dónde están las cajas fuertes.
1159849560	N-n-no lo sé, señora, lo juro.
1782893817	Sé que la Compañía Devitt tiene ese dinero en este tren. ¿Dónde está?
1514072165	¿Cómo voy a saberlo? A mí no me dicen nada.
993876529	Es inútil ocultármelo, cariño. Mis hombres lo encontrarán.
1144006518	No le oculto nada, señora.
1116280026	Las cajas fuertes. ¿Qué vagón? Dímelo o te vuelo la cara.
382088829	No tengo ni la menor idea de lo que me habla.
33456719	Se me acaba la paciencia.
667736715	¡No, por favor!
439455722	Inútil...
300333351	¡Encontradme esas malditas cajas fuertes, imbéciles!
857711144	¡El dinero está en ese tren, así que más os vale dar con él!
762266956	¡Daos prisa, idiotas, antes de que los oficiales se enteren!
1660905154	¡El que me encuentre esas cajas fuertes se lleva un buen extra!
925116337	¡Como no descarguéis ese tren más aprisa, será el último que veáis!
117746040	¡Venga, gusanos! Lo quiero todo cargado en una hora.
