English	Английский
244143939	Задавите охранников ({0} чел.) поездом.
1481679492	Спасите все группы мирных людей.
1404372168	Убейте одновременно несколько бандитов ({0} чел.).
1091331607	Прикончите бандитов взрывчаткой.
1720218840	Отвлеките одновременно несколько бандитов ({0} чел.) монеткой Купера.
1383672889	Выясните клички и местонахождение всех подозреваемых.
455186100	Убейте всех подозреваемых.
1825898325	Не убивайте никого из подозреваемых.
2098414280	В ближнем бою не убивайте и не оглушайте жертв другими персонажами, кроме Изабель.
2137533299	Не используйте снайперский навык Маккоя.
634442317	Откройте все клетки.
891213051	Выберите левый путь.
91772538	Выберите правый путь.
663038595	Не используйте навыки Купера.
1612499977	Перебейте охранников, используя собак.
142821827	Перебейте охранников ({0} чел.), используя пароходное колесо.
1673149031	Не используйте оба отвлекающих маневра.
1024782232	Примените ментальный контроль против ДеВитта.
438004702	Прикончите охранников ({0} чел.) статуей.
690968489	Не используйте навыки Кейт и Купера.
668594279	Пройдите рудник по левому краю.
367879890	Пройдите рудник по правому краю.
961420766	Не берите взрывчатку.
1919873499	Убейте взрывчаткой {0} чел.
146886998	Подбирайте только снаряжение Маккоя.
775058415	Выбирайте только Купера.
1775990128	Прикончите охранников падающими камнями.
273940849	Не меняйте стороны персонажей.
497682000	Доберитесь до часовни с левого входа.
347856056	Доберитесь до часовни с правого входа.
32670292	{0} не выбирается.
1663542660	Выживших нет.
1223921571	Чертово ущелье/n(Глава I)
961120359	Когда-то давным-давно
266826627	Посреди мексиканской пустыни два всадника подъезжают к месту, где скрывается известный преступник.
1864224566	В нескольких милях от мексиканской границы, на краю Чертова ущелья лежат развалины деревушки./n/nГоворят, там обустроил свое убежище известный преступник, которого знают только по имени: Фрэнк./n/nИ вот сегодня двое всадников появились из пустыни. Это охотники за головами, и они намерены взять Фрэнка живым или мертвым./n/nПолучится ли у них это, или же их склюют стервятники – как и всех, кто приходил до них?
773201330	Опытный охотник за головами Джеймс Купер и его сын Джон прибыли в Чертово ущелье. Их цель: проскользнуть мимо бандитов, стерегущих окрестности, и прикончить известного преступника по имени Фрэнк./n/nДжеймс идет первым и говорит Джону, чтобы тот незаметно следовал за ним.
681032158	Перевал Байерса
2097221155	Задержка жалованья
1657883687	Поезд, принадлежащий влиятельной компании «ДеВитт», направляется в город Флэгстон. Но на перевале Байерса ему приходится сделать непредвиденную остановку.
801719185	Тяжело груженый поезд ползет по недавно проложенным путям через Скалистые горы./n/nЛюди и ценный груз в вагонах с символикой компании «ДеВитт» едут из Денвера в затерянный в горах городок Флэгстон./n/nКогда поезд въезжает на перевал Байерса, пассажирам становится тревожно. В этих краях орудуют бандиты, и за последние пару месяцев компания уже потеряла несколько составов./n/nХотя, возможно, в этот раз путешественникам повезет больше, ведь теперь в поезде имеется наемная охрана.
1457201141	Джон Купер ехал во Флэгстон, когда на перевале Байерса на поезд напали бандиты. Пока что его никто не обнаружил, но выбора нет./n/nЕсли Купер хочет успеть во Флэгстон вовремя, ему сперва придется разделаться с бандитами.
1181215471	Флэгстон
1786599235	Беспорядки во Флэгстоне
111549301	Джон Купер прибыл во Флэгстон на встречу со старым другом. Но неприятности следуют за ним по пятам.
180909580	Крохотный городок Флэгстон приютился в Скалистых горах Колорадо. Лавочники, фермеры, кузнецы и хозяева баров заняты привычными делами./n/nРабочие компании «ДеВитт» прокладывают через город железную дорогу и временами общаются с местными./n/nПрямо с поезда Купер направляется в салун, где нет никого, кроме парочки завсегдатаев./n/nОфициантка наливает ему виски, и Купер садится ждать своего старинного приятеля.
1776442636	Во флэгстонском салуне Купер встречается со своим старинным приятелем Гектором./n/nОни тут же влипают в неприятности, подравшись с головорезами из компании «ДеВитт», которые запугивали горожан. На помощь громилам спешат подельники./n/nКупер и Гектор покидают салун через черный ход и решают проучить мерзавцев... прикончив их вожаков. 
842780950	Усадьба Хиггинса
1899333205	Пока смерть не разлучит нас
1739483129	Бандит по имени Фрэнк находится в усадьбе мэра Хиггинса. Джон Купер направляется туда, даже не подозревая, что в это время там полным ходом идут приготовления к свадьбе.
807976695	В получасе езды от Флэгстона, в горах находится новехонькая усадьба мэра Хиггинса./n/nОн неплохо нажился на сделках с компанией «ДеВитт» и не пожалел денег, чтобы обставить свое жилище со всей роскошью./n/nСейчас в усадьбе вовсю идут свадебные приготовления. Мэр Хиггинс, после многих лет бесплодных ухаживаний, наконец убедил свою возлюбленную надеть на палец колечко./n/nОднако он даже не подозревает, что у невесты на этот праздничный день свои планы.
1283415255	Кейт О'Хара убедила мэра Хиггинса, будто и правда выйдет за него замуж. На самом же деле она рассчитывает пробраться к нему в кабинет и забрать оттуда нечто ценное./n/nЕй нужен только ключ... и немного удачи!/n/nТем временем Купер и Гектор тоже направляются в усадьбу мэра. Купер хочет отыскать там человека по имени Фрэнк и решает для начала проверить кабинет мэра./n/nЕсли что-то пойдет наперекосяк, Куперу придется быстро уносить ноги.
2019794291	Ранчо О'Хара
290492088	Великолепная пятерка
85886816	Головорезы из компании «ДеВитт» собираются напасть на ранчо О'Хара, как только стемнеет. Купер пообещал Кейт, что поможет ей держать оборону.
1643626384	В каменистой долине к западу от Флэгстона находится ранчо О'Хара, обширное семейное владение, где выращивают скот и зерновые./n/nДелами на ранчо заправляет дядя Кейт, Йен О'Хара, при нем есть несколько работников. Дядя Йен обожает ранчо, а Кейт живет там с девяти лет./n/nТеперь их дому грозит опасность. С наступлением темноты громилы из компании «ДеВитт» попытаются захватить ранчо. Но Кейт и ее дядя сдаваться не собираются./n/nКупер скачет во Флэгстон за подмогой, а Гектор помогает готовиться к штурму.
386862158	Компания «ДеВитт» вознамерилась отнять ранчо у Кейт и ее дяди./n/nКейт не намерена сдаваться и зовет на помощь Джона Купера. Взамен она обещает кое-что рассказать о Фрэнке./n/nПока Купер, Кейт и ее дядя готовятся к штурму в доме, Гектор и Маккой остаются снаружи./n/nИх цель: выбивать атакующих одного за другим.
454130296	Орлиная река
2006766685	Мост через Орлиную реку
1077297084	Ранчо О'Хара удалось отстоять, но дорогой ценой. Кейт полна решимости раз и навсегда отвадить головорезов ДеВитта из этих краев и предлагает опасный план.
523395751	В паре миль к северо-востоку от Флэгстона находится водопад: полноводная Орлиная река всей своей мощью обрушивается в ущелье./n/nТам очень опасно, и каждый год кто-то из путешественников погибает при попытке перебраться на другую сторону./n/nКомпания «ДеВитт» в своем стремлении забраться как можно дальше на запад выстроила через ущелье железнодорожный мост – настоящую махину, со станцией поблизости./n/nКаждый день здесь проезжают поезда, которые везут во Флэгстон людей и стройматериалы.
826928811	После гибели дяди Кейт решила выкурить компанию «ДеВитт» из этих краев./n/nЧтобы никто из людей компании не мог добраться до Флэгстона, она хочет взорвать мост через Орлиную реку./n/n Друзья согласились ей помочь. Они отправляются на Орлиную реку, чтобы проникнуть на склад компании близ моста./n/nПлан прост: найти взрывчатку, спуститься к опорам и взорвать мост к чертям собачьим.
1500406185	Чертово ущелье/n(Глава II)
1283981450	Один точный выстрел
1255827485	Воспоминания переносят нас в прошлое. Юный Джон Купер ждет возвращения отца...
99540809	Эль Каньон дель Дьябло, или Чертово ущелье. Легендарное место, не зря получившее свое имя. Чья только кровь здесь не лилась!/n/nСперва тут жили индейцы, потом поселенцы, золотоискатели – и наконец им на смену пришли бандиты. И каждый, кто приходил позже, заливал эту пыльную землю кровью предшественников./n/nОднажды сюда со своими людьми заявился человек по имени Фрэнк и заявил на это место свои права./n/nНемало охотников за головами пытались до него добраться. Одного из таких охотников звали Джеймс Купер.
1582007492	 Юный Джон Купер все еще ждет, пока вернется отец. И тут до него доносятся звуки стрельбы./n/nВскоре бандиты Фрэнка пробегают мимо его укрытия и начинают обыскивать окрестности. Что-то пошло не так./n/nКупер берет нож, подаренный отцом, и направляется в часовню.
1581878624	Батон-Руж
1291349659	Бурная ночь
2081499567	Несколько недель пути – и вот наконец друзья вваливаются в салун в Батон-Руже. Можно наконец выдохнуть и потравить байки, поесть и выпить от души. От широкой, очень широкой души.
2064647518	Над рекой Миссисипи стоит живописный город Батон-Руж./n/nМягкая постель и горячая еда ждут путников, прибывших по суше или пароходами, которых множество в порту./n/n Друзья едут в Новый Орлеан уже несколько недель. Еще один долгий день в пути – и вот они наконец в Батон-Руже./n/nЗдесь повсюду звучит музыка, смех и воняет рвотой. Самое время найти салун, расслабиться, поесть горячего – и выпить горячительного. Да побольше!
418625396	Проведя в салуне бурную ночку, друзья поутру обнаруживают, что в городе переполох, а за ними гоняются люди шерифа./n/nНикто не помнит, что произошло, да еще и Маккой бесследно пропал./n/nСтрадая от невыносимого похмелья, друзья решают начать с главного: отыскать доктора. И свалить, пока целы.
458741708	Река Миссисипи
1471672407	Луизианское вуду
841222571	После небольшой передышки в Батон-Руже друзья садятся на пароход, идущий вниз по Миссисипи. Их цель по-прежнему – Новый Орлеан.
183066190	Батон-Руж от Нового Орлеана по реке отделяет чуть больше сотни миль./n/nВременами с борта парохода путешественники могут заметить деревеньку или рыбачью лачугу./n/nВ остальном, эти края совершенно безлюдны – и в засаде может поджидать кто угодно.
708762326	Изабель Моро схватили работорговцы, когда она пыталась выяснить, почему в этих краях пропадают люди. Ее посадили в клетку, но засиживаться там она не собирается./n/nЦель ее ясна: сбежать, помочь всем, кого еще захватили работорговцы, и отправиться в Новый Орлеан.
1838068478	Новый Орлеан
351229472	Джаз на задворках
1009387880	Наконец-то друзья попадают в Новый Орлеан. Купер хочет поскорее отыскать Фрэнка, но у Изабель свои проблемы.
86592984	После того, как Изабель вытаскивает друзей из ловушки, подстроенной людьми ДеВитта, они все вместе продолжают путь в Новый Орлеан./n/nДорога проходит гладко, если не считать постоянного ворчания Маккоя./n/nВечером следующего дня они наконец оказываются в Новом Орлеане. Гектор и док отправляются на рынок за покупками, а остальные обсуждают планы на будущее.
622275391	Добравшись наконец до Нового Орлеана, друзья решают разделиться./n/nКупер и Генри отправляются на охоту за Фрэнком. Изабель хочет выяснить, куда пропал ее друг Уэйн, и Кейт с Маккоем решают ей помочь./n/nИзабель знает, кто может быть причастен к исчезновению Уэйна. У одного из этих людей есть письмо с инструкциями./n/nТроице придется раздобыть это письмо в надежде, что оно поможет отыскать Уэйна.
50642152	«Королевский притон»
876556836	«Королева» в огне
1811558593	В поисках пропавшего друга Изабель друзья узнают о существовании «Королевского притона» – тайного убежища бандитов на болотах под Новым Орлеаном. 
28351309	Нет ничего опаснее новоорлеанских болот. Тут вам и аллигаторы, и зыбучие пески, и ядовитые насекомые – и конечно, люди./n/nСобрав информацию, друзья отправляются на болота, чтобы отыскать «Королевский притон» и спасти Уэйна, пропавшего друга Изабель./n/nПуть им предстоит долгий и мучительный: нельзя, чтобы их заметили враги./n/nКогда Изабель говорит, что цель близка, они разделяются, чтобы зайти в «Притон» с двух сторон.
1656931729	Кейт остается в Новом Орлеане, чтобы не упустить Фрэнка, а все остальные отправляются на болота, спасать Уэйна./n/nПроделав долгий путь, они обнаруживают старое убежище работорговцев, именуемое «Королевским притоном». Там и держат Уэйна./n/nДрузья решают разделиться, чтобы зайти с двух сторон и встретиться внутри./n/nИм предстоит отыскать Уэйна, освободить его, сжечь базу дотла и спастись бегством.
1584369694	Новый Орлеан/nПорт
1600676289	Грязь и кровь
1884452242	Вернувшись в Новый Орлеан, друзья обнаруживают, что в городе многое изменилось. Но Купер полон решимости довести начатое до конца.
1265907159	Вместе с маршалом Уэйном друзья возвращаются в Новый Орлеан. У них за спиной догорает «Королевский притон»./n/nКупер всю дорогу думает о своем. Он знает, что ждет его в Новом Орлеане. Справится ли он на сей раз? Должен справиться./n/nОднако в городе они обнаруживают, что тут все поменялось к худшему. Док отправляется за Кейт, а маршал Уэйн предлагает обсудить дальнейшие планы.
265401901	В Новом Орлеане друзья находят Кейт, и та сообщает, что Фрэнк сейчас в порту, у девятого причала./n/nНевзирая на все возражения Купера, Кейт и Гектор идут с ним на встречу с Фрэнком. Все трое проникают в порт./n/nКупер предлагает встретиться у входа на девятый причал. И тогда он наконец сделает то, зачем сюда приехал.
1032927492	Золотой рудник ДеВитта
739256700	Вагонетка с порохом
679755953	Купер вновь не смог взять верх над Фрэнком. И опять за его поражение платить приходится другим людям. Осталась ли у него хоть искра надежды?
1630898247	Винсент ДеВитт чем только не занимается: заправляет сетью железных дорог, получает прибыль от работорговли, а еще у него есть золотой рудник./n/nПод палящим солнцем Нью-Мексико и неусыпным надзором охранников рудокопы добывают из-под земли драгоценный металл./n/nСреди работяг, молотящих кирками по камню, трое нам отлично знакомы. Они изнурены тяжким трудом и почти утратили надежду./n/nНо пока что не отступились от своей цели: спастись.
1624871096	ДеВитт отправил друзей на золотой рудник, но они разработали план побега./n/nВо время перерыва док с Гектором и Изабель достанут свои пожитки и выберутся из лагеря./n/nПотом они возьмут вагонетку с порохом и будут толкать ее до главных ворот./n/nПлан прост: освободить Кейт и Купера, взорвать ворота с помощью вагонетки и сбежать.
2029047628	Лас-Пьедрас
796251795	Ничего, кроме боли
246702833	Друзья застряли в глуши. Их единственный шанс отсюда выбраться – железнодорожная станция.
327079711	"Друзья сбежали с золотого рудника ДеВитта. Они еле держатся на ногах, настроение – хуже некуда./n/nОсобенно всех огорчает уход дока, который к тому же забрал с собой единственную лошадь./n/nКупер ранен в ногу, они идут очень медленно, но наконец все же добираются до ближайшего городка, где есть железнодорожная станция./n/nОни находят убежище в заброшенной лачуге неподалеку от города."
166306906	После побега с рудника ДеВитта док решает, что ему все это осточертело и он пойдет своей дорогой. Остальные направляются к ближайшей железнодорожной станции./n/nТам они обнаруживают, что вокруг полно головорезов ДеВитта. Хуже того, поезда на этой станции не останавливаются./n/nИзабель лечит подстреленного Купера, а Кейт и Гектор ищут способ остановить поезд./n/nОни хотят перегородить пути, забраться в вагон и убраться восвояси.
609111573	Дом ДеВитта
2006494126	Акула бизнеса
1413452906	В роскошном имении ДеВитта устраивается помпезный прием. Однако незваные гости рискуют испортить весь праздник.
468576441	Благополучно сбежав на поезде, друзья наконец получают возможность отдохнуть./n/nГектор и Изабель отсыпаются, а между Кейт и Купером происходит долгий разговор. До мира еще далеко, но первые шаги сделаны./n/nВернувшись в обжитые края, друзья находят маршала Уэйна, который искренне рад их видеть. Вместе они решают покончить с Фрэнком и ДеВиттом раз и навсегда./n/nПервым в списке стоит ДеВитт, который как раз устраивает у себя в поместье пышную вечеринку.
861610767	Вырвавшись из когтей ДеВитта, друзья встречаются с маршалом Уэйном. Вместе они разрабатывают план, как расправиться сперва с ДеВиттом, а потом и с Фрэнком./n/nУэйн достает приглашение в дом ДеВитта, на вечеринку сильных мира сего./n/nЗадача проста: отделить ДеВитта от гостей, похитить его и передать в руки маршалу.
1986610452	Чертово ущелье/n(Глава III)
1882495352	Старый и новый
1671544744	Док вернулся, ДеВитт выведен из игры. Осталось довести до конца последнее дело.
1827622766	Сдав ДеВитта маршалу Уэйну, друзья отправляются на юг, к границе. Ехать приходится долго, солнце палит немилосердно./n/nНо друзей ничто не может остановить. Купер прокладывает путь, Гектор травит байки, Кейт слушает его, а Изабель с доком собачатся, как всегда./n/nОни пересекают мексиканскую границу и направляются через каменистую пустыню к Чертову ущелью.
1141398023	Друзья пересекают мексиканскую границу и направляются в Чертово ущелье./n/nУбежище Фрэнка кишит бандитами. Купер уверен, что Фрэнк будет ждать их в часовне./n/nПлан прост: собраться у входа на кладбище и наконец расправиться с Фрэнком.
2017302914	Монета
1323949238	Купер может бросить <skill>монету</skill>, чтобы отвлечь врагов в синем радиусе./nНажмите {0}, потом нажмите {1} для броска.
1838518536	Купер может бросить<skill>монету</skill>, чтобы отвлечь врагов в синем радиусе./nУдерживайте {2}, чтобы прицелиться, и нажмите {3}, чтобы бросить <skill>монету</skill>.
1476362018	Нож / Оглушение
875975871	Вы можете убивать врагов в ближнем бою, используя <skill>нож</skill>, или оглушать их./nНажмите {0}, чтобы выбрать <skill>нож</skill>, потом {1} для атаки./nДля <skill>оглушения</skill> либо поменяйте навык на панели навыков, либо используйте {2}.
923056148	Вы можете убивать врагов в ближнем бою, используя <skill>нож</skill>, или оглушать их./nПриблизьтесь к врагу и нажмите {0} для атаки./nДля <skill>оглушения</skill> нажмите {1}, чтобы открыть колесо персонажей, потом нажмите {2} для переключения на нелетальный бой.
1412381580	Метание ножа
337253238	Купер может метать <skill>нож</skill>, чтобы убивать врагов с дальней дистанции. После этого он должен <skill>подобрать</skill> оружие./nНажмите {0}, чтобы выбрать <skill>метание ножа</skill>, потом нажмите {1} для броска.
14027067	Купер может метать <skill>нож</skill>, чтобы убивать врагов с дальней дистанции. После этого он должен <skill>подобрать</skill> оружие./nУдерживайте {0}, потом используйте {1}, чтобы выбрать <skill>метание ножа</skill>./nПосле этого прицельтесь и сделайте бросок.
1515858005	Двойной выстрел
1657051985	Купер может стрелять из <skill>двух стволов</skill> <skill>одновременно</skill>./n Нажмите {0}, чтобы перейти в режим побоища. /nТеперь вы можете выбрать для Купера <skill>две цели</skill>.
891655333	Купер может стрелять из <skill>двух стволов</skill> <skill>одновременно</skill>./n Нажмите {0}, чтобы перейти в режим побоища. /nТеперь вы можете выбрать для Купера <skill>две цели</skill>.
604280480	Револьверы
580056692	Купер может расстреливать охранников из <skill>револьверов</skill>. Оружие стреляет <skill>громко</skill>, и если враги услышат выстрел, то поднимут тревогу./nНажмите {0}, чтобы выбрать один из <skill>револьверов</skill>, потом стреляйте.
876546541	Купер может расстреливать охранников из <skill>револьверов</skill>. Оружие стреляет <skill>громко</skill>, и если враги услышат выстрел, то поднимут тревогу./nЗажмите {0}, потом выберите <skill>револьверы</skill> с помощью {1}./nПрицельтесь и стреляйте.
735975592	Укрывание тел
1422147188	Вы можете <skill>прятать тела</skill> в кустах, постройках и других местах./nУдерживайте {0}, затем нажмите {1}, чтобы поднять тело./nКогда вы несете тело, удерживайте {2}, а чтобы бросить его в нужном месте, нажмите {3}./n
70988820	Вы можете <skill>прятать тела</skill> в кустах, постройках и других местах./nПодойдите ближе, чтобы поднять тело. Если враг без сознания, сперва придется его связать./nКогда вы несете тело, нажмите {0}, чтобы бросить его в нужном месте.
685610135	Докторский саквояж
1817172584	Маккой может бросить свой <skill>саквояж</skill>, чтобы отвлечь охрану. Потом он должен его <skill>забрать</skill>./nГазовая ловушка <skill>ослепляет</skill> врагов, которые откроют саквояж, и это заставляет их потом отправиться на <skill>разведку</skill>./n
1700272806	Маккой может бросить свой <skill>саквояж</skill>, чтобы отвлечь охрану. Потом он должен его <skill>забрать</skill>./nГазовая ловушка <skill>ослепляет</skill> врагов, которые откроют саквояж, и это заставляет их потом отправиться на <skill>разведку</skill>./n
1804620665	Склянка с болотным газом
178798020	Маккой может метнуть <skill>склянку с болотным газом</skill>, которая <skill>оглушит</skill> всех врагов в радиусе поражения./nПлащи <skill>защищены</skill> банданами, поэтому отключаются ненадолго.
1524919872	Бантлайн
676320687	Маккой может использовать свой кольт <skill>Бантлайн</skill>, чтобы убивать врагов с <skill>дальней дистанции</skill>./nЕсли этот навык нужен ему для задания, у него всегда будет последняя «золотая пуля» про запас./n
898711201	Маккой может использовать свой кольт <skill>Бантлайн</skill>, чтобы убивать врагов с <skill>дальней дистанции</skill>./nЕсли этот навык нужен ему для задания, у него всегда будет последняя «золотая пуля» про запас./n
767565801	Обрез
771062537	Гектор может использовать свой <skill>обрез</skill>, чтобы шумно убивать на расстоянии <skill>нескольких врагов</skill> за раз./nВсе враги в красном конусе получат урон.
1340305495	Гектор может использовать свой <skill>обрез</skill>, чтобы шумно убивать на расстоянии <skill>нескольких врагов</skill> за раз./nВсе враги в красном конусе получат урон.
477902702	Свист
2015070561	Гектор <skill>заманивает</skill> врагов в радиусе действия к тому месту, где он находится./nОни отправятся на <skill>разведку</skill> местности, когда там окажутся.
1955477487	Гектор <skill>заманивает</skill> врагов в радиусе действия к тому месту, где он находится./nОни отправятся на <skill>разведку</skill> местности, когда там окажутся.
919833113	Бьянка
1245739698	У Гектора есть <skill>«Бьянка»</skill>, громадный, но на удивление неприметный медвежий капкан./nЕсли враг туда наступит, он умрет.
533551378	У Гектора есть <skill>«Бьянка»</skill>, громадный, но на удивление неприметный медвежий капкан./nЕсли враг туда наступит, он умрет.
1104078969	Ловушка и свист
980520670	Гектор может издать <skill>свист</skill>, чтобы подманить врагов к своему <skill>местонахождению</skill>./nА там Гектор вполне может установить <skill>Бьянку</skill>: громадный, но на удивление неприметный медвежий капкан./nГектор хитер, поэтому любит сочетать навыки.
1809198382	Гектор может издать <skill>свист</skill>, чтобы подманить врагов к своему <skill>местонахождению</skill>./nА там Гектор вполне может установить <skill>Бьянку</skill>: громадный, но на удивление неприметный медвежий капкан./nГектор хитер, поэтому любит сочетать навыки.
842507766	Режим побоища (продвинутый)
1673237879	В режиме побоища игра приостанавливается, чтобы вы могли спланировать по <skill>одному действию на персонажа</skill>./nНажмите {1}, чтобы <skill>немедленно</skill> выполнить все запланированные действия./nНажмите {0}, если хотите осуществить запланированные действия <skill>позже</skill>./n(Примечание: на уровне сложности «Десперадо» остановить игру в режиме побоища нельзя.)
1769152909	В режиме побоища игра приостанавливается, чтобы вы могли спланировать по <skill>одному действию на персонажа</skill>./nНажмите {1}, чтобы <skill>немедленно</skill> выполнить все запланированные действия./nНажмите {0}, если хотите осуществить запланированные действия <skill>позже</skill>./n(Примечание: на уровне сложности «Десперадо» остановить игру в режиме побоища нельзя.)
1404765654	Режим побоища (основной)
1526524616	В режиме побоища игра приостанавливается, чтобы вы могли <skill>спланировать</skill> по одному действию на персонажа./nМожно <skill>выполнить</skill> действия сразу или оставить на потом./nНажмите {0} для перехода в режим побоища./n(Примечание: на уровне сложности «Десперадо» остановить игру в режиме побоища нельзя.)
736490867	В режиме побоища игра приостанавливается, чтобы вы могли <skill>спланировать</skill> по одному действию на персонажа./nМожно <skill>выполнить</skill> действия сразу или оставить на потом./nНажмите {0} для перехода в режим побоища./n(Примечание: на уровне сложности «Десперадо» остановить игру в режиме побоища нельзя.)
1145539499	Поле обзора 1
408743155	Когда враг видит вас, его <skill>поле обзора</skill> начинает желтеть./n Если желтый цвет до вас дойдет, враг вас <skill>обнаружит</skill>, атакует и поднимет тревогу./nВыберите врага с помощью {0}, чтобы увидеть его <skill>поле обзора</skill>.
1731445198	Когда враг видит вас, его <skill>поле обзора</skill> начинает желтеть./nЕсли желтый цвет до вас дойдет, враг вас <skill>обнаружит</skill>, атакует и поднимет тревогу./nУдерживайте {0} и наведите курсор на врага, чтобы увидеть его <skill>поле обзора</skill>.
242639902	Поле обзора 2
1242129070	Пригнувшись ({0}), вы можете спокойно передвигаться по <skill>темным и частично заполненным</skill> областям вражеского поля обзора./nКогда вы пригибаетесь на <skill>крыше</skill>, охранники снизу не могут вас заметить.
2024541266	Пригнувшись ({0}), вы можете спокойно передвигаться по <skill>темным и частично заполненным</skill> областям вражеского поля обзора./nКогда вы пригибаетесь на <skill>крыше</skill>, охранники снизу не могут вас заметить.
645631705	Тревога
1315509806	Некоторые действия заставляют охранников поднимать <skill>тревогу</skill>./nПосле этого из <skill>караулен</skill>, помеченных значком, начинают появляться враги./nКогда тревога стихает, уцелевшие охранники остаются <skill>патрулировать местность</skill>.
1683052577	Использование взрывчатки
1385269576	Вы можете взять <skill>взрывчатку</skill> из бочонка и швырнуть./nЦельтесь с помощью {2} и используйте {3} для броска./nБерегитесь: если промедлить, динамит взорвется у вас в руках.
1505140734	Вы можете взять <skill>взрывчатку</skill> из бочонка и швырнуть./nЦельтесь с помощью {1} и используйте {2} для броска./nБерегитесь: если промедлить, динамит взорвется у вас в руках.
986016286	Воровство
1040402450	На некоторых заданиях Кейт может <skill>обворовывать</skill> врагов./nНо будьте осторожны! Если вас <skill>заметят</skill>, поднимется тревога./nУдерживайте {0} и выбирайте цель с помощью {1}.
1965673562	На некоторых заданиях Кейт может <skill>обворовывать</skill> врагов./nНо будьте осторожны. Если вас <skill>заметят</skill>, поднимется тревога./nПриблизьтесь к жертве и используйте {0} для кражи.
