English	English
1603571042	Rápido, abra a fechadura.
2015338391	Hector! Você conseguiu! Vamos, pegue a chave!
373719449	Calma, Kate. Nós vamos tirar você daqui.
773501524	Ainda bem que saí dessa coisa.
592102037	Eu acho que você deveria falar com ela...
1024116081	Você pode agradecer a ela.
328939377	Vou te escutar. Melhor agradecê-la...
1824902527	Olá, moça bonita.
413509809	Você veio para mais, não é? Bem, venha aqui.
1513128327	Calma senhora. Eles são apenas bonecos. Estou aqui.
908001360	Um boneco? Bem, isso não é nada estranho.
417370763	Onde estão minhas maneiras... Kate O'Hara, prazer em conhecê-la.
603155133	Isabelle Moreau. O prazer é todo meu, querida.
804556869	Vamos conversar na estrada. Estou farta deste lugar.
158319368	Certo. Outros precisam de nossa ajuda.
1809223422	Espere um minuto!
1693093880	Você está cego de tanto beber? Essa raposa escapou! Encontre-a!
1232149608	Ela saiu também. Malditos idiotas.
519594574	Não vamos nos separar. O grandalhão será um problema.
940005179	Merda. O grandalhão também está solto.
377143700	Ele vai ser um problema. Vamos ficar juntos.
604605099	Isto é culpa sua! Se você levasse o seu trabalho mais a sério...
1881573874	Hah, engraçado? Lembro que você estava no comando!
906631689	Todo o nosso pagamento extra se foi porque você não tem cérebro.
1711192605	Se há alguém que tem culpa aqui, é você.
2088707612	Então... ficamos aqui até o grandalhão aparecer?
1269672492	Sim. E então dizemos à Baxter que é tudo culpa sua.
118766212	É sua primeira vez em Louisiana, querida?
535305091	Sim. Tenho que dizer, não estou ficando entediada.
304766618	Espero que esses malditos não tenham maltratado você.
171277424	Eles tentaram. Dei a eles um bom motivo para me prender.
62285707	Senhorita Moreau, sinto que você está acostumada a esse tipo de coisa.
1809580148	O que? Ser colocado em uma jaula? Ou sair de uma?
955579716	Uma coisa vai com a outra.
1720228032	Nem sempre, querida. Nem sempre.
271915314	Que droga! Isso afetou os dois...
1711974230	Apenas um pouco de azaração, querida. Nada para se assustar.
1819930513	Okay, certo. Eu vi você atirar esses dardos venenosos.
1579312449	Claaaro! Foi assim que eu fiz.
1914204443	Mas o que... O que aconteceu com o outro?
1503164335	Não se preocupe. Apenas um pouco de azar.
422801008	Má sorte? Deve ser muito prático.
1214013721	Heh, você aposta.
1418334213	Hmm, eu devo estar vendo em dobro.
816461692	Heh, não. Mas não quebre a cabeça com isso.
1442181871	Claro. Não tem problema.
657189663	Espere, aconteceu com os dois.
1353534146	Heh, desculpe se eu te assustei. Apenas um pouco de azar.
1102711948	Você tem que me ensinar como fazer isso.
1133135825	Pequenos truques são gastos, Srta. Moreau.
25367564	Não se preocupe. Eu não posso fazer isso com muita frequência.
1820063252	Essa coisa... funciona com sangue, né?
1224752034	Tudo tem seu preço.
1011953895	Senhorita, você acabou de cortar sua mão com uma faca?
846584187	Eu preciso de um minuto. Ainda estou tonta.
1738871586	É claro. Deixe-me dar uma olhada.
2147385104	Quem você pensa que é, minha mãe? Me deixe em paz.
571349077	Heh, esse deve estar bêbado como o inferno.
1107568898	Bêbado? Certo...
1151122410	O que está errado? O que há com sua mão?
135221885	Só um pouco de sangue. Acontece o tempo todo.
2092686027	Era você, não era? Você disse a eles para fazer isso.
1115531037	Heh, garota inteligente...
996745164	Sabe, não posso dizer o que mais me assusta: isso, ou você está cortando sua mão assim.
58130513	Não deixe que isso te incomode, ok? É o que eu faço.
764336279	Eles são espertos.
1811135212	Ei, comedor de ratos.
2084736654	Coisa fofa.
1693832557	*Miau feliz*
880901776	Não a encoraje, isso irá subir à sua cabeça.
994615414	Fique longe, gato.
1709952513	*Raiva*
219006275	Então as mulheres da Louisiana não são a única coisa que você não gosta, hein?
676313624	Eu não preciso de um gato. Já tenho muito azar.
321074469	Você com certeza sabe como usar essa faca.
1498003334	Eu tive um bom professor.
723343382	Oh, eu aposto.
1522509438	Que diabos é essa coisa?
1906487015	É a Bianca.
819220515	Bianca?
1101963030	Bianca e eu somos inseparáveis. Foi amor à primeira vista
1927745749	E as pessoas me acham estranho.
751212873	Whoo, querido. Você não me disse que poderia atirar assim.
315953830	Eu prefiro demonstrar.
33451991	Que diabos você guarda nessa bolsa?
175001448	Quer dar uma olhada?
642821681	Não, obrigado.
1739021370	Gás do pântano, hein? Onde você conseguiu isso?
369604896	Você não gostaria de saber.
1838063211	Ooohoo! Que chute cruel você tem.
661099035	Acredite, eu tive muita prática.
342237194	Eu posso imaginar.
1734308612	Ugh, o que é isso? Eu posso sentir o cheiro daqui.
1746472048	Desculpa. Apenas uma lembrança do meu último pretendente.
1530861661	Eu posso entender por que você largou o cara.
1869185420	Acredite, gosto ruim era o menor dos problemas dele.
1992215744	Você é mais forte do que parece.
1934589700	Aceito isso como um elogio, Sr. Cooper.
1930113270	Ho ho, olhe para você!
2101621251	Talvez você possa dar uma mão?
514825315	Acho que você não precisa da minha ajuda.
366448526	Sim...claro.
901697531	Você está me deixando com ciúmes, senhorita Moreau.
593524845	Não precisa. Minhas costas vão me matar hoje à noite.
1125819947	Vamos Sunshine. Você pode fazer melhor.
1086287296	Eu estou ficando baixo para fins táticos.
1164388805	Com certeza você é.
1691711871	Qual é o problema, Sunshine? Não sabe nadar?
1788699548	Não gosto que minhas ferramentas se molhem.
613581588	Heh, sim molhado, certo.
1913285915	Tudo bem, acho que já está todo mundo aqui. Agora vamos dar o fora. 
210975084	E como vamos fazer isso? Eles deixaram o barco cheio de buracos.
1659885400	Sorte que eles têm cavalos. Você não acha?
1490637882	Soa como um plano.
1394938775	Eles ainda estão procurando? Nós vamos estar atrasados.
270830879	E daí? Frank não vai se incomodar.
2112444917	Você ouviu o que aconteceu no Colorado?
1119380749	Quem se importa com o Colorado?
2031131537	Você já viu o Ninho da Rainha?
2077031686	Não. É território da companhia. Eles não deixam gente como nós lá.
937461547	Eu ouvi histórias sobre esse delegado. Ele está atrás da companhia há anos.
367154930	Bem, ele vai ver, do interior de uma jaula, heh heh heh.
2048956823	Muito obrigado, senhorita Moreau. Agora temos uma grande dívida com você.
938025439	Você acha que sim.
117805030	Doc, tem algum problema com a Srta. Isabelle?
1161078991	Não estou tão interessado em receber favores.
2046471173	Oh, não se preocupe, querido. É por conta da casa.
686362228	Então, qual é o seu plano agora?
190516923	Nova Orleans.
1280239266	Bem, acho que estamos seguindo o mesmo caminho então.
1535934154	Por que você não se junta a nós? Eu adoraria uma acompanhante.
1167784740	Claro, por que não.
493207314	Que tal, querido? Você se importa com a minha presença?
458849405	Apenas mantenha distância.
165232390	VO TRACK
712805849	Escape da jaula
599043079	Isabelle foi colocada em uma jaula. Felizmente, ele sabe o que fazer em situações como esta.
804209469	Chegar ao ponto elevado
837398733	Vá para o ponto elevado para obter uma visão geral da situação.
657203406	Liberte o grupo
1519058110	A gangue está com problemas. Ajude-os.
1258390362	Ajude Cooper
2033151969	Cooper estava preso no barco afundando.
2103457548	Liberte Doc
37759921	Doc não foi pego e está escondido na cabana.
1634996819	Liberte Kate
1973661711	Kate foi capturada e colocada em uma jaula. Encontre a chave ou arrombe a fechadura.
150633749	Liberte Hector
959242649	Hector foi capturado e colocado em uma jaula. Encontre a chave ou arrombe a fechadura.
1917575343	Escape
595109735	Leve todos para os cavalos e vá embora.
276503151	Mate os Ponchos
1238109013	Dê a Cooper algum espaço para respirar matando os dois ponchos que estão atirando nele.
1980903253	Pedra solta
1563635315	Esta rocha parece solta. Seria uma pena se caísse na cabeça de alguém.
1598776947	Posto de observação
1259070992	Esta plataforma é muito alta. E se alguém tiver um machado?
997256851	Pilha de caixas
1597562743	Essa pilha de caixas parece instável. Seria uma pena se caísse na cabeça de alguém.
1457455127	Mate os guardas.
711876426	Use várias armadilhas para matar os três guardas ao mesmo tempo.
1438130694	Pegue as armadilhas
439330376	Pegue mais duas armadilhas para matar os guardas.
1569638234	Bianca
2030125916	Pegue Bianca.
870301240	Camilla
567042909	Pegue Camilla.
750127793	Lucia
1778900323	Pegue Lucia.
82329080	Cura
828180189	Lembre-se de que a cura é ilimitada e restrita apenas por uma recarga.
1457086053	Conexão avançada
1023629680	Você também pode usar a Conexão nos membros da sua equipe. Todo dano que eles recebem é transferido.
1374244853	Sem reforços
1732013177	Se você acionar um alarme, não haverá reforços.
530771191	As margens do poderoso Mississippi. O rio vê mil histórias todos os dias. Vamos tornar esta divertida. 
171319177	Todos sabemos o quanto o Sr. Hector ama sua pequena Bianca. Só podemos imaginar o que ele poderia fazer com três deles.
199545376	Por que não o colocar à prova. Dê uma olhada no trio lá em cima. Tenho certeza de que meus clientes ficariam encantados se você os expulsasse de uma só vez.
556228268	Estamos falando de matar com armadilhas para ursos, é claro. Tomei a liberdade de tirar os outros meios ofensivos.
172753097	Feliz caça, meu amigo. E lembre-se: meus clientes estão assistindo.
703840751	Um verdadeiro show. Mas talvez seja bom que haja apenas uma Bianca real.
1507855381	Então você está procurando por esse cara?
1501963814	Pelo que sabemos, ele estava indo para Nova Orleans.
192433283	Eu conheço-o. Ele trabalha para a Companhia DeVitt.
1428101056	Mas não sei onde ele está. Desculpa.
2142838867	Vamos perguntar por aí.
43510847	Então, qual é o seu plano agora?
1242051853	Eu deveria me encontrar com Wayne, mas não consigo encontrá-lo em lugar nenhum.
511639318	Acha que algo aconteceu com ele?
1165235131	Possivelmente. Acho melhor procurar por ele.
136989762	Então conte com a gente. Ainda lhe devemos uma.
1873580448	Você não me deve nada.
918226040	Olá pessoal
1652818583	Você tem tudo o que precisa?
513565066	Bianca está lubrificada e pronta para ação.
1608044066	Bem, vamos encontrar o Frank.
1076949057	O que vamos fazer com Isabelle e seu amigo?
229128354	Escute...
1229627458	Por que não nos separamos?
1231336393	Tenho certeza que você pode lidar com isso sozinha.
899842538	Nos encontramos mais tarde, certo?
1464031914	Certo...
754289243	Vamos lá, Hector.
1699491377	Até mais, senhoritas.
34392205	Bem... 
1211196005	Então, o que está acontecendo aqui?
1137491574	Estamos procurando o amigo de Isabelle. Quer participar?
173864141	Eu não vou levá-lo se você não quiser vir.
2056450478	Como eu disse antes, não gosto de favores.
397429678	Vamos deixar as coisas claras: encontramos esse Wayne e estamos quites.
830699354	Relaxe um pouco, querido.
1652314598	Você está em Nova Orleans.
2140280330	VO TRACK
146513349	Como quiser. Temos alguma ideia para encontrar seu Wayne?
599156730	O instinto me diz que é a Companhia DeVitt. Talvez quisessem se livrar dele.
975977912	Faz sentido. Mas como descobrimos o que aconteceu?
1866657286	Deixe-me pensar...
828060417	Wayne me disse que estava investigando três homens ligados ao DeVitt.
1350230044	Arthur McGain, um juiz. Passa as noites no Café Chez Manu.
1364286212	Raymond Irving, assumiu o Lanterna Vermelha depois que o proprietário anterior desapareceu.
1665672023	E Ted O'Neill, um ex-contrabandista, agora trabalha como capataz no Pier 9.
1840729988	Aposto que um desses caras está envolvido. Provavelmente carrega uma carta de instruções com ele.
101243554	Uma carta, hein? Então, como sabemos quem é o culpado?
557427967	Boa pergunta. Precisamos fazer um tour pela vizinhança.
1809967679	Há muitos homens de DeVitt. Se mantivermos os ouvidos abertos, podemos ouvir algumas pistas.
293872870	Que emocionante. Devemos encontrar um disfarce, também. Então vamos encontrar o culpado imediatamente.
1127581865	Ou apenas escolhemos nossos alvos até encontrarmos quem tem a carta.
985932825	Vamos, McCoy. Vai ser divertido investigar um pouco.
177290138	Eu não fui colocado nesta terra para me divertir.
1934499197	Veremos. Agora vamos seguir em frente. Wayne está esperando por nós.
1445125768	O mercado está animado esta noite.
1164344156	O mercado está tão lotado como sempre.
705833719	Vamos continuar. Nós estamos perdendo tempo aqui.
2144361835	Nunca se sabe, querido. Pode ser útil ter algumas conversas.
1584209694	O que está acontecendo aqui?
314763280	O que temos aqui?
292395596	Vamos apenas manter a cabeça baixa. Eu gostaria de evitar problemas desnecessários.
672055057	Não há muito para ver aqui.
283554764	Por que estamos indo nessa direção?
1249291922	Algo está acontecendo naquele pequeno pátio. Pode valer a pena dar uma olhada.
923980230	Certo, cabeças baixas.
1191238407	Cuidado agora.
1855107592	Vamos nos encontrar em um bom lugar e ouvir.
880438370	Oh, eu conheço esse cheiro.
1071451308	Cheira a uma casa de ópio.
1715461989	A Caverna do Dragão. Parece emocionante. Vamos dar uma olhada no andar de cima.
789067316	Certo. Apenas não prove a mercadoria. Isso irá mexer com sua cabeça.
1342473463	Ugh... eu me sinto tonta.
1062804395	Eu disse que isso te subiria à cabeça.
244970856	Vamos pegar o disfarce e sair deste lugar.
1526696303	Oh, hoh! Querida, você vai levá-lo com classe.
1442340726	Obrigado, querida.
1076888900	Você sabe o que fazer, senhorita Moreau.
1306739217	Claro que sim. Passei boa parte da minha vida em Nova Orleans.
642807447	Não consigo imaginar morar em um lugar como este.
1924424184	Oh, você se acostuma, querida.
2094816434	Me pergunto como Cooper e Hector estão indo.
1203587545	É provável que se metam em problemas.
1439155848	Vocês estão juntos há muito tempo?
321905098	Apenas algumas semanas. Parece muito mais tempo.
1605814065	Então, de onde você é?
369994905	Flagstone. Pequena cidade montanhosa a oeste de Denver.
811897958	E você, Sunshine?
459413486	Não me lembro de ser da sua conta.
876435598	O que está acontecendo lá?
283888378	O que está acontecendo aí?
1809123150	A Companhia fechou essa parte da cidade. Não devemos entrar até sabermos o que estamos procurando.
219469460	Estamos aqui juntos para fazer justiça a Florence Smolker.
998537289	Sim, sou eu. Ao seu serviço.
1995736946	Smolker é um homem de muitos talentos, que escolheu empregar para cometer atos mesquinhos e ilegais.
1578733912	Ho hoh, agora isso vai ser interessante.
165517694	Culpado pelo roubo, falsificação, extorsão, suborno, calúnia...
622937394	Heh, isso vai demorar um pouco.
2091945035	Além disso, é culpado de ofensa pública, incluindo caminhar por esse mercado totalmente nu.
610748151	He, he, eu lembro desse.
230768875	Também culpado de desfigurar as paredes do tribunal distrital e vários outros escritórios públicos.
1562964936	Nós terminamos aqui? Eu tenho coisas melhores para fazer.
878827343	Parece que o Sr. Smolker deseja prosseguir com sua execução. Carrasco... Onde está o carrasco?!
240168927	Talvez ele tenha dormido demais.
208998042	A execução deve ser adiada até que um carrasco esteja presente. Portanto, reiterarei a sentença
849714549	Heh, aqui vamos nós de novo.
1521147679	Ei! Não é da sua conta. Dá o fora!
1129627578	Merda. Por que não podemos estar no Chez Manu?
494204231	Que porra é essa! Você quer beijar a bunda do Jackal?
276097611	N-n-não, não, não, mas... o Chez Manu. Gostaria de saber como é o sabor da comida.
989491626	Seu idiota. Fique longe do Jackal. Agora cale a boca - eu tenho que pensar.
2110044982	Ei, é o Lanterna Vermelha.. O que há para pensar?
688990229	Estou duro. E o Spider subiu os preços novamente.
1353097532	Hah, seu idiota! A companhia é dona do Lanterna Vermelha. Agora! Significa que obtemos um desconto.
726914357	Você diz que. Não tenho certeza se o Spider vê dessa maneira.
1977251696	Sim. Ouvi dizer que vai cair no píer 9.
2053568799	Merda. O Hawk deve estar nervoso agora.
1961504817	O Hawk é um motorista de escravos. Acho que ele até dorme no píer 9.
358638545	Os tempos estão mudando. Costumava ser ele e eu estávamos em bares juntos.
1890835691	"O Jackal." Do Chez Manu.
698279061	"O Jackal." Do Chez Manu.
241146415	"O Jackal." Do Chez Manu.
1189890684	"O Spider." Do Lanterna Vermelha.
1789887418	"O Spider." Do Lanterna Vermelha.
1976053532	"O Spider." Do Lanterna Vermelha.
62156202	"O Hawk." Do Pier 9.
658358907	"O Hawk." Do Pier 9.
2112717841	"O Hawk." Do Pier 9.
2144548116	Acho que eles estão usando CodiNomes.
116469683	Como está o "Jackal"?
535718792	Ele está apenas bebendo. Diz que está esperando ordens.
1418858924	Ele não recebeu a carta dessa vez, então está esperando pedidos.
837665109	Bom.
267296907	Conte-me sobre "O Spider".
583428114	O negócio é bom. Diz que ele vai alcançar a próxima cota.
59054748	Não era a vez dele de receber a carta. Os negócios são bons.
1329417561	Eu vou passar adiante. Isso é tudo.
317979344	"O Hawk." Conte-me.
21810915	Ainda trabalhando duro. Grande dia amanhã.
155153336	Nenhuma carta para ele. Ele tem as mãos cheias de qualquer maneira. Grande dia amanhã.
2051686385	É melhor ele entregar. Isso é tudo.
326455119	Como está o "Jackal"?
1812596916	Ele recebeu suas instruções. Diz que o Sr. Wayne é atendido.
1904009637	Isso é bom.
1664909010	Conte-me sobre "O Spider."
938941370	Ele recebeu suas instruções. Diz que o Sr. Wayne é atendido.
1787437340	Isso é bom.
943241867	"O Hawk." Conte-me.
1696908126	Ele recebeu suas instruções. Diz que o Sr. Wayne é atendido.
821854147	Isso é bom.
1317712413	Parece que "O Jackal" não é nosso homem.
48220368	O que significa "O Jackal" não é nosso homem.
1526442995	Acho que "O Jackal" não é o nosso cara.
1615136001	Parece que "O Spider" não é o nosso homem.
1509969468	O que significa "O Spider" não é o nosso homem.
489966514	Acho que "O Spider" não é o nosso cara.
686464143	Parece que "O Hawk" não é o nosso homem.
1706082026	O que significa "O Hawk" não é o nosso homem.
644986387	Acho que "O Hawk" não é o nosso cara.
2101013785	Parece que "O Jackal" é o que estamos procurando.
2126909881	O que significa "O Jackal" é o homem que procuramos.
1453890450	Acho que "O Jackal" é o cara que estamos procurando.
832160714	Parece que "O Spider" é o que estamos procurando.
645274602	O que significa "O Spider" é o homem que procuramos.
85546794	Acho que "O Spider" é o cara que estamos procurando.
1969048349	Parece que "O Hawk" é o que estamos procurando.
154678638	O que significa "O Hawk" é o homem que procuramos.
336784378	Acho que "O Hawk" é o cara que estamos procurando.
1969995004	Vamos ouvir pelo mercado. Talvez alguém saiba sobre o Jackal.
1365636844	Vamos ouvir pelo mercado. Talvez alguém saiba sobre o Spider.
1695671136	Vamos ouvir pelo mercado. Talvez alguém saiba sobre o Hawk.
225305279	Então, em que pé estamos?
13606027	Sim... acho que podemos descobrir isso.
1864479743	Então vamos fazer uma visita ao nosso homem.
1541132013	Aquele parecia importante. Nós podemos ter cometido um erro.
1938327105	Acho que acabamos de matar nosso informante. Que pena.
2462133	Merda. Acho que acabamos de matar uma de nossas pistas.
2140900740	Ops. Acho que matamos nosso informante novamente.
742463526	Bem, lá se vai outro informante. Maldição.
1132822121	Droga! Também não aprenderá nada com este.
560160249	Lá se vai o terceiro.
539421398	Você sabe que, nesse ritmo, é melhor adivinhar quem é nosso objetivo.
1966326887	Você pode ter razão, Sunshine.
1342781197	O Chez Manu.
810467092	O Chez Manu.
127484276	O Chez Manu.
1847650157	Não é o tipo de lugar em que deixam pessoas como eu entrar, se você entende meu significado.
107600185	Enfim, parece que McGain tem o lugar reservado hoje à noite.
1285884194	Esse deve ser o McGain.
273159847	Então esse é o McGain.
1603112552	Aqui está McGain.
57560143	O Lanterna Vermelha.
1771295977	O Lanterna Vermelha.
347908982	O Lanterna Vermelha.
2135074413	O bordel mais elegante do bairro. Há garotas que você só viu em sonhos.
628126091	Embora, pelo que ouvi, as coisas não estão indo bem desde que Irving está aqui.
582098837	Deve ser Irving.
1245268098	É o Irving.
715680263	Aqui está Irving.
1368265650	Esse é o Pier 9.
1548829488	Esse é o Pier 9.
98314296	Esse é o Pier 9.
8401912	Me disseram que há uma grande remessa da DeVitt agendada para amanhã.
1127584948	Acho que isso explica por que o Sr. O'Neill ainda está por aí.
1184918724	Deve ser O'Neill.
968141999	É o O'Neill.
491318181	Aqui está O'Neill.
629052053	Se ele é o alvo, ele deve ter uma carta com instruções.
879618324	Se quiser, posso roubá-lo dele.
906077924	Ou podemos fazer à moda antiga.
97201466	He, He, He *hic* Exatamente.
1871590909	Eu sou o juiz, querida. *hic*
2084648243	Mais uísque! *hic* Serviço!
59557854	Não mexa comigo *hic* você ouve?
1962734986	DeVitt. Agora, esse é um ótimo cavalheiro.
246183928	Eu vou apertar a mão dele. Sim! *hic* eu gosto disso.
875344528	Mantenha os homens na linha. Temos um convidado importante chegando amanhã.
380638117	Sim.
1710193888	Uh huh.
1459170128	O homem aceita apenas qualidade de primeira linha. Você entende?
1137409414	Sim.
1093522855	Uh huh.
1888043888	Você já conheceu o homem, a propósito?
1263120249	Não.
126911552	Nuh uh.
1010387985	Apenas esteja no seu melhor comportamento. Tenho certeza de que tudo vai acabar bem.
400158060	Sim.
834486489	Uh huh.
1022413456	Você não está relacionado por acaso, está?
166412832	Irmão.
1719691493	Irmâ.
1284347500	Nunca soube que vocês eram irmãos. Isso explica muito.
1279156071	Sim.
49711119	Uh huh.
769170497	Não, não, não, isso não está certo! Droga, use sua cabeça!
590231831	Temos que consertar isso antes que o chefe apareça, entendeu?
1328189828	Que tipo de idiota anotou esses números? Consertá logo.
718126977	É melhor você me explicar isso antes que eu enlouqueça!
253220439	Alguém tem que cuidar dessa bagunça, entendeu?
464338604	Isso ainda não foi feito. Temos que fazer a cota, entendeu?
463064814	Eu tenho algo. Algum tipo de carta...
1098183291	Tudo bem... Outra carta.
555689224	Tem algo aqui. Alguma carta...
767169570	Tudo bem... Outra carta.
1832489495	Pegou algo. Parece uma carta...
990212413	Tudo bem... Outra carta.
389411529	Vamos ver... "Querida Agnes, meu coração queima por você, e meu..."... Oh meu Deus!
547770477	O que é isso... "Querida Agnes, meu coração queima por você, e meu..." Que diabos!
664926887	Tudo bem... "Querida Agnes, meu coração queima por você, e meu..." Whoa!
832226714	Acho que não recebemos a carta certa.
2020516747	Certo. Vamos queimar isso e lavar os olhos com sabão.
352064117	Tudo bem... "Cabeçadas de cavalo, tiras de couro, gordura de porco, pepinos..." Mas que merda!
1042598642	Vamos ver... "Cabeçadas de cavalo, tiras de couro, gordura de porco, pepinos..."!
1966524943	Hmm... "Cabeçadas de cavalo, tiras de couro, gordura de porco, pepinos..."
298308650	Esta é uma lista de suprimentos?
1033885340	Essa é uma lista de compras estranha.
1505977239	Definitivamente não é o que estamos procurando.
469915095	Hmm... isso não é uma carta.
609260196	Tudo bem... alguma ilustração...!
1784579402	Vamos ver aqui... Alguns esboços... Oh!
1888129761	Belas curvas. Amei a cor. E os detalhes também.
1023048837	Por mais charmoso que seja, não é o que estamos procurando.
1913991251	Uma lista... Instruções. E menciona seu amigo Wayne.
1333072325	Parece instruções. Menciona seu amigo Wayne.
1985481922	Algum tipo de lista... Sim! Menciona Wayne pelo nome.
1477183034	É isso! Bom trabalho, pessoal.
1187460674	Vamos nos reagrupar. Eu quero dar uma olhada.
297958742	Tudo bem, o que temos...
1590176834	Parece que os malditos sequestraram Wayne. Levaram-no para algum lugar.
792444059	Há um endereço... algum tipo de depósito.
1799017065	É bem perto. Logo abaixo da rua, depois dos quarteirões.
1966029408	Temos que passar pelos homens da companhia de DeVitt. Certo.
397094070	Este é o lugar. Acha que vamos encontrá-lo lá?
445038948	Nós.
1605672764	Esse galpão é uma espécie de escritório. Tenho a sensação de que estão mantendo-o lá.
1390377140	Posso abrir a fechadura. Depois disso, estamos quites.
1130895071	Vamos libertar seu Wayne, supondo que ele ainda esteja vivo.
215966879	Ele é melhor que esteja. Se eles colocaram um dedo nele, eles vão pagar por isso.
1010561192	Então, vem amanhã?
1317093524	Por que você acha que todo mundo aqui está cagando nas calças?
88746304	Ah, é por isso que...
1949360642	Alguma razão para ele vir agora?
198457042	Você ouviu o que aconteceu no Colorado?
1026469705	O negócio de Flagstone? Oh sim.
2117077330	Como estou? Você acha que ele vai me notar?
219174940	Ele é melhor não. Se ele faz isso, é quando você está com problemas, parceiro.
708043211	Ah Merda...
1237352316	Heh, isso parece promissor.
1402218786	Nós certamente não somos bem-vindos.
264824954	Estou começando a me perguntar em que tipo de problema estamos nos metendo.
1584283256	Não me culpe, querido.
1106473105	Mais guardas na rua.
166424142	Eu vejo mais na rua.
465289283	Está se arriscando muito para encontrar esse Wayne.
1400108595	Que parte do "amigo" você não entende, querido?
1395639115	Esses malditos do DeVitt estão tramando algo.
1559167070	Eu me pergunto o que todos os homens de DeVitt estão fazendo aqui.
1314045123	Então, como você e esse Wayne se conectam a tudo isso?
1912928322	Como eu disse, estávamos investigando o desaparecimento de algumas pessoas.
1051106575	Ele foi pego e você está arriscando a sua vida para salvá-lo.
1372638422	Entendo que é difícil para você entender.
1384066380	Quase lá. Na mesma rua.
31944297	Quase lá. Na mesma rua.
2111191640	Você tem sorte de termos vindo com você. Você nunca poderia ter feito isso sozinha.
1190377016	E se eu não estivesse endividada, teria que te pagar agora.
1938896468	Claro. Bons samaritanos só trabalham em histórias bíblicas.
2136802715	Você sabe o quê? Você é tão legal, querido.
1871449115	Ele tem que estar aqui.
299238872	Acho que o encontramos.
1413453238	Depósito da Companhia DeVitt.
1447797586	Vamos dar uma olhada, certo?
1114882330	Bem, isso não é suspeito.
408350654	Bem, isso é sinistro.
1024511792	Estamos dentro. Ainda não vejo o Wayne.
1023539256	Vamos para o escritório.
1353614439	Ainda bem que a remessa se foi.
1853635034	Sim. Quero ter uma boa noite de sono.
1632449923	Esse cara com certeza me deu nos nervos.
1807356780	Ouvi dizer que ele é um problema especial. Irritado com a companhia.
503605740	Frank com certeza está com as mãos cheias esta semana.
2097086786	Sou só eu ou ele parece velho?
172821941	Quer ir à Caverna do Dragão mais tarde?
102938465	Certo. Somente se você estiver pagando.
938468677	Ouvi dizer que O'Neill está colocando os garotos na arena.
1514509022	Ainda bem que não conseguimos a mudança de porto.
1309442366	Já esteve no Chez Manu?
1812567349	Você está me cortejando, Louie?
808863412	Por que eles chamam de Ninho da Rainha afinal?
2005629159	Nenhuma ideia. Talvez eles tenham vespas lá ou algo assim.
2103171610	Você sabe, às vezes parece que estamos sendo vigiados.
1455594738	Você nunca para de falar, não é?
1630811472	O que tem debaixo da lona?
1664353329	O que tem debaixo da lona?
1252177924	O que tem debaixo da lona.
1259929839	Um monte de jaulas vazias.
1352757938	Eles trouxeram todas aquelas pessoas aqui. Merda.
1927222652	Este deve ser o escritório.
2142681034	Eu vejo o escritório.
1214468340	Aqui está o escritório.
1524391183	Vou deixar você entrar, mas minha ficha está limpa.
410420010	Você continua dizendo isso, querido.
1129445588	Parece que seu amigo não está aqui.
1168794026	Merda. Onde você está, Wayne?
249802973	Talvez possamos encontrar outra pista.
219140629	Hmm... acho que encontrei algo... Outra carta.
873332129	O que é isso... Outra carta... Parece promissora.
1249595933	O que é isso... outra lista de instruções, hein?
1677552956	Tudo bem, vamos voltar.
449474010	O que encontramos?
1980407959	Algo sobre uma remessa. Eles tiraram wayne da cidade.
1297036403	Para o "Ninho da Rainha"!
570706827	O que é isso?
2035999352	Um lugar antigo no pântano. Isso não é uma boa notícia.
310911371	Já terminamos aqui?
1454501434	McCoy!
1182921693	Não, ele está certo. Encontrei o que estava procurando. Vamos voltar.
352835152	Investigue o desaparecimento de Wayne
1036897823	Alguém fez Wayne desaparecer. Encontre o culpado e roube a carta com instruções.
423518213	Mercado
1261331645	Você pode ouvir conversas no mercado para reunir pistas.
1820840122	Capataz O'Neill
627294928	O capataz do píer 9 conhece Wayne. Procure nos bolsos dele.
1995559175	O capataz do píer 9 não conhece Wayne.
2112551760	O capataz do píer 9 pode levar a carta. Você deveria procurar nos bolsos?
1766442165	Senhora Irving
1897383367	A dona do Lanterna Vermelha conhece Wayne. Procure nos bolsos dela.
1067719672	A dona do Lanterna Vermelha não conhece o Wayne.
1038786402	A dona do Lanterna Vermelha pode levar a carta. Procure nos bolsos dela?
744676866	Juiz McGain
975885369	O juiz de Chez Manu knows conhece Wayne. Procure nos bolsos dele.
1674888421	O juiz de Chez Manu não conhece Wayne.
1933993000	O juiz de Chez Manu pode levar a carta. Procure nos bolsos dele?
1786003641	Reagrupar
830369617	Reagrupe na entrada dos backalleys.
857405889	Encontre o pátio de armazenamento
932214144	A trilha de Wayne leva ao pátio de armazenamento privado de DeVitt. Vá lá e investigue.
1776168268	Procure no escritório
1483544029	Procure Wayne no escritório. Doc deve abrir a fechadura.
1015217844	CodeNomes
1541996634	Descubra qual suspeito passa pelo qual codenome.
910947410	O Jackal:???
115785275	A verdadeira identidade de "O Jackal" ainda é desconhecida.
2107795913	O Jackal: Conhecida
