English	英語
871380817	そういや、オハラさん――ウイスキーの方は？
664888354	ああ、そうだな...
588280517	ワシは、全員でオハラ家秘蔵のウイスキーを堪能すべきだと思う
1908172553	じゃあ、みんな一緒に味わいましょう
1531879179	...な、何だ...
841866293	マズいな...
246974710	おじさん？
811397586	どうしたの？
1395639857	静かに！
1513047555	クソッタレめ
1542774687	おじさん...
1805250660	ワシら、ギャフンと言わせてやったよな？
941575829	おじさん...ごめんなさい...
2079104040	バカなことを
125265372	お前が悪いんじゃないぞ...分かったな、ケイティ？
69624517	VO TRACK
506693659	VO TRACK
389542173	VO TRACK
1692264306	VO TRACK
194638780	VO TRACK
88719991	VO TRACK
36977424	VO TRACK
231656427	VO TRACK
969888385	ヘクターを見つける
186064563	ヘクターはまだボート小屋にいる。彼が手間取っている理由を突き止めろ。
1249601770	ロングコートをキルする（{0}／5）
1144541248	ロングコートを5人キルして、襲撃者を撤退させろ。キルする対象は任意だ。
186837690	野原
796807187	野原にいるロングコートをキルしろ。
2068426836	馬柵
1967232135	馬柵にいるロングコートをキルしろ。
785639623	穀物サイロ
268239813	穀物サイロにいるロングコートをキルしろ。
2148324	鶏小屋
886660634	小屋付近にいるロングコートをキルしろ。
756952832	板小屋
813882251	板小屋にいるロングコートをキルしろ。
973882311	牧場入口
1703534974	牧場入口にいるロングコートをキルしろ。
155034382	牛飼育場
1841005762	牛飼育場にいるロングコートをキルしろ。
885664251	合流
1103747779	マッコイが何か確認したがっている。見晴らしの良い地点で合流しろ。
1356586583	敵のケツに火をつける
1182811597	篝火から松明を手に入れて、油漏れの上に投げろ。
1139956959	松明と油
1604157719	松明は篝火から入手でき、油漏れに点火するのに使用できる。キルまたはノックアウトされた雇兵がランプを落とした場合も、油に着火する。
1017498960	不安定な岩
76768848	この岩はぐらぐらしている。誰かの上に落下したら大変だ。
1455844339	壊れたパイプ
1901536544	サイロに固定されているパイプが、今にも落ちそうだ。
2103704041	嵐の夜。悲劇の記憶。意志の力を試すのに、これほどふさわしい場所があるだろうか。オハラ牧場によくぞ戻った。
1862619689	今回終焉を迎えるのは、4人の獲物だ。しかし、どのような方法で仕留めてもよいわけではない。
1768873308	私のクライアントは、壮絶な死のショーを望んでいる。巨大な岩や燃え盛る炎――限られた手段ではあるが、極めて効果的だ。
389360937	その他一切の攻撃は禁止される。ミスター・クーパーと彼のお友達はすでに心得ているだろうが、敵の陽動が不可欠となる。
1956659752	与えられた手段を有効に使うのだ。ターゲットをあの世に送り込め。クライアントは君の一挙一動を見ている。
262858736	ふむ、実にお見事だった。君なら圧巻のショーを見せてくれるに違いないという、私の予想は正しかったな。
546778263	ターゲットを全員キルする
260083393	指定のターゲットを全員キルしろ。
1896027246	モー・ザ・プロ
1938788065	この男が隊長だ。任務から解放してやれ。
46570838	フェリシティー・グローンズ
352977799	この女はコメディアンだ。そのくだらないダジャレを封印しろ。
888523127	ボリス・ザ・ハム
1766890871	こいつはしばらく姿を消していた。永久に隠居させてやれ。
1272242783	エル・ポロ・マテオ
212114340	裏で糸を引いているのはこの臆病者だ。奴の策略を打ち砕け。
1108060531	環境キル
819876528	直接的な攻撃は一切禁止だ。環境を利用して獲物を仕留めろ。
1533858659	馬
1086409056	クーパーのコインが当たると、馬がキックする。これを利用して雇兵をノックアウトしろ。
230713070	ランプを持った雇兵
1708127694	ノックアウトされると、雇兵は手にしているランプを地面に落とす。
230369068	事故
2137124214	勤務中にブラインド状態されるのは、不名誉なことだ
915142163	松明と油
1389356972	松明は篝火から入手でき、携帯することも可能だ。油の染みたエリアに着火するには、松明を投げろ。
1094818449	警戒
316293683	敵を警戒状態にしてはならない。
1442318204	
1281498890	
1297624675	
1979273179	
703200123	
94319294	
521411584	葬式は苦手だ
1848347822	誰だってそうだろ
612157698	ひどいもんだ。俺たちがもっと早く対処してれば
296559256	あんたのせいじゃない。俺が一緒に残るべきだったんだ
76027002	そしたらあんたも一緒に埋葬されてたさ。
44546673	ケイト！
615451680	調子はどうだ？
733306503	おじさんが死んだなんてまだ信じられない
819823984	分かるよ。あのクソッタレどもをもう一度ぶっ殺したい気分だ
1010048128	ありがとう、ヘクター
532568269	追い打ちをかけるようで悪いが、まだ何も解決しちゃいない
1164037571	どういうことだ？
1114307721	カンパニーにしてみりゃ、次の汽車で人員を補給すれば済むことだ
1429595592	その通りだ。こっちに勝ち目はない。そろそろ引き際なのかもしれない
714421692	いやよ
835385637	じゃあどうするんだ？
885227267	橋を吹っ飛ばすの
1408309784	どの橋だ？
2027617074	イーグル滝の橋よ
1006380252	橋がなければ汽車は来ない。フラッグストーンの人たちがこれ以上悲惨な目に遭わずに済むわ
1413203826	何が何でも、イーグル滝に行ってあの胸くそ悪い橋を粉々にしてみせる
871378757	それは無茶ってもんだ
348563740	必要なら一人でだってやるわよ
969953473	あの場所なら見たことある。巨大で、警備も厳重だ
1894985836	あれを襲うなんてリスクが高い
221281587	おいおいドック。ケイトには俺らが必要だ。今さら手を引くなんてできないぞ
1019647664	もちろんできないさ。金ももらったしな。手伝うよ
1382510156	そうこなくちゃよ
165942666	食料を用意してくる
1659437782	鞍は俺に任せとけ
1538176386	橋は俺たちで片付けるから、あんたはここにいてくれ。いいな？
1440900464	冗談じゃないわ、クーパー。これは私の戦いよ。代わりに戦ってもらったりなんてしない
212712471	じゃ、お好きなように
1083969188	VO TRACK
449632747	VO TRACK
516316328	VO TRACK
372676256	VO TRACK
349163345	VO TRACK
2035569198	オハラ牧場
1539239657	翌朝
889048379	偵察してきたキャンプを歩いて通り抜けたら、橋に着ける
2078135170	じゃあ、橋ねダイナマイトを一杯に積んだワゴンで爆破するわ
1957043161	その必要はない
1743660643	橋の弱点だあそこを狙えば、残りはカードの家のように簡単に崩れるだろう
1419916468	いい計画ね、ドクター・マッコイでも、どちらにしてもダイナマイトは要るわ
1252686345	きっと、この辺りのどこかに備蓄されているはずだ
359357962	変装してもいいけど、さっきちょうどいい物を見かけたわ
1753537232	石切場の納屋にならダイナマイトがあっても不自然じゃない
473627906	それから、射撃場には武器の倉庫もある
581421147	私が管理人なら、ダイナマイトは厳重にロックをかけて保管するけど
1826368698	ああ、心配は無用だロックの扱いには慣れている
60159046	なら、ダイナマイトを拝借してから橋へ戻って...
1164491433	ダイナマイトを設置して身を隠す遠くから起爆できるように弾丸を一発残しておこう
48647367	それでショーの幕開けってわけね！
982561129	そして、列車まで戻りヘクターと合流する
1563084130	彼が時間通りに合流地点に来るという保証はあるのか？
837850874	こんな派手な花火大会をあいつが見逃すはずはないさ！
1273876159	さあ皆さん、ショーの始まりよ！
1872830447	
546845066	乗客がまたざわめき始めたぞ
1311290023	駅にいる気の毒な連中には同情するな
778735770	市長の部下連中はおっかなくてしょうがないぜ
540666850	結婚式のことが広まったらえらい騒ぎだろうな
410063658	言っとくが、お前には貸しがあるからな
1463658617	おいおい、アル仕事になんか戻れないぜ！
419272426	あのお偉方が俺たちの邪魔をしてる間はな
1224735765	知るか。シフトは終わりだ酒は全部お前のおごりだからな
1096924937	今日はいいに日になりそうだぜ
769310456	くそ、街の馬鹿どもが俺らを追い出しさえしなけりゃ...
709597017	きっと、フラッグストーンで仲間を殺した奴らが市長も撃ったんだ
955106238	おい、通行人に聞かれないようにしろよ
540469812	ここは何も起こっていないようだ
1129237809	やけに静かね
833802834	どこもかしこも忙しそうなのに。ここの奴らは孤立しているな
760751371	つまり、誰も彼らの助けを求める声を聞いていない
83241758	見物のために連れてきたんじゃないのよ。そろそろ自分の仕事をやりなさい
986736051	可愛い豆鉄砲だな。カラスを追い払うための道具か？
1850548559	母さんのデリンジャーよ。優雅で奥ゆかしい、私みたいにね
1585813531	なかなか強力な薬品だな
1631007758	時折役に立つ。ジェニングズ近くの沼地で見つけたものだ
379797080	あの大男をどうやってやり過ごすの？
2052913718	ロングコートの男がこの先で警備している
1971869485	ロングコートは確実に処理しよう。まず、一人が銃撃で奴を弱らせてから、もう一人が背後から奴を仕留めるんだ
169622226	いいわね。悪くない計画よ！
269413787	地平線を見つけて、ケイト。下を見ないで
1092167375	高いところが苦手なのか？
1855633454	いいえ、高いところは大好きよ。でも、泳ぐ練習をしたことがないってだけ
890687247	もう大丈夫だ
1214187754	無事に通過できて良かったわ
720065703	よし、後はダイナマイトを見つけてから下に降りて、あの橋をおシャカにしてやるとするか！
405118588	あんなに大量の荷物を持ち込む奴は初めて見た
937834666	彼女の荷物持ちだけはやりたくないな
368972319	ドレスを借りる絶好のチャンスね。一着くらいなくなっても気付かないでしょ
1886668339	こんなところで3日も無駄にしてるのよ、ジェイムズ！ 耐えられないわ！
589968197	どうしろって言うんだ？ 僕は橋の修理人じゃないんだぞ。安全じゃないって話だし
1487325896	橋なら大丈夫そうじゃない！
1248641012	結婚式は昨日だったんだ。式典には間に合わなかった... 僕らが最後に着くことになるな
2124596877	家族の半分もここで足止めされてるわ... 従兄弟も、出席者が半分の教会で結婚したりしないと思うけど
970763803	されちゃ困るよ！
1805756371	あの警備員をおびき出して持ち場から遠ざけられないか、試してみましょう
1781218184	まさか、普通に歩いて近づくつもりか？
2213502	見ていなさい、ドクター・マッコイ
177836789	無垢な農家の姪っ子にしては悪くないな
702906308	この辺りで無垢な農家の娘なんてお目に掛かったことないわ
694538370	そうかい
715967375	ここにはダイナマイトを手に入れてから戻ってこよう
1149243390	橋の弱点はこの先だ。だが、まずはダイナマイトが必要だな
567326433	じゃあ、ダイナマイトを手に入れたらあっちに行けばいいのね
568001835	あの納屋には何があるんだ？
1944227285	あっちの納屋には何があるのかしら？
1795827190	どうやら保管庫らしい。物資を補充するのも悪くないな
264359659	ええ、ここは後数分後には炎と硝煙の匂いに包まれるものね
1953104794	ダイナマイトが見つかればの話だ
1187055807	ダイナマイトがあったらな
1086767789	やはりダイナマイトが必要だな
629756946	あそこね。やっぱりダイナマイトを持ってこないとダメか
164193422	デジャブな感じがするな
958208112	私たちまるで列車を襲う盗賊団みたいね
627433891	今日も今日とて列車の屋根の上
162783975	女が相手じゃ、私の色香も通じないわね。気をつけないと
1106042257	どれだけ広いんだ、ここは？
1127199583	ここは永遠に続いているようだ
22539155	見てよこれ！ デヴィット・カンパニーは腐るほどお金持ちね
70144024	そう言えば、あんたはカンパニーと契約してたんじゃなかったか？
2135950230	まだ契約は継続しているはずだった。奴らが列車の件の報酬をすっぽかしたりしなければな
1030207198	後どれだけ待たされればいいの？
1347156913	ですから言ってるでしょ、それは断言できませんと
240429791	なんでわからないの？ あなたは現場監督でしょ！
367094213	複雑な状況なんですよ、奥さん
116064958	この責任は取ってもらうわよ！
9719693	どうなさるおつもりです？
900767901	会社に苦情の手紙を送るわ。本気よ！
1078604639	どうぞご自由に、奥さん。ご自由に
148871231	それに、フラッグストーンで暴動があったって聞いてるけど？
1239414576	ただの噂ですよ。いつまでもお話していても仕方ないので、私は仕事に戻ります
1107055388	行かさないわよ！ 監督！ 質問に答えてちょうだい！
1539924895	*ため息* それなら、せめて別の質問をしてもらえませんかね、奥さん
174426288	監督、あのおばさんに質問攻めされてるな
1605885846	あの立場にはなりたくないわね
347424073	見ろよ、あの剣幕
1178585689	下手な演劇よりよっぽど迫真だわ
97505707	助けてあげなくていいのかな？
29844750	ううん、見てるほうが面白いわよ
1444619154	騒音が聞こえてきたな。石切場に違いない
1931973891	硫黄の臭いがするな。石切場は近くにあるはずだ
342769919	ねえ、見てよ。ダイナマイトを使ってるわ。まだまだ備蓄があるはずよ
244137515	あの納屋が有望そうだ。だが、鍵がかかっているだろうな
1654035298	数秒あればピッキングできる。その間、背後を見張っていてくれ
444708279	あのロングコートには見つからないようにしないと。絶対不審に思われるわ
628921758	起爆準備完了です、ボス！
1463201002	よし、お前らそこから離れろ！
1048995285	ダイナマイト準備よし！
1103858009	聞いたな！ 身を隠せ！
620512677	いつでもいいですよ、ボス
128780171	なら、とっとと終わらせろ！
944592181	これですよ、ボス、間違いない！
233071578	地獄の果てまで吹っ飛ばしてやれ！
17011869	くそ、耳が
782686556	障害物は未だに健在です、ボス
171282518	頑固な岩め！
370283200	もう1回やれ！
1948015562	ぐぬぬ... くそったれめ！
1955214182	ええと... まだ健在です、ボス
1002188354	いい加減にしてもらいたいな！
1172035801	もう1回だ！
1371676688	面白い...
877088804	これはこれは...
1022186573	あの群れを少しでも少なくできたら、かなり助かるはずね
1460709916	ふむ、ダイナマイトならいつでも使えるが...
390620212	ちょっと過激だと思わない？
1180772955	背に腹はかえられない
1372339404	悪い、我慢できなかった
2083757734	事故は起こるものだ
868947400	おっと、ミスっちゃった
470667403	製材所に何か役に立つ物が隠されていないか調べるべきだな
12095694	ここ見てよ。工場の皮を着た積荷目録ね
1963914594	あのノコギリの周りで、どの程度事故が起こるのだろう？
767817700	わざと事故を起こそうなんて考えてない？
305308674	確かにずいぶんと鋭いようだな
1514308810	よし、ノコギリは止まったぞ
315219794	一時停止といこう
1286456959	ノコギリが止まったわよ
210008120	どうなってる？
188197869	こいつめどうなってるんだ！
457806363	おい、バカ野郎！ スイッチに手を触れるな！
1571982461	これでどうだ？
125885861	試してみよう
895599228	よし、これで！
106972270	こいつは痛そうだ
1491849671	予想していなかっただろうな
1477068829	痛た！
1287021037	みんな、何かに過敏になってるみたいだ
1787660680	きっと、あなたの考えすぎよ
1055360869	話を聞いたんだ。フラッグストーンがマズいことになってるって
949275483	私たちは結婚式に来たのよ！ あんな街のことなんてどうでもいいじゃない
854008708	君の妹さんたちは作業員と楽しくやってるって？
311980442	あの子たちのこと知ってるでしょ
1078395714	バカな奴らだけど、少し気の毒になるな
271994598	私たちをこんなところに足止めしてる罰よ
597138813	おんぼろな製材所だな。僕の故郷のとは大違いだ
712736055	デヴィット・カンパニーが手抜きしたんじゃない？
371345698	そうじゃないといいけど―。じきにあの橋を渡ることになるからね
1009487023	ホントに心配性ね。あの橋なら、もう何百回も列車が通ってるのよ...
383755851	なあ、俺たちでフラッグストーンを取り戻さないと
453171243	忘れろよ！ 俺は戻らねえぞ
915380401	報酬が2倍なんだぞ！
1617952781	いいや、お断りだね
2043731081	フラッグストーンだぞ。ただの田舎者の集まりだって
782355437	銃を持った田舎者だろ！
948571304	街を取り戻すんだ。簡単だって
880261538	ならお前が行けよ。俺はここに残る
626700481	ジャーヴィスの仇を討ちたくないのか？ ワイルド・マージは？ マクベインは？
1225172522	ふん、クソどもは墓場でゆっくりさせとけよ
1406020804	腰抜けが！ お前らみんな！
1560359473	とっとと行って、ぶっ飛ばされてこいよ
1175221139	俺が上に登って見てくる。目を凝らしておけ
1207002502	いつもそんなタイトなジーンズを穿いてるの、クーパーさん？
173073461	なんだって？
175856799	目を凝らしてるだけよ
519723968	こいつらの射撃、かすりもしていないな
604204655	劣悪な品質の武器だな... 油も差されていない
260433494	みんなどう思う？ その小さな納屋でダイナマイトが見つかりそう？
32853892	まずはドアの鍵を開けないと
1057538575	ピッキングをするから、周りに誰もいないか確かめてくれ
2023607830	わざと外しているのか？ ボトルに当てる気があるのか？
972631478	余計なお世話だ。首を突っ込むなら他の奴のケツの穴にでもしな、マンディ！
1198467201	ああ！ 俺ら練習してるんだよ
1923955990	なら、好きにしろ。習うより慣れろとも言うしな
1362731343	動かない大きな的には当たったか！ 大した進歩だ
1834827091	ほっといてくれない、ねえ？
195016477	ああ！ フラッグストーンの準備をしなきゃいけないんだ
1376588066	それなら続けろ、若造ども
981330621	おっと、危うく納屋に当たるところだったぞ
305744695	そんなわけないだろ。そこまで下手じゃないよ
774427399	ああ！ ここら一帯を木端微塵に吹き飛ばしたくないからな
920378594	それは思慮深いこった
1443350370	これでいける
64719891	小さいけど、この子たちは相当イタズラ好きよ
1313763565	よし、ダイナマイトを一束確保したさあ、橋に戻ろう
347539793	私たちいいパートナーだと思わない？
1370436802	パートナーってのは言い過ぎだな、お嬢さん
364038933	もう、クーパーさん私たちだけで、世界も相手にできるわよ
1284435012	まあ、この後は、あんた一人で無事に牧場まで帰ってもらうさ
1293942551	そうね...
1959106679	よし、降りるとするか
910584940	この下だ
1179515340	荷物を届けるとしましょう、お二方
1542172045	なあ、マッコイ本当に、あのフューズに当てられるほど射撃の腕に自信があるのか？
1812456212	よく見るがいい、クーパー君
1799703722	マッコイ、ダイナマイトはあんたが持ってるな
954065528	オハラさん、ダイナマイトはあんたが持ってるな
315914925	クーパー君、ダイナマイトは君が持っているな
297109476	オハラ君、ダイナマイトは君が持っているな
25881207	クーパーさん、ダイナマイトはあなたが持ってるわね
1498994161	ドクター・マッコイ、ダイナマイトはあなたが持ってるわね
851862061	起爆準備完了だ
563175063	配達完了よ
543245308	よし、じゃあここはあんたの番だ、ドック
621623831	どこか見晴らしのいい場所へ向かうとしよう
706512754	一丁上がりだ
1149997624	すごいわね！
1444349089	言うだけのことはあるな、ドック
1464740422	なんだこれは！？ 犯人のクソ野郎をここに連れてこい！
686524713	ありがと、お二方さあ、急ぎましょ―列車に遅れないように
727099477	それに、もうコソコソする理由はないな
837828466	こいつは一荒れしそうだ
900039237	今のうちに納屋で弾薬を補充しておくのもいいだろう
160884714	弾薬を補充したいなら、今のうちにしておこう
2137734687	弾薬小屋に行くなら、今が最後のチャンスよ
508171541	くそ、離ればなれになってしまった！
1412696367	ハハ！ やったな！ ヘクター様ご登場の時間だぜ
923656247	なんだ、誰も来てないのか？ しばらく暇つぶしでもするか
412402408	おっ、来たか！
1857699596	ハーイ、ヘクター！
1526833903	来てくれてうれしいぜ
528508594	私が一番乗りとはな
1872561895	こんなこと許されるか！
649134575	説明してもらいたいな！
774090547	結局、橋の修理が必要なのか
889332417	耳鳴りがすごい
937152207	作業員がやらかしたに違いない
1001922886	ここの責任者は誰だ？
767732451	誰か直しなさいよ！
379721079	結婚式はどうなるの？
931884521	破壊工作よ！ 結婚式が台無しだわ！
513034060	会社に苦情を入れさせてもらうわよ！
465358707	もういいわ！ ニューヨークに戻りましょう
1066072200	手抜き工事に間違いないわ
2106777995	くそったれが、俺は後片付けなんてしねえぞ！
554237110	ヘヘヘ、派手にやられちまったな
1964142030	あちゃー、こりゃヤバい
542120794	ひょっとして、見た目ほどひどくやられてないかも
2120122482	ちくしょう、こりゃボスがブチ切れちまうよ
19146104	瓦礫の山じゃねえか、クソが！
1827785997	なんて有様なの
1951619030	誰かヤバいほどやらかしちゃったわね
998446281	誰が掃除するんだよ？
1712523335	今日って日はどんどんひどくなりやがる
1363115976	誰かの首が飛ぶでしょうね
1320985533	大金が一瞬で水の泡だわ
1093647381	破壊工作員がいるぞ！
1280364308	まだ近くにいるはずだ
2095213637	ふっ、俺が絶対に逃がさんぞ
190822342	奴ら橋を吹っ飛ばしやがった！
437419556	絶対に誰も通すなよ
1081548460	奴らはここを通るはずだ
1542451804	くそったれの破壊工作員が
1961107717	橋を吹っ飛ばしてただで済むと思うなよ
692793106	ドアから目を離すな！
283288489	誰もここには入れるな！
1976578375	集中しろ、このくそったれが！
1127203636	私の監視化で好きにさせるか
1115120634	列車を確保しろ！
1461714705	みんな、列車に乗れ！ 行くぞ！
78326914	エンジン全開！
1276707754	ダイナマイトを入手する
1335003154	ダイナマイトを一箱を見つけ、必要な物をそろえて橋を爆破しよう。
704089349	石切場
1544104025	石切場で使用されているダイナマイトは納屋に保管されている。
1016138534	射撃場
502956785	射撃場の小屋は武器庫となっているダイナマイトも保管されているはずだ。
1896043261	ダイナマイトを仕掛ける
1943625003	マッコイがダイナマイトを仕掛けるのに適した場所を見つけた。橋の基礎部に向かいダイナマイトを設置しよう。
171903277	ダイナマイトを狙撃する
291821293	全員を橋から降ろしてから、マッコイに遠距離からダイナマイトを狙撃させよう。
2036498134	列車で合流する
404539240	ヘクターが列車で待っている。全員そこに集めて脱出しよう。
954134476	ターゲットを運ぶ
736354958	ターゲット2人を空いている列車内に運び込む。
460963032	ボス・サンチェス
2012672498	身の丈に合わない約束を交わしてしまったようだ。
1297243208	銃職人フアンカルロ
1923142160	彼は他人の秘密を勝手にばらしてしまった。
1529195657	鉱山トロッコ
1283000525	この鉱山トロッコの中身を誰かの頭の上に落とすことができそうだ。
853128941	ほどけた丸太
1657385379	丸太は薄っぺらい木の板に辛うじてつながれている。
1138078354	自動ノコギリ
627733433	ノコギリはこの通気孔を使って起動/停止できる可能性は無限大...
979219862	ダイナマイト発破機
1321641468	石切場の作業員は発破機を使ってダイナマイトを起爆している誰かが先に起爆しないことを祈ろう...
996063705	2名の標的は鎮圧され確保されている。1名は射撃場で待機中...
1364223459	...もう1名は石切場にいる
1635704326	貯蔵場にある空き貨物のところまで彼らを届けろというのが依頼人の指示だ
1249290176	警備員は君に攻撃しないよう命令されている。もちろん、死体を運ぶなどの不審な行動を取るならその限りではないが
665079477	よくやってくれた。輸送の準備はすべて完了だ。君の思慮深さはやはり信頼に値する
1717928042	一同は離ればなれになった
1648999959	本気なのか？
1589189604	当然よ、デヴィットとの決着はまだついていない。
626579769	あんたには牧場に残ってもらいたいが
1158182381	私はあなたの活躍を見てみたいわ
1249377458	決意は固いのか
676274750	あーあ！ 今日はついてないみたいね
780963820	もう1回やるか？
1334665606	もういいわ
1145524796	だから言ったろ、こいつはイカサマ師だって
329291194	あんたらにはイカサマを使うまでもない
978657549	うーん... ようやくね！
1761512886	まあ見てな、待った甲斐はあるぜ
615469602	それで、列車はどうするんだ？
57342294	乗り捨てる。ニューオーリンズに行くのに必要ないからな
1468187789	ニューオーリンズに何があるんだ？
1559859946	昔の賞金首にちょっと挨拶したくてな
271702602	フランクか？ そいつなら知ってる。今はデヴィット・カンパニーで働いているな
352808776	ちょっと見せて
1142906383	古い写真ね。いつから狩りを続けてるの？
1774780375	腐れ縁さ。ニューオーリンズでけりを付ける
2014707239	みんな、それぞれ問題を抱えてるのね...
1863626746	ヘクター、すごく美味しいわ
241596674	ああ... だから言ったろ！
432917295	ちょっと塩っ辛いな
2144731839	いや、間違いなく塩気が足りない
1142770674	ようケイト、どうやら俺たち二人で食べていいみたいだぞ
2113674128	もういらないとは言っていない
76782430	調味料の加減が不適切だと言っただけだ
860201247	おう黙ってな、マッコイ
1956219847	
2013369702	
193389541	
1630044108	
1483950500	
236941690	...
1835862470	またの機会にーロッキー山脈・コロラド
1348386178	数時間後
2061939657	父さん...
911979634	VO TRACK
1460002959	VO TRACK
834792124	チャプター2 - 保安官と魔女
1398730384	父さんの所に行かなきゃ。
1903729066	取っ組み合いでは勝ち目はない。
497952242	ナイフを投げるんだ。
1653273505	仲間がいるに違いねえ。探せ！
1433914304	橋を見張れ！ 誰も渡らせるな
1496802357	忌々しい賞金稼ぎだね。何でここがバレたのさ？
1267055176	知らねえよ。面倒なことになったな
1830383815	渓谷から来たのかもしれない
409548749	それなら見逃すはずがねえ
1046132865	ジェンキンスがどうなったか見た？
719125003	ああ。小便しに行ってなけりゃ、俺がああなってた
1470063504	フランクがたっぷり痛めつけてくれるだろうよ
55717411	そうだな。時間をかけてじっくりやってもらいたいぜ
258047790	そうだ、しっかり探せ
409357586	誰もこの先には行けねえよ
951814132	フランクの命令だ。探せ
552945960	隠れてる奴を見つけるんだ
6871520	誰も通すんじゃねえぞ
337035208	悪党がたくさんいる。
1118829422	父さんを見つけなきゃ。教会に行ったよな。
998580226	しまった、死体が見つかった
1319330181	何てザマだ 
1642434315	フランクがとっちめてくれるさ
1504792412	ジェンキンスめ。情けねえ
569912221	こいつがいないと寂しくなる
1998724555	相手の野郎を見たと思うか？ 殺やられる前に...
726025267	だったらどうだって言うのさ
680930686	他にも仲間がいると思うか？
864070314	そうだとしても、とっくに消えてるだろうよ
1964889272	あそこに父さんがいるはずだ
1661680174	あのゲートを通るなんて無理だ
73252538	他のルートを探さないと
1179369332	今行くよ、父さん
662144497	ジェームズ・クーパーだと？ 聞いたことねえな
6099812	誰の差し金だ？ あの愚鈍な保安官か？
154832828	一人で向かって来るとは。よほど腕に自信があるのか。
652404764	もしくは自信過剰か。近頃じゃ、俺の首はいくらになってる？
1160052742	まあ、どうでもいいがな... どうせお前の手には入らねえんだ
689138457	俺の質問に答えれば、楽にしてやる
496735119	お前はバカだが、一人でここに来るほどバカじゃない
993438516	答えろ。仲間は何人いる？
580223186	これが最後のチャンスだ
663168774	ひとりで来た
1616650886	嘘つくんじゃねえ
1112519194	エリオット
651456391	貴様は俺の友達を殺した
250763909	あいつにきっちり挨拶しろよ... 地獄でな
652483574	...！
925633400	ジョニー！
104755187	父さんを放せ！
1683143520	これはこれは...
491008808	てめえは一体誰だ？
1157756567	ジョン・クーパーだ。あんたを殺しに来た！
652495633	へえ、そうかい。で、どうやって殺るつもりだ？
1228726418	この子には関係ない
1546012519	俺がガキの頃には...
1226585155	...父親ってのはまず息子にコルトの使い方を教えたもんだ
815966713	人でなしめ！ 
2079824983	一発当てりゃいいんだ
721607770	必要なのはそれだけだ
1391241714	急げ。こっちはヒマじゃねえんだ
1517922562	3つ数える
1480808491	1
1591580887	2
1869267036	父さん... 
1183621720	分かってる、ジョニー...
260618180	3
720854915	VO TRACK
1362230875	VO TRACK
1681485887	VO TRACK
91397824	VO TRACK
1026835310	VO TRACK
479913659	教会に行く
1518553472	父親がピンチに陥っている。教会に向かい、父親を探せ。
132779930	うう... 頭が...
1786629121	ここはどこだ？
1470247001	それに、他のみんなはどこ行った？
210326211	よし、まずやるべきことは。
1083621896	おはよう、ヘクター。
1766685889	ええと... おはよう... お嬢さん。
251244019	昨夜はすごく乱れちゃったわね。
488904519	実は... なんでこんなとこにいるのかも覚えてなくて... ウグ...
1930594328	...いつあんたに会ったのかも...
2121783391	ふふ、何も覚えていないのね？
1631687239	私はロージー、保安官の妻よ。
693817541	俺... 仲間を探しに行かないと。
1981144447	ビアンカ...
563836146	どうしたの、あなた？ 夜のお楽しみの最中に何かなくしてしまった？
324536951	これを借りてもいいか？
923270363	いいわよ、返すと約束してくれるなら。
2059420659	よし、ヘクター... お前ならできる...
439696658	ええと... 悪いんだけど... 俺はもう... 行かないと...
725255672	さようなら、ヘクター。
1042899231	さよなら。
1399123022	よし、他のみんなを見つけに行くとしよう。
1841183449	それにビアンカも。
1268195084	ニューオーリンズ到着前の最終駅 – バトンルージュ
1532588613	
2068193817	
915955799	
461225303	お行きなさい！ さあ！
2077487744	私のことは心配しないで。大丈夫よ。
1889798138	私の夫は嫉妬深いの。
447366367	行きなさい。夫に見つかったら撃たれるわよ。
1467051907	本当に乱れた夜だったわ。
1104810743	しばらくバトンルージュには近寄らないほうがいいわよ。
156226262	またいつか会えるといいわね。
100047546	頭が教会の鐘みたいに鳴り響いてる。
1783238342	泥か。泥ってことは足跡が残るな。俺の足はでかいし。
1673735055	あの男... 俺を見ているのか？
1508570502	おい、俺が何したってんだ？！
40883198	くそ、こいつはマズいな。早くみんなを見つけないと。
1166266992	うん... お前はビアンカじゃないな。何ができる？
1223273402	悪くないな。いいキーパーだ！
1958053994	待てよ... ここで俺らは離ればなれになって...
949532076	本当にここでいいのか？
1907330953	あらゆる痕跡がここを示してるの。
2135184052	なんだよ、インディアンにでもなったのか？
310638060	うるさいよ、ケツ毛でも切ってきな。
968169133	ここには誰もいないぜ。
225376933	保安官にそう報告するつもり？
709127354	まさか！ 首吊り刑にされちまうよ。
2137721353	誰かを見つけるまで捜査を続けるのよ。
1797298500	そもそも、奴らはなんでこんなことを？
752847137	よそ者なのよ。知ったことじゃないわ。
1803490372	どうも何か見落としてる気がするんだよな。
189560826	気にすることないわ。敵を見つけて、撃ち殺すだけよ。
461826097	よう、アミーゴ！
478403291	ねえ、クーパー！
1021256014	うう... 馬に蹴っ飛ばされたような気分だ。
530886839	ケイト！ 起きろ。
1344104697	よう、ケイト！ 聞こえるか？
730046734	うーん... 最悪！ 頭が爆発しそうだわ。
899359207	先生はどこだ？
254775759	みんなと話をする必要があるな。
668724194	おっと！ 悪いな、奥さん。
1826510593	なんで俺、この女を殴ったんだっけ？
699751414	怪しいと「感じた」からでしょ？
