English	Anglais
941977273	Configurations d’ennemis
2116092462	Cette option détermine le nombre d’ennemis et la fréquence d’apparition des types d’ennemis plus difficiles./n/nCONSEIL : ajustez ce paramètre pour rendre les configurations d’ennemis plus ou moins difficiles.
233722491	Vitesse de détection
1913750713	Cette option détermine la vitesse à laquelle le champ de vision d’un ennemi se remplit de jaune lorsqu’il vous aperçoit./n/nCONSEIL : ajustez ce paramètre pour réduire ou augmenter le défi pour vos réflexes.
450233968	Santé des personnages
677898624	Cette option détermine le nombre maximum de points de santé que peuvent avoir vos personnages./n/nCONSEIL : ajustez ce paramètre pour réduire ou augmenter votre marge d’erreur.
1826741812	Munitions des personnages
114054378	Cette option détermine la quantité de munitions dont vos personnages disposent au début d’une mission, ainsi que la quantité de munitions trouvée dans les caisses./n/nCONSEIL : ajustez ce paramètre pour réduire ou augmenter la possibilité d’utiliser les armes à feu des personnages pendant la partie.
1202346510	Personnalisée
528226213	Nombre de sauvegardes
511045945	Cette option détermine le nombre de sauvegardes que vous pouvez effectuer.
2001766354	Pause pendant le mode Affrontement
1193209278	Cette option détermine si l’activation du mode Affrontement met le jeu en pause./n/nCONSEIL : au niveau de difficulté Desperado, cette option est désactivée.
1412281320	Afficher les détails
483977082	Illimité
1258607113	Aucune
1937357559	Sauvegarde refusée
1962654553	Vous n’avez plus de sauvegardes !
174418242	Masquer les détails
1677114193	CONFIGURATIONS D’ENNEMIS – FACILE/n/n{0} Moins d’ennemis/n{0} Moins de ponchos et de longs manteaux
1469220682	CONFIGURATIONS D’ENNEMIS – MOYEN/n/n{0} Configurations d’ennemis standard
1243964351	CONFIGURATIONS D’ENNEMIS – DIFFICILE/n/n{0} Ennemis supplémentaires/n{0} Plus de ponchos et de longs manteaux
968757024	VITESSE DE DÉTECTION – FACILE/n/n{0} 0,7 – Détection standard/n{0} 0,9 – Détection de violence
1684567525	VITESSE DE DÉTECTION – MOYEN/n/n{0} 1,0 – Détection standard/n{0} 1,4 – Détection de violence
1663669697	VITESSE DE DÉTECTION – DIFFICILE/n/n{0} 2,8 – Détection standard/n{0} 3,5 – Détection de violence
153038737	VITESSE DE DÉTECTION – DESPERADO/n/n{0} 10 – Détection standard/n{0} 10 – Détection de violence
1231246955	SANTÉ DES PERSONNAGES – FACILE/n/n{0} 4 PV – Cooper/n{0} 4 PV – McCoy/n{0} 6 PV – Hector/n{0} 4 PV – Kate/n{0} 4 PV – Isabelle
1054089054	SANTÉ DES PERSONNAGES – MOYENNE/n/n{0} 3 PV – Cooper/n{0} 3 PV – McCoy/n{0} 5 PV – Hector/n{0} 3 PV – Kate/n{0} 3 PV – Isabelle
1741956856	SANTÉ DES PERSONNAGES – DIFFICILE/n/n{0} 2 PV – Cooper/n{0} 2 PV – McCoy/n{0} 4 PV – Hector/n{0} 2 PV – Kate/n{0} 2 PV – Isabelle/n{0} Moins de trames de récupération
1267650903	SANTÉ DES PERSONNAGES – DESPERADO/n/n{0} 2 PV – Cooper/n{0} 2 PV – McCoy/n{0} 4 PV – Hector/n{0} 2 PV – Kate/n{0} 2 PV – Isabelle/n{0} Pas de trames de récupération
1650756374	MUNITIONS DES PERSONNAGES – FACILE/n/n{0} Début – 8, caisse – 6 (Cooper)/n{0} Début – 5, caisse – 4 (McCoy)/n{0} Début – 4, caisse – 4 (Hector)/n{0} Début – 5, caisse –4 (Kate)/n{0} Début – 4, caisse – 2 (Isabelle)
1428667906	MUNITIONS DES PERSONNAGES – MOYEN/n/n{0} Début – 8, caisse – 6 (Cooper)/n{0} Début – 4, caisse – 3 (McCoy)/n{0} Début – 3, caisse – 2 (Hector)/n{0} Début – 4, caisse – 3 (Kate)/n{0} Début – 3, caisse – 2 (Isabelle)
1315085301	MUNITIONS DES PERSONNAGES – DIFFICILE /n/n{0} Début 6, caisse – 4 (Cooper)/n{0} Début – 3, caisse – 3 (McCoy)/n{0} Début – 2, caisse 2 (Hector)/n{0} Début – 3, caisse – 2 (Kate)/n{0} Début – 3, caisse – 2 (Isabelle)
1262354350	MUNITIONS DES PERSONNAGES – DESPERADO/n/n{0} Début – 4, caisse – 2 (Cooper)/n{0} Début – 2, caisse – 2 (McCoy)/n{0} Début – 2, caisse – 1 (Hector)/n{0} Début – 2, caisse – 2 (Kate)/n{0} Début – 3, caisse – 2 (Isabelle)
1285047320	CHEATS
910742298	Invisibilité
841991396	Invincibilité
1213027042	Commande Éliminer
2057061249	Téléporter le personnage
1980515834	Générer Hector
28104649	Générer Cooper
2044508211	Générer McCoy
38551962	Générer Isabelle
1217814824	Générer Kate
212732831	Rendre tous les personnages sélectionnés invisibles.
898633805	Rendre tous les personnages sélectionnés invincibles.
1525480422	Tuer votre cible en appuyant sur une touche.
1233503992	Téléporter tous les personnages sélectionnés vers l’emplacement cible.
475449635	Générer Spawn à l’emplacement cible.
1246881435	Générer Cooper à l’emplacement cible.
236663614	Générer McCoy à l’emplacement cible.
1389313657	Générer Isabelle à l’emplacement cible.
785635210	Générer Kate à l’emplacement cible.
537635851	Tricheur !
1338935816	Vous ne pouvez pas débloquer d’insignes lorsqu’un cheat est actif.
859114774	Les défis du Baron
1049284093	Des murmures dans l’obscurité
502931271	Le Baron attend parmi les ombres. Il vous contactera lorsque le moment sera venu.
2141318135	Le Baron vous a remarqué
1197034691	Vous êtes contacté par un homme mystérieux, qui se fait appeler "le Baron". Vos actions ont suscité l’intérêt de ses clients, et il vous offre la possibilité de participer à des défis exclusifs afin de les divertir./n/nRevisitez des endroits familiers pour relever des défis uniques avec de nouveaux objectifs de mission. Le Baron mettra votre habileté à l’épreuve et, parfois, modifiera de façon inattendue les mécanismes de jeu établis.
1313161225	Nouveau défi
35945019	Le Baron a un nouveau défi pour vous.
659216221	La disparition
309882009	Une lettre scellée est glissée sous la porte de votre chambre au saloon. Vous la ramassez, et reconnaissez le sceau du Baron dans la cire./n/n"Combien de mois se sont écoulés depuis Flagstone, l’ami ? Vous seriez étonné de découvrir à quel point peu de choses ont changé... Venez donc nous rendre visite ! Un nouveau défi nous attend."/n/nVous demandez au personnel qui vous a porté cette lettre, mais personne n’a rien vu.
370901028	Le Baron vous a invité à Flagstone pour relever son dernier défi. Il vous a chargé d’éliminer un certain vendeur d’huile de serpent, qui vend sa camelote en plein centre de la ville, et de déposer son corps dans la tombe ouverte à l’église.
1447220327	Les risques du métier
1794102132	Un messager passe devant vous sans prononcer un mot, glissant rapidement dans votre main un billet légèrement froissé, sur lequel figure l’écriture du Baron./n/n"J’ai entendu dire que votre dernière visite au ranch O’Hara a été assez spectaculaire. Un nouveau défi vous y attend, si vous êtes intéressé..."/n/nVous vous retournez pour saisir le messager par le bras, mais l’homme a déjà disparu dans la foule.
1275070322	Vous êtes revenu au ranch O’Hara pour relever le dernier défi du Baron. Votre mission est de tuer toutes les cibles sans utiliser d’armes à feu. Au lieu de cela, vous devez utiliser l’environnement pour les éliminer.
1120194126	Trois hommes sans nom
2002330802	La fenêtre d’une voiture s’ouvre à côté de vous. Une main gantée en émerge et vous remet une carte postale. Elle est signée de la main du Baron./n/n "Salutations de Baton Rouge, l’ami ! Les gens d’ici m’ont raconté vos exploits. Joignez-vous donc à moi pour boire un verre. J’ai déjà trouvé un nouveau défi pour vous."/n/nAvant que vous puissiez poser des questions, la fenêtre se referme et la voiture s’éloigne, disparaissant rapidement au coin de la prochaine rue.
251713547	Vous avez fait le voyage à Baton Rouge, où vous attend un autre défi du Baron. Il vous demande de déposer les corps de trois cibles dans les cercueils qui se trouvent à l’intérieur de la banque. Cependant, vous ne savez pas où se trouvent les corps, et vous savez seulement qu’ils ressemblent exactement à une certaine personne.
724854570	Trois pièges à ours
2094260086	Tandis que vous marchez le long de la rivière, vous découvrez une vieille bouteille de whisky à moitié enfouie dans le sable. À l’intérieur, vous trouverez un morceau de papier mouillé, frappé du sceau du Baron./n/n "On trouve bien des choses le long des rives du Mississippi, l’ami. Des esclavagistes, des embuscades, de nouveaux alliés... Et si cette fois, je vous proposais un nouveau défi ?"/n/nVous regardez autour de vous, en cherchant qui aurait pu laisser la bouteille là, mais il n’y a pas âme qui vive.
1982537406	Une fois encore, vous vous retrouvez en pleine nature, le long des rives du Mississippi. Pour son dernier défi, le Baron vous a fourni deux pièges à ours supplémentaires pour Hector et vous a chargé de les utiliser pour éliminer un groupe de cibles.
343104554	Servir frais
478081862	Vous venez à peine de terminer votre repas lorsqu’un serveur vous apporte l’addition, puis disparaît. Vous ouvrez la pochette en cuir et découvrez le sceau du Baron frappé à l’intérieur, accompagné d’une lettre./n/n"J’espère que vous apprécierez la cuisine locale, l’ami. Il y a maintes saveurs différentes à découvrir à La Nouvelle-Orléans. Que diriez-vous d’un petit défi après ce repas copieux ? Ne vous inquiétez pas, votre repas vous est offert par la maison."/n/nVous attendez longtemps que le serveur revienne, mais il ne se manifeste plus.
1933087629	Votre visite tant attendue à la Nouvelle-Orléans est interrompue lorsque le Baron se présente avec un nouveau défi pour vous. Il veut que vous extrayiez un de ses anciens associés du marché animé et que vous le remettiez, mort ou vif, au bateau à vapeur privé du Baron, au quai 9.
1985192607	Démo
883308870	Démo
1856232954	Fin de la démo :
2023026588	COMMENTAIRES SUR LA MISSION
1291298655	Bien joué ! Aidez-nous à vous proposer la meilleure version de ce niveau lorsque le jeu sera disponible. Cliquez sur Continuer pour accéder au site Web de l’enquête. Prenez votre temps, nous vous en sommes très reconnaissants !
18246755	Avez-vous laissé des commentaires ? Merci !
212435601	ROUVRIR LE LIEN
790517870	J’AI TERMINÉ
554712321	COMMENTAIRES SUR LE JEU
2072507729	Merci d’avoir joué ! Aidez-nous à améliorer la qualité de la version finale du jeu. Cliquez sur Continuer pour accéder au site Web de l’enquête. Prenez votre temps, nous vous en sommes très reconnaissants !
1245446765	Contrat-licence utilisateur final
774155896	[Vide]
1740889031	Démo terminée
1118532829	Merci d’avoir joué à la démo !
895665882	Terminer la démo
530958809	Avertissement de correctif
1025484101	Nous allons bientôt publier un correctif de jeu. Les sauvegardes effectuées en cours de mission avant la publication du correctif deviendront obsolètes. Votre progression générale dans le jeu ne sera pas affectée ; nous vous recommandons donc de terminer votre mission actuelle avant la publication du correctif.
409216633	Nous allons bientôt publier un correctif de jeu. Les sauvegardes effectuées en cours de mission avant la publication du correctif deviendront obsolètes et devront être converties pour être compatibles avec la dernière version. Votre progression générale dans le jeu ne sera pas affectée ; nous vous recommandons donc de terminer votre mission actuelle avant la publication du correctif.
196638402	Correctif {0}
1461177830	Le correctif {0} a maintenant été appliqué. Toutes les anciennes sauvegardes effectuées en cours de mission sont désormais obsolètes. Votre progression générale dans jeu n’est pas affectée. Nous nous excusons pour le désagrément.
1323449760	Le correctif {0} a maintenant été appliqué. Toutes les anciennes sauvegardes effectuées en cours de mission sont désormais obsolètes. Pour convertir une sauvegarde et la rendre compatible avec le dernier correctif, chargez-la depuis le menu de sauvegardes et suivez les instructions. Votre progression générale dans jeu n’est pas affectée. Nous nous excusons pour le désagrément.
738261692	Fichier de sauvegarde obsolète !
1362801099	Cette sauvegarde est obsolète. Elle ne peut pas être chargée avec la dernière version du jeu. Nous nous excusons pour le désagrément.
2094963165	Conversion de sauvegarde
1806897290	Cette sauvegarde est obsolète. Si vous la chargez, elle sera convertie pour être compatible avec la dernière version. Votre progression dans la mission sera reconstituée le plus fidèlement possible. Voici ce qui va se passer :/n{0} Votre progression dans la mission (c’est-à-dire les objectifs de la mission débloqués ou atteints) sera rétablie./n{0} Tous les PNJ tués ou ligotés seront supprimés du niveau, excepté les objectifs de mission./n{0} Les personnages du joueur seront déplacés dans des endroits où ils sont en sécurité et à l’abri.
940139063	Cette sauvegarde est obsolète. Si vous la chargez, elle sera convertie pour être compatible avec la dernière version. Veuillez suivre les instructions une fois le chargement terminé.
1332558385	Reconstruction de sauvegarde
1535299939	Votre sauvegarde sera maintenant reconstruite le plus fidèlement possible. Lorsque vous appuierez sur la touche, voici ce qui se passera :/n{0} votre progression dans la mission (c’est-à-dire les objectifs de la mission débloqués ou atteints) sera rétablie./n{0} Tous les PNJ tués ou ligotés seront supprimés du niveau, excepté les objectifs de mission.{0} Les personnages du joueur seront déplacés dans des endroits où ils sont en sécurité et à l’abri./nProfitez bien du spectacle !
580926496	Hé, partenaire ! On dirait bien que votre sauvegarde est passée sous la locomotive d’un correctif. J’imagine que c’est à nous de la réparer, du coup... Alors, si on essayait de voir ce qu’on peut faire ?
1206716644	Allons-y !
1579715971	Reconstruction de votre sauvegarde
641641696	Alors, voilà ce qui se passe. Tous les types que vous avez tués ou ligotés dans votre ancienne sauvegarde sont revenus d’entre les morts ou ont été libérés. Ce n’est pas sensationnel, comme nouvelle, n’est-ce pas ? Mais maintenant, ils portent tous la marque de la mort... Terrifiant, non ?/nAlors, voilà ce que vous pouvez faire, maintenant : cliquez dessus et faites s’abattre sur eux les flammes de l’enfer. Sympathique, non ? Je le pense aussi... Si vous voulez tous les voir mordre la poussière en même temps, sélectionnez simplement "Appelez le croque-mort !", et on s’occupera du reste./nOh, et ne vous inquiétez pas pour vos objectifs de mission et la sécurité de votre bande. On s’est déjà occupé de tout ça.
600060266	Appelez le croque-mort !
608942036	Doigt de la mort
36247045	Tue tout garde marqué sur lequel vous l’utilisez.
44692332	À qui le tour ?
809423569	Affiche le prochain garde marqué.
1596929820	Appelez le croque-mort !
963141611	Tuez tous les gardes marqués restants.
1615115792	$USER_NAME_OR_ID a débloqué un insigne dans $TITLE_NAME.
835984463	$USER_NAME_OR_ID a débloqué $STORY_COUNT insignes dans $TITLE_NAME.
500124912	$USER_NAME_OR_ID a terminé {0} au niveau de difficulté {1} dans $TITLE_NAME.
354397091	$USER_NAME_OR_ID a terminé $STORY_COUNT missions au niveau de difficulté {0} dans $TITLE_NAME.
654425012	$USER_NAME_OR_ID a tué {0} gardes dans $TITLE_NAME.
1744584040	$USER_NAME_OR_ID a tué un nombre considérable de gardes dans $TITLE_NAME.
1224139281	$USER_NAME_OR_ID a tué {0} longs manteaux dans $TITLE_NAME.
629521266	$USER_NAME_OR_ID a tué un nombre considérable de longs manteaux dans $TITLE_NAME.
1477070416	$USER_NAME_OR_ID a effectué {0} sauvegardes dans $TITLE_NAME.
739213705	$USER_NAME_OR_ID a effectué de nombreuses sauvegardes dans $TITLE_NAME.
577929473	$USER_NAME_OR_ID a chargé une partie {0} fois dans $TITLE_NAME.
1210269984	$USER_NAME_OR_ID a chargé une partie de nombreuses fois dans $TITLE_NAME.
492106947	$USER_NAME_OR_ID a exécuté le mode Affrontement avec {0} personnages dans $TITLE_NAME.
1172617677	$USER_NAME_OR_ID a exécuté $STORY_COUNT fois le mode Affrontement avec plusieurs personnages dans $TITLE_NAME.
859345761	$USER_NAME_OR_ID a éliminé {0} ennemis en même temps dans $TITLE_NAME.
1252998259	$USER_NAME_OR_ID a terminé {0} au niveau de difficulté {1} et a débloqué {2} insignes dans $TITLE_NAME.
925150016	$USER_NAME_OR_ID a éliminé plusieurs ennemis en même temps $STORY_COUNT fois dans $TITLE_NAME.
1558010130	$USER_NAME_OR_ID a terminé $STORY_COUNT missions au niveau de difficulté {1} dans $TITLE_NAME.
151706036	$USER_NAME_OR_ID a débloqué tous les insignes de {0} dans $TITLE_NAME.
2734629	$USER_NAME_OR_ID a débloqué tous les insignes de $STORY_COUNT missions dans $TITLE_NAME.
1875520036	Déguisement
1489351884	Kate peut se procurer un déguisement ici.
1839200631	Élimination avec l’environnement
1427780181	Cet objet peut être utilisé pour créer un accident.
1678000250	Johnnie. Tu traînasses ! ...Dépêche-toi.
220997359	J’arrive, Papa.
469298229	Je passe devant. Toi, tu me suis et tu restes bien caché.
1426237520	Oui, Papa.
1472201416	VO TRACK
1299558651	VO TRACK
1006428758	VO TRACK
1749127563	THQ NORDIC PRÉSENTE
688311701	UN JEU MIMIMI
1382634260	CHAPITRE I – LE MÉDECIN ET LA MARIÉE
1184634196	Voilà le premier garde. Il va falloir que je sois discret.
1345089562	Allez ! Ouvre-toi, espèce de tas de bouse obstiné !
52315649	Ouvre-toi ! Bordel, je suis en train de crever de soif.
1708575428	C’est pas juste. Je sens le whiskey d’ici.
1722395276	Merde. Qui a paumé la putain de clé ?
799306384	Je vais revenir avec une hache.
200422027	Elle bouge toujours pas. Putain !
960289221	Pourquoi tu t’ouvres pas, tas de merde ?!
1143306891	Y’a du whiskey là-dedans. Je le sais !
967692626	Pourquoi faut-il que je me retrouve dans ce coin paumé ?
677920504	Merde, un remontant me ferait vraiment du bien, là.
444229462	Bordel... je meurs de soif.
1273054320	Qui va venir traîner dans le coin, de toute façon...?
678736588	Qu’est-ce qui s’est passé, bordel ?!
1561295358	Désolé... J’ai déconné.
1989147937	John !
1619913815	Johnny, non !
52069976	Mon Dieu, non !
1737853021	C’est bien, mon garçon. Maintenant, reste avec moi.
673464788	Il y en a un autre là-bas.
1939658397	Il va falloir détourner son attention.
1566035860	Compris. Je vais lancer une de mes pièces.
971260786	Bonne idée. Arrange-toi pour qu’il tourne la tête. Je m’occupe du reste.
1816478218	Arrange-toi pour qu’il tourne la tête.
1903341140	Il faut qu’il regarde ailleurs.
284741563	Arrange-toi pour qu’il regarde ailleurs.
2142470101	Tu l’as déjà fait.
521173166	Il n’a pas entendu la pièce.
1346330984	Jette la pièce plus près.
1304306774	Rappelle-toi, prends le temps de réfléchir, mais agis rapidement.
1510475130	On cache toujours le corps.
186921039	Tu as suivi, c’est bien.
434305833	Suis-moi et reste bien planqué.
982212394	Doux Jésus, je déteste les chevaux. Saletés de bestioles.
80618972	“Tu t’occupes des chevaux, Sal”. Haha, très drôle.
683117499	C’est ça, reste planté là à bouffer.
1511957846	Toi ! T’es vraiment la pire de toutes !
2065162587	N’essaie même pas de m’envoyer un coup de sabot, compris ?
1035198870	Foutue sale bête. Je t’ai à l’œil.
1094668953	Elle veut m’envoyer un coup de sabot, je le sais.
1860765847	Pas de blagues, t’entends ?
1347961325	Si tu rues, je te fous une balle dans le cul.
29525659	Je déteste les chevaux, Billy.
947759493	C’est pas à moi qu’il faut le dire, je fais juste le planton.
395352510	Allez, on échange nos places.
1095449348	On a tous un boulot à faire, Sal.
1258460792	Pourquoi tu peux pas t’occuper des chevaux ?
1580432621	Parce que c’est plus drôle quand c’est toi qui le fais.
140547430	Ça fera l’affaire.
969963853	Dis, Papa ? 
2105600160	Ouais ?
1347077792	Il a combien d’hommes, Frank ?
1767201949	Ça n’a pas d’importance, fiston. Face à face, t’as toujours une chance. Tu dois juste écrémer un peu avant. 
1708426917	Fermée. Pas vraiment étonnant.
961203488	Bloquée. Pas vraiment étonnant.
2121242683	D’accord, fiston. Montre-moi ce que tu as dans le ventre.
1608020280	Tu vois cette échelle là-haut ? J’ai besoin que tu me la lances.
1217893076	Bien joué. C’est bien, mon garçon.
669315966	C’était facile !
1808677364	Reste bien planqué. Il y en a d’autres.
1654110603	Il faut que tu trouves un moyen de te faufiler discrètement.
1661663094	T’as su, pour Lindberg ? Elle a sifflé la dernière bouteille du Vieux Hutch.
1165105379	Ça explique pourquoi ce vieux connard en a après elle. 
1479050419	Qu’est-ce que tu penses qu’il va faire ? La provoquer... en duel ?
683057496	Tu connais le Vieux Hutch... Sa seule amie, c’est la bouteille.
679665959	Je parierais sur Hutch. Il est mauvais comme la gale. Rapide, avec ça.
2061201113	Ouais ! Mais il est rond comme une queue de pelle. Et il a la tremblote.
2010416411	Je parie cinq dollars sur Hutch ! Qu’est-ce que t’en dis ?
710375432	Pari tenu. Lindberg, c’est pas une pied-tendre.
1586398938	Lindberg ! Ramène tes fesses, espèce de sale truie voleuse de whiskey !
1872026001	Je suis là, bon à rien d’alcoolo. Réglons ça.
1298793123	T’entends ça ? Ça va commencer ! Allez !
1577121988	C’est le moment de passer à la caisse pour ce que tu m’as volé !
208492544	Tu me fais pas peur, espèce de poivrot stupide !
113944635	Cette bouteille, c’était MA bouteille !
1288348702	Tu tires, ou tu penses me tuer avec ta putain d’haleine fétide ?
1500668642	Ah ! Trop lente, sale garce de voleuse. T’as eu ce que tu méritais.
58060641	Ouais... Emporte donc ça dans ta tombe, bon à rien d’idiot alcoolique.
1278130353	Regarde devant toi, fiston ! Ce duel ne nous concerne pas.
1500641619	Tu vois celui au fond, près de la falaise ?
867275810	Trouve un moyen de le distraire avec ta pièce de monnaie ; comme ça, je pourrai m’occuper des deux à la fois.
173700865	L’autre, John.
788470849	Il respire encore. Ligote-le, et vite, avant qu’il ne reprenne ses esprits.
610402371	Attention !
1693227310	D-désolé.
270329634	C’est pas le bon jour pour perdre ton sang-froid, fiston. Va me cacher ce corps.
6254567	Bien joué. Maintenant, cachons-le dans les buissons.
814465367	Bravo, fiston. Allons-y.
1249224831	Il faut qu’on avance.
2009387216	Tu viens, fiston ?
1269776983	Qu’est-ce qui te retient ?
436041377	D’où est-ce qu’ils sortent tous ?
768305125	Ça n’a pas d’importance. Tu vois cette grue, là-bas ?
199740460	Ouais.
1397304671	Qu’est-ce que tu dirais d’y aller et de faire une livraison ?
369857519	Je m’en charge, Papa.
616012734	C’est bon !
1056472202	Beau boulot, fiston. Maintenant, ne bouge pas d’ici. Je viendrai te chercher.
1632996207	C’est bien, fiston. Nous y sommes presque.
1189061753	Tu connais le plan, maintenant. Tu attends ici que je revienne.
1717160180	Je croyais que j’étais prêt, cette fois.
1181643869	Ça vient, fiston. La prochaine fois, je pense.
1437875326	Ouais. C’est déjà ce que t’as dit la dernière fois. Pourquoi je peux pas venir avec toi ? Donne-moi un revolver et tu verras !
352432993	Un revolver, hein ?
503611392	Je veux que tu atteignes cet arbre à quinze pas.
205456903	Je veux que tu atteignes cet arbre à dix pas.
1632727931	Quand tu y arriveras, on reparlera du revolver.
975014210	À plus tard, Johnnie.
110101962	VO TRACK
1900598656	VO TRACK
1896881836	VO TRACK
751623457	Rattrapez votre père.
481266188	Votre père est parti devant. Suivez-le sans vous faire repérer.
1526109961	Distrayez le garde
1317378782	Utilisez vos pièces pour distraire le garde.
1439937349	Énervez la jument
567792959	Utilisez vos pièces pour énerver la jument lorsque le garde passe à proximité.
11899031	Faites descendre l’échelle de corde
1788301801	Aidez votre père qui se trouve à l’intérieur en faisant descendre l’échelle de corde.
981221578	Atteignez les toits
1937336315	Faufilez-vous jusqu’aux toits à l’insu des gardes.
1856922554	Distrayez le garde
1184848606	Utilisez vos pièces pour distraire le garde à la falaise.
38434196	Cachez le corps
1667462755	Ligotez le garde assommé et cachez-le dans le buisson.
8818489	Utilisez la grue
154743950	Montez sur la grue et faites tomber son chargement sur les trois gardes dessous.
460377644	Retrouvez votre père
1343983716	Votre père attend près de la statue. Allez le retrouver. 
1692289367	Nettoyez-moi ça, les gars ! Prenez tout ce qui brille et tout ce qui se boit !
1929783850	Ah ! Une entaille de plus sur la crosse de Big Ann !
1205750566	Allez, montrons-leur qui est le patron !
767721975	Merde ! Planquez-vous ! 
1475498398	Par ici, encerclons-le.
960148853	Bon sang ! Il nous a repérés.
1019127878	Il est là ! Attrapez-le !
1051935092	Le laissez pas s’échapper !
663715900	Descendez-les, les gars !
2103050132	Eh ! Laisses-en pour moi !
1560468735	Je m’demande ce qu’il y a là-dedans...
484933547	... !
1907256786	J’ai pas l’impression que vous êtes là pour contrôler les billets.
1373445296	On dirait que cet arrêt n’était pas prévu. Je ferais mieux de descendre voir ce qui nous retient.
1643412661	VO TRACK
1859485599	VO TRACK
764979700	VO TRACK
196965312	MONTAGNES ROCHEUSES – BYERS PASS, COLORADO
2035300658	Quelques années plus tard...
951221264	Il va falloir que je me faufile discrètement jusqu’à la tête du train.
713753643	Faut que je me débarrasse de lui sans bouger d’ici. C’est un boulot pour mon couteau, ça.
1003845454	Des palans, des brouettes... Bon sang, ces types ont bien prévu leur coup.
1162303225	Merde ! Bordel !
796419796	Je ferais mieux de monter là-haut.
1971672858	Eh, regarde là-bas ! On en a laissé passer un !
1896120580	Sors donc d’ici, je sais où tu es !
1211612051	Tu continues à te planquer, je continue à tirer.
50222681	On va te prendre la bourse ET la vie.
941059724	Doux Jésus, vous m’avez fait peur.
1697471239	Est-ce que vous pouvez nous aider ?
1639671670	Voyons qui tire le plus vite.
1450283622	Le voilà.
1623085575	J’ai eu chaud. La prochaine fois, je ferais mieux de dégraisser un peu la meute avant de faire du bruit.
1337360436	Merci, étranger.
1527554887	Trouvez un endroit où vous cacher.
2130853820	Toi, tu bouges pas, mon pote.
1423049218	Ne faisons rien que nous pourrions regretter après.
1281610380	Il faut que j’élimine les deux d’un coup.
1105102517	Je crois que vous me devez une fière chandelle.
1365400822	Hé, sérieux ! Vous rigolez ou quoi ?
2077883062	... !
1757142276	Je pense que nous sommes quittes, maintenant.
2060438311	Vous devriez rejoindre votre wagon. Je me charge de tout à partir de maintenant.
1826446833	Comme vous vous êtes chargé de ces deux-là ?
1643408715	Écoutez, Monsieur...
402003712	Cooper.
3876306	Monsieur Cooper. On m’a embauché pour que ce train arrive à Flagstone.
1529002408	Je vous serais reconnaissant de ne pas vous mêler de ça.
1820710576	Eh bien, Monsieur...
998996917	McCoy. Docteur McCoy.
2140966376	Très bien. Docteur McCoy. Pour moi, il n’y a qu’une seule manière d’avancer.
1640528482	Et je dois me rendre à Flagstone également.
34942661	Comme vous voulez... mais je vous aurai prévenu.
475419878	VO TRACK
883782544	VO TRACK
296221501	VO TRACK
1975231165	On dirait que les bandits ont bloqué le tunnel.
478252477	Pourquoi croyez-vous que le train s’est arrêté ?
369403123	Il va falloir quelques efforts pour dégager ces rochers.
1072109390	C’est une bonne chose qu’il y ait une réserve de dynamite sur cette plate-forme.
644898868	Utiliser la dynamite pour dégager le tunnel ? C’est pas un mauvais plan.
376265597	Les mauvais plans, ce n’est pas mon genre.
1407100741	Très bien. Attelons-nous à la tâche, dans ce cas.
89265579	Allons-y.
1694409325	Tiens, tiens. Un vrai docteur, malgré tout.
1751704381	N’ayez pas l’air si surpris.
1898403668	Une idée pour celui-là ?
1554018004	Je vais utiliser mon sac comme un leurre. Cachez-vous, vous allez apprendre quelque chose.
639337317	Un piège à gaz ? Pas mal. Comment est-ce que vous ouvrez ce truc sans risque ?
272489015	Vous ne l’ouvrez pas, Monsieur Cooper. Je suis le seul à pouvoir le faire.
1869689713	Big Ann frappe une fois de plus.
801957529	Un nouveau train pour nous, héhé.
1085623643	Ça fait les pieds à la compagnie de DeVitt.
67595800	On va nettoyer cette beauté de fond en comble.
226511189	Les gars s’éclatent bien à piller tout ce qu’ils trouvent.
561111430	Ça me fait vraiment bien chier de me retrouver à monter la garde ici.
1256294145	Bordel... Qui va passer par là, de toute façon ?
1198044642	Putain d’ordres à la con.
2056535846	Allons-y, traversons.
1294728632	Il y a un guet, là-haut sur la falaise.
1530678151	Je m’en occupe d’ici.
1457731169	Je veux bien voir ça.
2021481338	Je sais pas bien dans quoi la balle s’est logée, mais c’était pas dans la cible.
1212423052	Je suis pas franchement impressionné, Monsieur McCoy.
1122724759	Allez, McCoy, on n’a pas toute la journée devant nous.
251747283	Eh ben, ça alors !
1669130534	Colt Buntline Special. Modèle personnalisé, munitions personnalisées.
1272865861	J’espère que ça ne vous ennuie pas, McCoy.
1105231492	Du tout. J’économise une balle.
1236950567	Allons-y.
520419993	Je n’ai plus l’âge de pratiquer l’escalade, Monsieur Cooper.
1671694831	Eh bien, on va trouver une autre solution.
1511114845	J’attends toujours en bas, Monsieur Cooper !
1661976841	Je ferais mieux de le faire grimper avant de continuer !
486887981	J’espère que cette échelle de corde n’est pas trop abrupte pour vous, Monsieur McCoy.
1030677372	Je préfère “Docteur McCoy”.
916815113	Je n’en doute pas.
758812215	Ouvrez l’œil. Ses amis seront sûrement à sa recherche.
2027247329	Attention. Ses amis vont se rendre compte qu’il n’est pas à son poste.
425004179	Qu’est-ce qu’il a, ce gars qui porte un poncho ?
1659968206	Vous voyez celui qui porte un poncho ?
