English	Inglese
980119931	Dove diavolo nascondeva tutti questi soldi?
2144249786	Ehi, perché no?
752645794	Potremmo anche prenderli.
194532124	Potrebbero tornarci utili.
211093556	Che cosa è successo? Dov'è Doc?
1340885963	Ricordo solo che stavamo bevendo al saloon.
46517177	Non è possibile che ci siamo ubriacati con quella specie di piscio.
541275585	Beh, qualunque cosa sia successa, di sicuro abbiamo fatto colpo sulla gente del posto.
517556967	Troviamo Doc e andiamocene alla svelta.
338942374	Già che ci siamo mi farebbe comodo un travestimento.
437235839	Ho l'impressione che stiamo dimenticando qualcosa di molto importante...
439599327	La barca! Ha detto che sarebbe partita stamattina!
1926548427	È vero. Quel brav'uomo ci starà ancora aspettando.
14030696	Diamoci una mossa. Non mi piace questo posto.
476190830	Va bene, va bene. Troviamo Doc, saliamo sulla barca e facciamo finta che tutto questo non sia mai successo.
1710861253	Ehi, avete visto il mio coltello? O le mie armi?
849892578	A me manca l'ascia.
1640469646	Avete visto Bianca? Mi manca.
1939241309	Mi sembra di ricordare che abbiamo lasciato le armi sulla barca.
1471959315	Chi ha avuto questa brillante idea?
1614108276	Ehi! Domani c'è un torneo di poker.
1917005219	Vorresti partecipare?
1503626948	Ieri sera ti ho battuto. Scommetto che hai deciso di dimenticarlo.
1985589116	Il cannone dello sceriffo ha sparato da solo e ha fatto saltare la torre dell'acqua.
655569411	Da solo? Da quando i cannoni sparano da soli?
1248339686	Pensi che qualcuno lo farebbe di proposito?
2120877139	È la chiamata oscura, Barney! I morti che risorgono e tutto il resto.
1921755521	Stai solo cercando di spaventarmi, Milly.
971291333	Ti assicuro, è solo l'inizio.
27656303	Chi avrebbe potuto calcolare l'angolo di rimbalzo?
1850288950	Guarda quei segni. Sono artigli o un'ascia?
2104481270	La cassaforte è stata trascinata? O... l'hanno fatta... cadere da qualche parte?
193170982	Non credo sia opera di esseri umani. C'è qualcosa di molto strano.
81079969	Un cannone.
930411529	Date un'occhiata a quel cannone. È un gioiellino.
2010098878	Verso cosa è puntato?
1089594563	Quella è una cassaforte della banca. Sembra pesante come un macigno.
63030906	Tremo solo a guardarlo.
1308121975	Povera Rosie. È la maledizione del diavolo, ve lo dico io.
24326689	L'hanno presa le streghe della palude. L'hanno trasformata in paglia.
410986488	Oh, ma per favore! È solo uno spaventapasseri, idioti!
626605032	Chiudi quella fogna, Freddy! Stai intralciando le indagini!
577082853	Va bene, ma perché salire sul tetto?
814666945	Avranno avuto una sentinella. Per avvertirle se qualcosa andava storto.
2050937557	E poi che aspetto ha una spia delle streghe della palude?
262680794	Non lo so, Francine, e non intendo scoprirlo.
547428213	Hanno portato il cannone fin qui?
1004944109	Per la chiamata oscura! Lo stavano rubando per la loro tana.
1435677527	Tana? Che vuoi dire?
510354877	Sono streghe della palude, Bert! È dove praticano i loro rituali!
449994866	Quindi pensi che stessero rubando il cannone per un rituale?
2101465176	Non ne sono sicura. Cerchiamo altri indizi.
81163414	Allora è vero? È stato davvero lui?
804922990	Sembra proprio di sì. Stento ancora a crederci.
200960381	Satana, il rapinatore di banche. Sarà stato un bello spettacolo.
342965924	A cosa gli servono i soldi?
1406510762	Perché, a cosa servono i soldi? Per il saloon, ovvio.
843420653	Scommetto che il whiskey costa ancora di più all'inferno.
39489661	Satana che rapina la nostra piccola banca, che cosa assurda.
56293856	Ho il presentimento che sia tutto collegato. Lui, le galline, Rosie...
1916294871	Ehi, ehi, piano. Adesso ti stai facendo trasportare dall'immaginazione.
362876219	Come hanno fatto a rompere il cancello? 
462142916	Chi le ha costrette? Il diavolo?
1464992197	Chi altro? Le ha fatte impazzire.
27909581	Povere bestie. Spaventate a morte.
1832148011	Gli occhi sbarrati.
1184230511	Come se avessero visto il diavolo.
1648027237	Perché è così.
610440517	Dio abbi pietà di noi.
1364331509	Questa città è maledetta.
2006344400	La cassaforte è stata strappata dal muro. E il terreno è coperto di impronte di zoccoli.
538003243	Allora è vero. Satana è stato qui la notte scorsa.
2024803270	Io l'ho visto, quel bastardo. Aveva un cappotto nero e due corna enormi, come quelle di un bue.
136615385	Come facciamo a catturare il diavolo?
868949280	Dovremmo chiamare il parroco. Lui saprà cosa fare.
1594392271	Forse. Lo sceriffo ha troppo da fare, non ascolta neanche le nostre teorie.
1479984106	Penso sia meglio lasciarli dove stanno.
1356569465	Mmm... lasciamoli qui al sicuro.
1009113621	È un peccato, ma non sono nostri.
1567772064	Se fossi Doc, dove mi nasconderei?
1577477175	Ehi, Doc. Sei qui?
2129400880	Dove sei, McCoy?
1554146086	Doc! Sveglia!
254795236	McCoy! Svegliati!
1726557802	Ehi, Doc! È ora di alzarsi!
377597252	...
133096306	È l'impronta di uno zoccolo quella che ha in faccia?
88700969	Non si sveglierà tanto facilmente.
1606989506	Allora dobbiamo portarlo noi. La barca non ci aspetterà.
1881620348	...
3526963	...
1732022279	...
428310486	...
601364948	...
1440495828	...
328688949	Rnn... rose... rose...
1514831626	Che dice? Qualcosa su delle rose?
1660233075	Forse sta sognando.
845827971	Rrnn... bere... bevo...
402891133	Ora ha sete. Deve essere un sogno interessante.
496985104	Forse i suoi sogni stanno provando a dirci qualcosa?
2004312653	Come hanno fatto a prenderla? Rosie è una ragazza sveglia.
96204554	Forse è stato un incantesimo Voodoo? Ho sentito dire che controllano la mente delle persone.
1846003513	Controllo mentale? È la cosa più stupida che io abbia mai sentito.
819462486	L'ho sentito dire, tutto qua. Succedono cose strane.
1211276023	Questo è un paese libero, Sue. Nessun incantesimo può dirmi cosa fare.
349599389	Come faresti a sapere di essere sotto incantesimo, eh Stan?
2055929743	Ne parlavo da mesi, sai.
1179320602	Tu e le tue strane teorie.
1529553374	Sta succedendo! Te l'avevo detto! Il diavolo, le streghe della palude, tutto!
1902893999	Certo, certo...
1256508510	Domani me ne vado. Questa città è spacciata, te lo dico io!
1043430109	È solo una rapina. Succede di continuo.
1895506120	TU mi credi, vero? Non puoi più ignorare tutti quei segni.
1516427400	Mmm... ultimamente sono successe cose strane...
861268628	Gli animali sono impazziti. C'è lo zampino del diavolo qui. Come ho sempre detto.
94138026	In effetti lo dici spesso... maledizione.
71483507	Dobbiamo andarcene. Il diavolo è tra noi!
1002422473	Beh... mmm... non lo so. Non mi piacciono i cambiamenti.
1471642464	Joshua, ascolta...
1261020848	Non provarci neanche. Lasciami in pace.
404259073	Joshua, è importante.
1256672804	NO! Dici solo stupidaggini. Vattene.
326811039	Joshua, ti prego...
41566168	Te l'ho già detto. Basta!
1173960067	Quello è lo sceriffo?
924426452	Ecco lo sceriffo.
651354632	Arriva lo sceriffo.
329328324	Chissà cosa avrà da dire...
2133212800	Mettiamo le cose in chiaro...
705175938	Metà di voi sostengono che Satana in persona è venuto a rapinare la nostra banca.
1039578838	L'altra metà dice che sono state le donne della palude.
745822232	La mia dolce Rosie è scomparsa.
1403515838	I soldi della banca non si trovano da nessuna parte.
544753271	E i colpevoli di tutto questo? Chiunque sia stato... neanche l'ombra.
947974283	Sto tralasciando qualcosa?
368601354	In realtà, sarebbero STREGHE della palude, signore.
1421196470	Ascoltate.
1528418798	Rivolterete ogni pietra di questa maledetta città finché non troverete la mia Rosie, oppure vi farò impiccare tutti quanti!
1597898489	Ehi! Mi sono svegliato accanto a una donna che si chiamava Rosie. Mi ha detto di darmela a gambe.
332489	Ti sei svegliato... accanto a lei? Che vuoi dire?
1484272988	Almeno ci siamo fatti un'amica in città.
211205121	Un attimo. Mi sono svegliato accanto a una donna che si chiamava Rosie.
739073601	Aveva addosso un sacco di soldi.
1433373531	Vuoi dire la donna con tutti quei soldi?
1263360932	La donna che nascondeva tutti quei soldi?
564428196	Sarà stata lei a metterci qualcosa nel bicchiere. Che nottata incredibile.
1818976632	Almeno non gliel'abbiamo fatta passare liscia.
158535185	Beh, se era qui, ormai se l'è squagliata.
726437457	Ehi, dov'è andata?
675688247	Quella cos'è? Sembra una lettera.
776162675	Ah... datemi una mano.
2111783617	Uh... ecco. Leggi tu.
776568948	"Addio, ragazzi. È stato un piacere bere con voi. Non fatevi prendere. Alla prossima."
661332741	Quella donna è perfetta per me.
165532200	Scommetto che è stata lei a metterci qualcosa nel bicchiere.
1089721530	Ne ho abbastanza di questa città. Andiamo alla barca.
407763384	Ce ne avete messo di tempo.
393908923	Portaci via da qui.
1651580696	Bella giornata per una gita sul fiume.
1426800689	Grazie per averci aspettato, signore.
902999577	Vi faccio pagare il doppio.
1467735642	Tutti a bordo!
550166924	Conosci qualcuno con il mal di denti?
242393163	Tolgo denti senza problemi.
254675861	Serve un dentista, eh eh eh?
57218185	Mi fa malissimo un dente.
278526034	Non posso masticare.
1866215532	Ahia, il mio dente.
254904447	Ah... un cliente! Mettiamoci al lavoro.
1524732424	A-a-aspetta, ah, ahiaaaaaaaaaa!
353958600	Che sta succedendo?
1302257551	Ugh... Che diavolo è successo ieri notte? Va bene... devi trovare gli altri.
315240867	Dov'è Cooper?
18692113	Cosa? Com'è arrivato lassù? Beh... ti conviene svegliarlo.
293224231	Dov'è Kate?
2145455900	Eh? Che ci fa laggiù? Spero stia bene... andiamo a svegliarla.
1894810900	Bene, dobbiamo parlare...
1569792280	Bene, uh... dovreste riorganizzarvi e... parlare di... cose.
1051569863	Dove diavolo è Doc?
49800793	Dev'essere qui da qualche parte... no? Trovalo. Chiedi in giro. Beh, no, non chiedere in giro... trovalo e basta, va bene?
2007094801	Andiamocene subito da qui...
396670543	Oh, sì, il capitano è pronto... è ora di salire tutti a bordo.
1717825884	Mi dispiace, persona sbagliata.
545451160	Quasi, ma niente premio.
165804064	Hai preso la persona sbagliata.
1737744677	Quello è uno.
1335369679	Ora sono due.
1971389462	Con questo siamo a tre.
1458824417	Hai sentito le ultime voci? Si dice che il diavolo sia arrivato a Baton Rouge. O forse sono le streghe della palude? Difficile capire la differenza, vero?
601705098	Comunque, gli obiettivi di oggi sono uomini semplici. Fratelli, anzi. Sono tutti una grande famiglia. Chi vorrebbe distruggere una famiglia?
1019050481	I miei clienti vogliono che tu li faccia fuori. Fino all'ultimo. La fregatura? Non saprai chi sono gli obiettivi.
1310209373	Ecco un indizio: indossano tutti gli stessi vestiti. Una tradizione di famiglia che si rivelerà letale... per loro.
91495061	Tieni gli occhi aperti. Non fartene sfuggire neanche uno. Non dimenticare: i miei clienti ti guardano.
62092261	Niente di meglio di una bella battuta di caccia per alleviare lo spirito. I miei clienti si sono divertiti. Ben fatto.
1677621127	Consegna i 3 bersagli
744373092	Trova i bersagli giusti e consegna i corpi nelle bare in banca.
1360068588	Primo
414084974	Trova il primo bersaglio e metti il corpo in una bara.
431760137	Secondo
200398471	Trova il secondo bersaglio e metti il corpo in una bara.
652586781	Terzo
1212740393	Trova il terzo bersaglio e metti il corpo in una bara.
1193747041	Doppelganger
963873748	I 3 bersagli hanno lo stesso aspetto di questa persona.
1903982346	Guarda quanto bottino.
1740736829	Va bene, DeVitt. Vediamo che cosa nascondi qui.
41497864	Sceriffo Wayne.
362786850	Vedo che sta sconfinando in una proprietà privata.
1217983166	Da quello che so le serve un mandato.
2078537816	Non mi serve un mandato per delinquenti come te, Frank.
1045160565	Vieni con noi senza fare storie.
175133016	Preferirei risolverla come ai vecchi tempi.
1304765288	Peccato che ormai non funzioni più così.
975110150	Secondo me è il guinzaglio che ti hanno messo a farti parlare così.
606901809	Ma davvero?
537400045	Ehi, DeVitt vuole lo sceriffo vivo, ricordi?
1017739857	Zitto.
633924663	Avanti, Frank, pensa ai soldi.
898817121	Certo... i soldi.
280696478	Ah!
636272268	Contano solo i soldi, vero?
1788403313	Frank, ti prego, io...
623899726	Porta lo sceriffo con gli altri.
604011281	Cammina...
635756145	*tossisce*
1027025207	E dire che parlavamo di vecchi tempi.
138737026	I vecchi tempi sono finiti, sceriffo.
630355938	Ci credi davvero, eh.
1657864457	Fallo sparire da qui...
213060420	
90924049	
463623175	
567794594	
1642537807	
1912159611	Ehi, Daryll. Guarda cosa ho trovato nell'erba!
86365993	Toglimi quelle cazzo di mani di dosso!
946623598	Ve ne pentirete amaramente.
1341354661	Sì, sì, certo.
1531361559	Attento, Daryll. Potrebbe essere una strega della palude.
886565052	Sì e io sono il presidente.
174109963	Torna alla tua postazione.
1573593877	Streghe della palude...
2026062108	Allora? Mi lancerai contro un incantesimo?
2060987128	Come pensavo.
1824889548	
1059743317	
542134913	
4116585	
984401475	NON LONTANO DA NEW ORLEANS – FIUME MISSISSIPPI
740638988	Qualche giorno dopo
887394692	Merda. Starò invecchiando. Quel maledetto gatto mi ha pure abbandonato.
515828510	Va bene, Isabelle, concentrati. Devi tornare subito da Wayne.
1395829384	Mmm, vediamo...
1738446069	Gli uomini di DeVitt sono ovunque. Meglio fare con calma.
2054698991	Una visuale panoramica non fa mai male. Quella sporgenza sembra un buon punto d'osservazione.
716578289	Ma prima devo uscire da questa gabbia.
927238604	Vediamo chi mi può dare una mano.
1273773824	Non ti agitare... ci pensiamo noi a te, eh eh.
1997127505	Ma guardati, tutta arrabbiata in quella gabbietta, ah ah ah.
1241511868	Avanti, strega! Lanciami una maledizione, ti sfido! Ah!
1488386937	Prepara la barca, Liz.
438357744	Ci sto provando. Prima devo sistemare quel buco.
1482365472	Datti una mossa. Voglio portarla in città.
307372758	A che punto è la barca?
1800497329	Fa ancora acqua da tutte le parti.
1578357944	Non ti fermare. Non vedo l'ora di portarla da Frank.
1551555474	Hai finito?
1550750422	Che c'è, Darryl? Ti spaventi della strega?
1656789026	Non mi piace come ci guarda.
1394711310	Devo prendere uno di loro. Farà male.
49604125	Avanti, bella. Non riuscirai a uscire da qui da sola.
377166474	Mi serve un pupazzo. Devo solo capire chi scegliere...
433826434	Ecco. Che puoi fare per me...
799766794	Buona notte. Non ricorderai nulla.
1965927973	Non va bene. Devo provare di nuovo.
1472513839	Merda! Mancato di nuovo.
1256572982	Sono stanchissima. Posso farlo solo l'ultima volta.
547548841	Sono sfinita. Mi serve dell'altro stramonio.
1751378118	Sto finendo le persone.
1497677336	E quella era la mia ultima possibilità. Ora come esco da qua?
436142430	E... grazie mille!
728288178	Che altro posso farti fare...
963212677	Bene. Ora andiamo verso quella sporgenza...
2043091614	Merda, sono sfinita. Mi serve lo stramonio.
1893654894	Mi rimetterà in sesto.
2072218224	Se voglio avere altri pupazzi, mi servono dei dardi avvelenati.
1836229435	Forse ne posso trovare qualcuno in quella cassa?
140698329	Ah, ma guarda un po'. Forse oggi non è una giornata da buttare.
1762427299	Cosa?
134414187	No, no, no! Dove cazzo è finita?
1114252122	Dobbiamo trovarla!
101664155	Un attimo! Prima devo andare a quella sporgenza.
1505814395	Uno sotto e uno sopra. Devo prenderli entrambi.
607767100	Stella! Eccoti qua!
1324229316	*miagola*
1340327729	Ci vuole fegato per abbandonarmi in quel modo.
710285020	*fa le fusa*
1547392648	Eh, no. Ora devi farti perdonare subito.
1799290202	Eccoci. Ora vediamo dove siamo.
853332837	Vediamo che succede laggiù. Hanno preso un battello a vapore.
1708763328	Quel cowboy per ora se la sta cavando. Prima o poi la fortuna gli volterà le spalle.
180287954	Era solo? O c'era qualcun altro con lui?
1775302398	Stanno cercando qualcuno in quella casa. Ci sarà qualcuno nascosto.
1521339902	Quello grosso sembra l'abbiano preso da poco. Sarà stato difficile. Non lo perdono d'occhio.
819339280	Hanno preso anche una signorina! Strano assortimento per una barca.
972713066	Quelle persone verranno vendute alla compagnia se non interveniamo.
2069640301	La compagnia li venderà tutti se non facciamo qualcosa.
1636805222	*miagola*
1856030066	Non importa con chi iniziamo. Ma forse sarebbe meglio concentrarsi prima sul cowboy.
572815002	Dopo che avremo salvato tutti, ce ne andremo.
2129583524	*miagola stanco*
597420665	Datti da fare, se stasera vuoi mangiare.
676580666	*miagola entusiasta*
462644112	Ecco, ora ci siamo.
956686779	Grrr, odio le gabbie.
762618179	Perché sono così spaventati da me?
234061572	Sono pronti a spararmi non appena muovo un muscolo.
842489044	Non si mette bene.
971666701	Forse era meglio restarsene in Colorado.
301719751	Se si azzardano a toccarmi...
649581872	La barca e la casa sembrano meno affollate. Forse mi conviene andare prima lì.
1915152557	Va bene, aiutiamo il cowboy.
609887066	Andiamo a dare un'occhiata in quella casa.
1960415117	Qui è dove tengono quello grosso.
718322838	Ecco la signorina in gabbia.
1034632180	Ecco Cooper. Devono averlo bloccato.
194195716	Guarda! Ecco Cooper. Quei bastardi l'hanno bloccato.
618721931	Ecco! Cooper! Gli stanno ancora sparando.
655586820	Per ora se la sta cavando. Diamogli del tempo per riprendersi.
1124333373	Credo di aver visto Doc andare in questa direzione.
2099540363	Dov'è Doc? Non era qui con noi?
1045115534	Ci siamo persi McCoy da qualche parte.
704934038	Si nasconde in quella casa? Forse è meglio controllare.
340976707	Merda, ecco Hector. L'hanno preso.
1281515011	Ecco Hector. Sapevo che non sarebbe andato lontano.
1288485514	Oh, no. Hanno preso anche Hector.
802011250	Sembra molto triste in quella gabbia. Andiamo ad aiutarlo.
1897278380	Quei bastardi hanno messo Kate in gabbia.
1824816580	Hanno preso anche Miss O'Hara.
1611056678	Merda. Hanno messo Kate in gabbia.
1685392268	Un uccellino come lei non dovrebbe stare in gabbia. Facciamola uscire.
293793449	Questi bastardi hanno anche un piccolo avamposto.
2018308304	A Wayne piacerà un sacco.
970766807	Bel posto per pescare. Chissà cos'è successo al proprietario.
681296385	Un altro mistero da svelare per Wayne.
958848154	Lassù c'è una sentinella. Controlla tutte le barche che passano.
1619837431	Wayne aveva ragione. Si sono organizzati molto bene.
860018648	Guarda quel carico. Gli "affari" sono andati bene questa settimana.
1217862018	Merda... Wayne deve fare qualcosa per fermarli.
1958100788	Wayne? C'è qualcun altro con te?
1696961317	Mi sta aspettando a New Orleans. Sarei già partita se non vi avessi visto.
305241267	Wayne, eh? È un tuo amico?
1543882089	Amico? Eh, sì, come no. Se usciamo vivi da qui vi faccio conoscere.
415367732	Wayne? Penso proprio di averlo già sentito.
1381713793	Non spremerti troppo le meningi, dolcezza. Poi ti fai male.
1944581676	Lo scoprirò molto presto.
2062664918	Wayne? Qualcuno che conosco?
1542455237	È quello che mi ha mandato qui. Senza di lui, saresti ancora in gabbia.
1901270877	Una mitragliatrice Gatling? Farebbe a pezzi quella barchetta.
605424394	Potrei ripagarli con la loro stessa moneta.
2031867883	Bah, di nuovo quella cosa.
882846551	Immagino tu ti sia già trovato faccia a faccia con una Gatling.
1846748898	Sì, esatto, e non vedo l'ora di vendicarmi.
369854531	Mi hai letto nel pensiero.
91209191	Ma che cazzo...
2051295956	È una mitragliatrice Gatling. Mai vista una?
779468741	Certo che l'ho vista! E questa... mi sembra anche familiare.
954110533	Se vuoi farci un giro, fai pure.
988172616	Quella cosa...
1749565000	Mitragliatrice Gatling. Una macchinetta diabolica.
1974939895	Non mi dispiacerebbe lanciarla nel fiume.
1493770634	Forse prima possiamo sfruttarla un po'.
182306948	Questi sono in trappola. Forse è meglio andare prima dal cowboy o nella casa, trovare qualcuno che mi aiuti.
1221124038	Qui c'è più confusione che nella casa o sulla barca. Forse dovrei tornare indietro.
1553085149	Ehi, perché non usiamo la Gatling?
900943188	Giù le mani! Il capo ti ammazza se la tocchi!
658516183	L'ho preso, Casey! Penso di averlo preso!
508731454	Ma se ci sta ancora sparando, idiota!
324970067	Maledizione, Casey! Mi ha preso! Vedo rosso dappertutto...
320865517	Sei vestito di rosso, idiota!
225048499	Ah! Mi fischiano le orecchie!
1919633944	Che hai detto? Non ho sentito!
687894890	Ehi, aspettiamo che la barca affondi!
1483628369	No! Dobbiamo farli fuori tutti.
1602215951	Come te la passi lassù, cowboy?
435631254	Buongiorno, signora. Le spiace darmi una mano?
345409256	A cosa stai pensando?
1871676232	Se eliminassi i due che mi sparano non sarebbe male.
1688850805	Eh eh, vedrò cosa posso fare.
305294730	Vedo che respiri ancora.
1322983866	Come te la passi, amigo?
1442504057	Come te la passi lassù, Cooper?
1895653367	Ehi, ti dispiace eliminare quei due che mi sparano?
226564093	Va bene. Tu stai tranquillo.
1890359735	Eh, certo. Tu aspetta qui.
1660272438	Certo. Aspetta qui.
1587325192	Ti sembra che possa andare da qualche parte?
1370896943	Grazie! Chiunque tu sia, ci vediamo sul ponte.
331485005	Ottimo lavoro. Incontriamoci sul ponte.
1033613334	Fiuuu, grazie. Stavo cominciando a innervosirmi.
850111332	Non sarei qui, se non fosse stato per lei...
2144838521	Io non c'entro. Ringrazia lei...
1852477209	Penso che dovresti ringraziare lei...
555906458	Ehi, cowboy.
1813072875	
1016937040	
1007568041	
1190809367	Ti avevo già vista prima, sulla sporgenza. John Cooper.
1294028435	Hai un buon occhio, Mister Cooper. Isabelle Moreau.
479043166	Beh, grazie per l'aiuto, Miss Moreau. Andiamo, parliamo per strada.
424948428	Sì, ci conviene muoverci. Alcuni dei tuoi amici sono ancora in trappola.
1840783524	Cosa ti porta da queste parti, Mister Cooper?
2095268698	Sto andando a New Orleans. Non ricordavo che questa strada fosse così pericolosa.
62785543	Si vede che non la percorri da un po'.
1472532422	Come hai fatto a cacciarti in questo casino, Miss Moreau?
1365157573	Volevo scoprire cosa stava succedendo. La gente ha iniziato a scomparire.
838073255	E la tua missione è diventata aiutare gli sconosciuti?
1792247617	Eh, una bella fortuna per te, vero?
1265190573	Santo cielo, Baxter. Non lo troviamo.
1645846832	Continuate a cercare. Non ce ne andiamo finché non lo trovate.
66517096	Ci vuoi aiutare? Lo troveremmo molto prima.
680240689	Non vedi? Sto cercando qui. Ora datti una mossa.
191782179	Frank non ti paga per startene seduto a far niente.
1349901000	E tu non sei pagato per lamentarti.
221837581	Va bene, che aspetto ha questo che stiamo cercando?
2045347558	Ricordatelo. Alto, con un cappotto lungo e brutto come la peste. 
1813812817	Dobbiamo trovarlo, o staremo qui tutta la notte.
1237361987	Perché non ci aiuta, quel bastardo?
1100169350	Non ci contare. Come va?
1719301491	Non so chi mi mangerà prima, se gli insetti o gli alligatori.
1192359471	Moriremo di noia.
1215149422	Forse abbiamo dimenticato qualcosa. Chiedi di nuovo a Baxter.
1405760560	Baxter dice che è grosso, brutto e indossa un cappotto.
899670519	Forse quell'idiota si è guardato allo specchio.
942466930	Mmm, quella botola non mi convince.
1469223107	Ehi, Doc! Sei lì dentro?
98530569	Se fossi McCoy, dove mi nasconderei?
575016370	C'è qualcuno dentro quella botola?
273228236	Ma cosa...? Il mio pupazzo è morto.
1708252235	Chiunque si trovi lì sotto ha bisogno di vedere una faccia amica.
1213847823	Era ora che arrivasse qualcuno.
2115644560	Ci avrei messo di più, se non fosse stato per lei...
1425436776	Ti ho trovato solo grazie a lei...
1904716507	Staresti ancora aspettando, se non fosse per Miss Moreau...
14355310	Ehilà.
1929555592	Tu chi diavolo sei?
463032935	Isabelle Moreau. E prego, comunque.
1581428564	Non ricordo di aver chiesto il tuo aiuto, Miss Moreau.
392366956	Oh, sei proprio una dolcezza.
628719802	Comunque, alcuni dei tuoi amici stanno aspettando che qualcuno vada a salvarli.
1192625616	Grazie per avermelo ricordato.
220086571	Allora, come sei finito in quel buco, signor...?
853303776	McCoy. Dottor McCoy.
710070477	Va bene. Ma non hai risposto alla mia domanda.
761496402	È stata una ritirata strategica.
893316439	Perché mi stai seguendo?
1251724828	È una domanda retorica?
1517720005	Guarda, se ti aspetti una specie di ricompensa, rimarrai delusa.
194195131	Ah, è questo che pensi. Non preoccuparti, dolcezza. Sono a posto.
1394520851	Argh... maledetto mal di testa.
1311045368	Bell'occhio nero. Vuoi un po' di stramonio?
1788810058	Brutta nottata? Posso darti dello stramonio per il dolore.
141632886	Il tranello del diavolo? No, grazie.
55479136	Argh...
706380539	Sicuro che non vuoi lo stramonio, dolcezza?
1078701494	Stai cercando di avvelenarmi, Miss Isabelle?
526892067	Non è stramonio puro, so come prepararlo.
2127528356	Grazie, ma so riconoscere una medicina quando la vedo.
1751667435	Tenetelo d'occhio. Se si muove, riempitelo di piombo.
1166235436	Sembra tanto un duro. Aspettate che lo mettano a lavorare in miniera.
979742090	Sei l'orso più grande, brutto e peloso che io abbia mai visto.
2013180870	Dobbiamo farlo vedere a Frank. Gli uomini forti valgono il doppio.
567407197	So che quella gabbia non può trattenerti. Ma i miei uomini sì. Fidati.
389664686	Ti saresti potuto unire a noi. Adesso andrai a marcire in qualche miniera.
344609186	Me le hai date di santa ragione, prima. Più tardi voglio la rivincita.
1883846390	Ehi, tu! Potresti trovare la chiave per farmi uscire?
148923462	Non temere, ragazzone. Ci penso io.
1752239913	Ehi! Amigo! prendi la chiave e fammi uscire!
1589604806	Calmati, ci penso io.
899864495	Ehi, Doc! Fammi uscire da qui!
825361305	Non urlare, idiota.
1706790544	Scusa... puoi aprire la serratura, vero?
568519898	Kate! Ce l'hai fatta! Presto, la chiave!
1921850393	Calma, Hector. Ti tireremo fuori in un attimo.
798651870	Ah, grazie. Quanto odio le gabbie.
393895812	Sì, sì, va bene. Devi parlare con lei...
1804992490	Devi ringraziare lei...
184340124	Allora devi ringraziare Isabelle...
412343447	Ehi, omaccione.
594614678	Ehi! Pensi che ci andrò piano solo perché mi hai liberato?
928989533	Quello è solo un pupazzo. Sono da questa parte.
599999050	Eh? Ah! Allora sei stata tu!
1556585124	Avevo sentito un odore nuovo. Mi chiamo Hector.
293053453	Isabelle Moreau. Hai anche un cognome?
429500815	Mi chiamano tutti Hector. Ora andiamo.
642359089	Sì. Ci sono altri che hanno bisogno d'aiuto.
768119225	Mi prendete per il culo!
582639522	Chi ha fatto scappare quell'orso! Trovatelo! O ci finite voi in gabbia.
531851531	Sei di queste parti, Isabella? 
883147652	Nata e cresciuta in Louisiana. E mi chiamo Isabelle.
406644960	Non sono bravo con i nomi francesi.
119973129	Allora, Isabella... è Isabella, giusto?
1143413641	Sono quasi sicura fosse Isabelle l'ultima volta che te l'ho detto.
1740464407	Ti chiamerò Belle.
918117087	Mi piaci, Hector.
1240223034	Sei bellissima. Peccato che ti manderanno a Queen's Nest.
1894284377	Dovremmo divertirci un po' durante il tragitto, eh ragazzi?
890894308	La strada è lunga fino a New Orleans. Ci terrai compagnia, eh eh.
1376940702	State attenti! È sfacciata. E picchia anche. 
1443389901	Sai cosa fanno alle ragazze come te a Queen's Nest?
788401811	Non guardarmi così, tesoro. Sono solo affari.
1336357020	Volevi vedere New Orleans, vero? Scommetto che non è andata proprio come pensavi. 
1080931051	Chissà cosa dirà Frank. Forse se la terrà per sé.
810178116	Ehi, salve! Ti dispiacerebbe prendere la chiave e farmi uscire da qui?
1024056574	Salve a te. Non preoccuparti, ci penso io.
1011731131	Ehi! Cooper! Ti dispiace prendere la chiave?
224964667	Non ti preoccupare, ci pensiamo noi.
707914472	McCoy! Che bello vederti!
1976937729	Non è una frase che sento spesso.
1603571042	Presto, apri la serratura.
2015338391	Hector! Ce l'hai fatta! Dai, prendi la chiave!
373719449	Calma, Kate. Ti faremo uscire.
773501524	Sono felice di essere uscita da quella cosa.
592102037	Credo tu debba parlare con lei...
1024116081	Il merito è tutto suo.
328939377	Ti capisco. Devi ringraziare lei...
1824902527	Ehi, bella signora.
413509809	Ne vuoi ancora, eh? Avanti, vieni qui.
1513128327	Calma. Quello è solo un pupazzo. Sono da questa parte.
908001360	Un pupazzo? Beh, tutto regolare.
417370763	Che maleducata... Kate O'Hara, piacere di conoscerti.
603155133	Isabelle Moreau. Il piacere è tutto mio, cara.
804556869	Parliamo per strada. Sono stufa di questo posto.
158319368	Giusto. Ad altri serve aiuto.
1809223422	Fermi tutti!
1693093880	Ma siete tutti ubriachi? Quella puttana è scappata! Trovatela!
1232149608	È scappata anche lei. Maledetti idioti.
519594574	Rimaniamo insieme. Quel tizio sarà un bel problema.
940005179	Merda. È scappato pure quello grosso.
377143700	Sarà un problema. Rimaniamo insieme.
604605099	È colpa tua! Se prendessi il tuo lavoro più seriamente...
1881573874	Molto divertente! Se non ricordo male eri tu al comando!
906631689	Abbiamo perso un sacco di soldi perché non hai un cervello.
