English	Englisch
1776168268	Das Büro durchsuchen
1483544029	Suche im Büro nach Wayne. Doc muss das Schloss knacken.
1015217844	Codenamen
1541996634	Finde heraus, welcher Verdächtige welchen Codenamen trägt.
910947410	Der Schakal: ???
115785275	Die wahre Identität des „Schakals“ ist noch immer unbekannt.
2107795913	Der Schakal: bekannt
1872910049	Die wahre Identität des „Schakals“ ist Richter McGain. Er hält sich im Café Chez Manu auf.
265862370	Die Spinne: ???
398061130	Die wahre Identität von „Spinne“ ist noch immer unbekannt.
1895602694	Spinne: bekannt
1220038200	Die wahre Identität von „Spinne“ ist Mr Irving. Er ist im Red Lantern zu finden.
986774561	Der Falke: ???
80201398	Die wahre Identität des „Falken“ ist noch immer unbekannt.
438176070	Der Falke: bekannt
1333558314	Die wahre Identität des „Falken“ ist Vorarbeiter O’Neill. Er befindet sich an Pier 9.
1812055617	Der Brief
1216766042	Finde heraus, wer von den Verdächtigen einen Brief mit Anweisungen hat.
869863646	Der Schakal: Brief
1403263577	Jemand namens „Der Schakal“ hat den Brief.
170532765	Der Schakal: kein Brief
326485373	Jemand namens „Schakal“ hat den Brief nicht.
1499747208	Spinne: Brief
929415149	Jemand namens „Spinne“ hat den Brief.
1558373128	Spinne: kein Brief
412038303	Jemand namens „Spinne“ hat den Brief nicht.
2034919749	Der Falke: Brief
1876282703	Jemand namens „Falke“ hat den Brief.
1367827212	Der Falke: kein Brief
1109918015	Jemand namens „Falke“ hat den Brief nicht.
1325523223	Elite-Verbindungsbetäubung
1411729772	Du kannst einen Elitegegner betäuben, indem du ihn mit einer anderen Wache verbindest und diese dann umlegst.
1898258470	Mh ... New Orleans. Eine Stadt ganz nach meinem Geschmack. Einige können sich hier sogar an meinen Namen erinnern. Ist auch besser für sie, ihn nicht zu vergessen.
1756528912	Der Mann, den du hier siehst, wird „Louis die Hand“ genannt. Er ist ein Spieler, weißt du? Und ein frecher noch dazu. Er kennt meinen Namen nicht, daher hat er auch versucht, mich zu betrügen.
1357129663	Eine fehlgeleitete Tat, aber nichts, was meine Klienten durchgehen lassen. Sie wollen ein Wörtchen mit ihm reden. Sei so freundlich und bringe ihn zu meinem Boot an Pier 9.
1589160504	Ach, mach dir nicht die Mühe, ihn lebend abzuliefern. Das Treffen wird für ihn so oder so unangenehm.
1336350858	Das solltest du besser nicht vergessen, mein Freund. Meine Klienten beobachten dich immer.
525315095	Ah, wie ich sehe, ist Mr Louis sicher an Bord gekommen. Gute Arbeit. Meine Klienten werden erfreut sein.
1609643849	Louis schnappen
1718475832	Louis die Hand hält sich derzeit auf dem Markt auf. Schnappe ihn dir tot oder lebendig.
1936143579	Louis abliefern
1651889979	Liefere Louis am genannten Boot an Pier 9 ab.
1075231710	Wie ich schon sagte, wir sind quitt.
726889046	Komm schon, Schätzchen, genau genommen haben wir Wayne noch nicht gefunden.
794767794	Meine Schuld ist abgegolten.
853016272	Du willst Geld, stimmt’s? Wayne kann dich reichlich entlohnen.
1814242977	Von wie viel reden wir?
1900965950	Nun, was ist ein erfahrener Schütze heutzutage wert?
735007346	Und woher soll ich wissen, dass das nicht nur leere Worte sind?
63736693	Du erkennst doch einen Bluff, wenn du ihn siehst. Oder, Schätzchen?
1537679916	Ach, seht euch mal an.
637499074	Nur eine geschäftliche Abmachung.
1645316606	Keine Sorge, wir werden Wayne bald finden.
1191059120	Mhm.
1529350450	Ja, danke noch mal.
1405998789	Hallo, Ladys.
1767901328	Howdy.
1751712070	Endlich Neuigkeiten, was Frank betrifft?
604259569	Ach, wir haben etwas Staub aufgewirbelt.
480260808	Und?
16045425	Offenbar wird hier bald etwas Großes passieren.
714800923	Und Frank wird mittendrin stecken.
1254625748	Wir müssen also nur abwarten, bis er sich zeigt.
510442306	Und ihr? Hattet ihr schon Glück bei der Suche nach Wayne?
592739093	Die haben ihn an einen geheimen Ort im Bayou gebracht.
1327266590	Ich könnte schon etwas Hilfe gebrauchen, wenn ich ihn dort rausholen will.
1206896571	Außer ihr wollt den ganzen Spaß mir unserm Schätzchen überlassen.
1528463808	Im Sumpf, hm? Wie kommt es, dass du mit an Bord bist, Doc?
371658829	Mir wurde ein angemessener Ausgleich angeboten.
1737140275	Was sagst du, Amigo?
554453436	Also gut. 
1401730595	Aber einer von uns sollte zurückbleiben und versuchen, mehr herauszufinden.
928787085	Das könnt ihr mir überlassen.
347154777	Prima, dann mal los.
63572737	Es ist fast vorbei.
744276640	Hoffentlich.
1760714323	Kate.
314368980	Nur ein Gedanke.
1836841578	Wenn du Frank siehst, ... 
747524990	... dann halt dich unbedingt fern von ihm.
1636053587	Ja, klar.
1618556394	
530999012	Wir haben es geschafft. Und das Begrüßungskomitee steht auch schon bereit.
391549281	Hey, ohne ein paar Greenhorns im Weg würde es ja auch keinen Spaß machen.
560262577	Ein paar? Mann, wer hat dir das Zählen beigebracht?
230156137	Ich selbst. Das muss der Eingang zum Queen’s Nest sein. 
1729662051	Ohne die anderen kommen wir da nicht durch.
987727232	Dann hoffen wir mal, dass sie nicht versumpft sind.
923629017	Siehst du die Wachen? Das muss es sein.
1636836732	Wurde auch Zeit. Dieser Sumpf stinkt.
577485680	Dann schlagen wir uns mal zu den anderen durch.
1583145713	Und, Belle? Was denkst du, wo sie deinen Freund festhalten?
68532589	Ich wette, Wayne ist in einem der Käfige. Wir müssen sie alle abklappern.
1509161406	McCoy soll sich um die Schlösser kümmern.
2130325518	Und wenn dein Wayne frei ist?
1919762542	Dann fackeln wir ihren Dampfer ab. Ruinieren ihnen das Geschäft.
2056886389	Wie denn?
835921626	Zuerst müssen wir das Fass auf dem Dach zerschlagen.
1628167094	Ein Fall für die Axt!
1763541953	Genau. Und wenn das Öl ausläuft, findet sich bestimmt eine kleine Fackel.
1106934862	Anzünden und ab dafür.
295892134	Ha, gefällt mir. Aber wie sollen wir abhauen?
1377308491	Wir schnappen uns einen der Kähne am Anleger und schippern damit zur Stadt zurück.
487083302	Klingt nach einem guten Plan.
2034311477	In Ordnung: eindringen, Wayne rausholen, den ganzen Mist abfackeln und auf Teufel komm raus verschwinden.
973473391	Los geht’s.
1079709068	Wir müssen hier vorsichtig sein. Wenn du durch flaches Wasser gehst, machst du Geräusche.
349939198	Äh, klar.
348731245	Und vergiss den Schlamm nicht. Du hinterlässt Fußspuren.
2048014237	Ich hasse Sümpfe.
195707661	Also gut, dort entlang.
779454957	Auf geht’s. Ich will drinnen sein, bevor McCoy eintrifft.
515244566	Schließt ihr zwei Wetten ab oder was?
118011838	Nein, ich möchte nur sein dummes Gesicht sehen.
967276896	Wir machen Fortschritte. Wir werden zuerst da sein.
1303117509	Warum kommst du mit Doc nicht klar? So übel ist er doch gar nicht.
1352835939	Mir gefällt seine Einstellung nicht. Für den richtigen Preis macht er alles. 
301921037	Erinnert mich zu sehr an jemanden, den ich mal kannte.
201567580	Dort geht es hinein.  Wayne muss da drin sein.
9762025	Dieser Wayne muss ein wirklich guter Freund sein, wenn du all das auf dich nimmst.
1537149592	Es gab mal eine Zeit, in der hab ich für Geld alles gemacht. Und ich meine alles!
870743775	Wayne hat mich aus diesem Loch rausgeholt. Ich schulde ihm was.
1950692778	Aahhh! Es geht doch nichts über einen guten alten Magull Whiskey.
1422168245	Hey! Lass uns auch was übrig, ja?
1958744351	Der Mistkerl hat alles ausgetrunken, hehehe.
2078299011	Ich werde mich etwas mit diesem Wayne vergnügen.
1509218974	Hab gehört, er soll ein Marshal sein oder so.
1969518147	Jetzt nicht mehr, hehehe.
941523875	Meinst du, DeVitt kommt hierher?
464502605	Ne. Reiche Leute wie er machen sich nicht die Schuhe dreckig.
1202578248	Und hier kann man wirklich keine sauberen Schuhe behalten, hehehe.
1813814268	Ich glaube nicht, dass ich dich jemals nüchtern gesehen habe, Lawrence.
1667671119	Bullshit. Er hat einen Schuss, das ist alles.
356011784	Hehehe, hehehe, hehe.
1008994962	Wir bleiben besser unauffällig.
394342275	Isabelle hat diesen Bach erwähnt. Muss also der richtige Weg sein.
1942497857	Ich würde sagen, die vielen Wachen sagen schon alles.
414612662	Auf geht’s. Ich würde gern der Erste sein.
1966048323	Ich habe den Eindruck, dass du Isabelle nicht sonderlich magst.
1887668967	Ich denke, das beruht auf Gegenseitigkeit. 
1768172355	Tja, freut mich, dass du trotzdem hilfst.
1742429876	Das ist rein geschäftlich. 
1715622344	Ich glaube, ich kann die Wand dort sehen.
144811573	Sie nimmt einiges auf sich, um diesen Wayne zu retten. Scheint etwas Persönliches zu sein.
714123754	Wenn es persönlich wird, enden meistens die falschen Leute als Leiche. Deshalb mach ich es mir lieber einfach.
409515846	Mhm.
1375335870	Öffnen wir die Käfige.
1618727316	Öffnen wir die Käfige.
566432768	Sag mal, ich dachte, die Sklaverei wäre vor einer Weile abgeschafft worden.
547737395	Deshalb nennt man das jetzt „Convict Leasing“.
2016914504	Was soll das denn sein?
1291492756	Sagen wir mal, die DeVitt Company liest dich von der Straße auf und beschuldigt dich der Landstreicherei. 
239733619	Als Straftäter wirst du dann an den Höchstbieter ausgeliehen, um bei ihm die Strafe abzuarbeiten.
1659475668	Klingt für mich nicht anders als Sklaverei.
1728484103	Der Unterschied ist vernachlässigbar.
2083170775	In dieser Gegend krieg ich Zustände.
594152490	Ja. Gut, dass diese Wände um das Nest herum stehen.
202155042	Hier draußen wollte ich ungeschützt keine Nacht verbringen.
1454660690	Da sind wir schon zwei.
996639398	Hast du vom alten Earl gehört? Der arme Kerl, der vom Boot gefallen ist?
2114955412	Was ist mit ihm?
747483830	Ist ins Wasser geklatscht. Nie wieder aufgetaucht. Kein Blut, kein gar nichts.
2087442948	Seltsam. Earl ist doch ein guter Schwimmer.
305838969	Weißt du was? Ich glaube, die Sumpfhexen haben ihn geholt.
445767501	Wie die, die nach Baton Rouge kamen?
371577210	Mhm. Vielleicht holen sie ja die Leute. Fangen sie für finstere Zwecke ein.
476853523	Mich kriegen sie nicht ohne einen Kampf!
1615479233	Kinderspiel.
660148769	Ha, wir sind drin.
1543987577	Gut, die anderen sehe ich nicht. Was bedeutet, dass wir zuerst hier sind.
238910278	Oder haben die sich vielleicht DOCH verlaufen?
1230300097	Endlich.
1596514092	Okay, wir sind drin.
1341400201	Anscheinend haben wir es zuerst geschafft.
1216673648	Vielleicht haben sie Probleme bekommen.
1053210360	Da sind sie.
255975754	Ha, da sind sie.
1144857004	Hallöchen, Leute.
1547221140	Sieh mal einer an, wer da ist.
1306748513	Warum hat das so lange gedauert?
554557884	Seid ihr noch immer da draußen?
1079425902	Ich wusste gar nicht, dass das ein Wettrennen war.
857683934	Ja, ich hab dich auch vermisst, Schätzchen.
1866457909	Ihr habt euch aber Zeit gelassen.
256514254	Seid ihr beide noch immer da draußen?
1477069799	Entschuldigung, wir haben die harte Tour genommen!
210017879	Ja, und die kürzere.
118707927	Hier sind aber viele Leute in Käfige gesperrt.
1500034521	Dann öffnen wir jetzt die Käfige, bis wir deinen Freund finden.
265717227	Da sind die Käfige. Gut, dass ich ein paar zusätzliche Dietriche einpackt habe.
476624086	Wayne muss in einem der Käfige sein. Wir müssen sie nur alle abklappern.
1884905362	Oh, seht euch an. Habt ihr Angst? Solltet ihr haben.
1371063274	Habt ihr jemals eine Spitzhacke geschwungen? Na ja, werdet euch dran gewöhnen.
1826335791	Keine Sorge. Es wird viele Gelegenheiten geben euch einzubringen.
415611479	Vielleicht schicken sie euch in den Nordwesten. Wie ich hörte, muss da eine Brücke wiederaufgebaut werden.
475557256	Willkommen bei der DeVitt Company, Ladys und Gents, hehe.
2063499326	Danke, Fremder.
1251041711	Ja. Gibt es hier jemanden namens Wayne?
1494454137	Äh, ich glaube nicht.
1405948237	Egal.
1676285114	Wartet, bis die Luft rein ist. Dann lauft zum Sumpf.
781402605	Der Himmel muss Sie geschickt haben.
318311583	Das bezweifle ich. Hört hier irgendwer auf den Namen Wayne?
304756772	Wayne? Nicht, dass ich wüsste.
400518916	War ja klar.
1452111030	Hier warten. Erst gehen, wenn die Luft rein ist.
1196846099	Nun, welch ein erfreulicher Anblick, Fremder. Marshal Wayne zu Diensten.
1192149446	Da sucht eine Voodoo-Frau nach Ihnen.
160627544	Moment mal. Haben Sie „Marshal“ gesagt?!
1119181442	Natürlich, mein Freund. Verschwinden wir von hier.
1677647722	Ich hoffe, Ihnen ist noch etwas Glück beschieden, Marshal. Wir warten, bis es sicher ist, zu fliehen.
23696602	Isabelle!
537540583	Wayne! Du siehst aus, als hätte dich die Katze angeschleppt!
1653558980	Ich wusste, du würdest mich nicht umkommen lassen. Lass uns von hier verschwinden.
1045505533	Ha, allerdings.
421858296	Das waren die Letzten.
1234617061	Das haben Sie gut gemacht, mein Freund. Diese Leute werden sich ewig an Sie erinnern.
553760005	Ich bin mir nicht sicher, ob ich das will.
1884614326	Tut mir leid, so eine Last zu sein. Ich habe keine Waffe.
414793650	Solange Sie mithalten können, ist alles gut.
1556384979	Falls Sie sie gerade nicht brauchen, könnten Sie mir diese Buntline leihen.
1837007047	Falls ich eine Kugel in den Kopf bekomme, gehört sie Ihnen. Sonst bleibt sie bei mir.
2015781415	Die River Queen. Muss zu ihrer Zeit eine Schönheit gewesen sein.
1387989918	Was für ein prächtiges Dampfschiff. Wie konnte es hier nur steckenbleiben?
422182605	Wenn dies das Queen’s Nest ist, dann ist sie wohl die Queen.
1550681455	Die River Queen, hm?
2054753324	Ziemlich viel altes Holz. Braucht nur etwas Öl und eine lustig lodernde Fackel.
1264776285	Einverstanden. Schicken wir das Miststück in die Hölle, wo es hingehört.
1297900288	...!
388686307	Das wäre das Öl.
1234981256	Gut. Jetzt müssen wir uns Feuer besorgen.
391215177	Das geht ab!
14184608	Das ist mal ein echtes Louisiana-Barbecue.
1947094530	Dieses Feuer geht nicht so schnell aus.
334527012	Der Gerechtigkeit wurde gedient.
1097581157	Seht euch das an, mir wird ganz warm ums Herz.
1848331215	Jetzt müssen wir nur noch Wayne holen.
2029422069	Heilige Scheiße! Die Queen brennt!
879665245	Die Queen steht in Flammen!
1691191266	Holt Wasser, gottverdammt.
1651797763	Woher sollen wir denn Wasser holen?
984070505	Das ist ein verdammter Sumpf, du Schwachkopf!
1952535104	Bewegung!
1146180855	Ich glaube, wir sind hier fertig. Schnappen wir uns ein Boot.
40099435	Verschwinden wir von hier.
1013386272	Ich bin gleich hinter euch.
1177725420	... Moment mal ... Dieser Geruch ...
861634660	Dieser ... Whiskey! Och, es ist schon Jahre her ...
1660271882	Magull Whiskey! Oho, komm zu Hector.
196742734	Hmm ...
549644638	Schade, dass wir das Fass hierlassen müssen.
1223509762	Anscheinend haben wir es alle geschafft.
1084459754	Ha, schaut mal, wie das Ding brennt.
1866910761	Wurde auch Zeit, dass das jemand erledigt. Diese Mistkerle sollen in der Hölle schmoren.
1886773831	Zurück zur Stadt. Für heute hatte ich schon genug Sumpf.
1800566241	Da gebe ich dir recht. Zurück nach New Orleans.
503426413	Wayne finden
672030005	Wayne ist in einem der Käfige eingesperrt. Knacke mit Doc die Schlösser und finde ihn.
996230318	Käfig A
1377345476	Da drin nach Wayne suchen.
1681441679	Käfig B
1448160974	Da drin nach Wayne suchen.
880926010	Käfig C
910307213	Da drin nach Wayne suchen.
1767642942	Die Queen in Brand setzen
1711852069	Die River Queen ist ein alter Dampfer, der als Herz der Basis dient. Fackele sie ab.
1869799317	Das Ölfass aufbrechen
1699007547	Brich das Ölfass mit Hectors Axt auf.
436269072	Eine Fackel nehmen
313231754	Nachdem du das Öl vergossen hast, musst du eine Fackel vom Lagerfeuer besorgen und es anzünden.
166841736	Entkommen
1604341002	Bringe Wayne und die anderen zum Boot, damit ihr entkommen könnt.
1378508936	Fackeln und Öl
361164267	An Lagerfeuern kannst du Fackeln aufnehmen und diese mitnehmen. Wirf sie, um Bereiche zu entzünden, die mit Öl bedeckt sind.
216101306	Wayne
1976141749	Du hast Wayne gefunden. Sorge dafür, dass er am Leben bleibt.
788724665	Anscheinend kommen wir hier vom Regen in die Traufe.
787748742	Na ja, ist auch keine Überraschung nach unserem kleinen Lagerfeuer im Sumpf.
2020914219	Jetzt weiß Frank, dass wir kommen.
144105785	Junge ...
734548261	Ich glaube nicht, dass es eine gute Idee ist, ihm jetzt zu folgen.
1204234648	Bei allem Respekt, Marshal, das geht Sie nichts an.
1035161825	Warum nicht abwarten, bis sich alles beruhigt hat?
91022030	Tja. Wir brauchen einen ordentlichen Plan.
408664922	Schon gut. Hector und ich machen das schon.
647570020	Hallöchen, Leute!
1331179360	Hat unser Schätzchen dich schon gefunden?
1157283445	Hör ich da etwa Zweifel?
310260247	Sie müssen Wayne sein. Kate O’Hara.
753076254	Marshal Wayne zu Diensten.
2106651962	Marshal?!
26992097	Wieso hast du uns das nicht erzählt, Isabelle?
1868225304	Na ja, als wir uns das erste Mal trafen, war er noch kein Marshal.
524697879	Wie auch immer, ich würde sagen, von jetzt an wird alles besser.
1755033369	Ich schulde Ihnen allen sehr viel, Gentlemen. 
1826222432	Ich hoffe, Ihnen den Gefallen eines Tages zurückzahlen zu können.
172605929	Oh, Sie können mich auch direkt bezahlen, Marshal.
2101720186	Entschuldigung?
1033720154	Nun ... Ich erkläre das wohl mal besser.
998730654	Viel Glück, Cooper.
1226876160	Was machst du denn?
59166717	Glaubst du, ich lass dich alleine gehen?
9606538	Du solltest mit ihnen gehen.
1200174825	Tja, ich würde lieber mitkommen, wenn das in Ordnung ist.
252754292	Wie du meinst.
1158997095	
266443030	Nun gut. Also, wo ist Frank?
1268483996	Unten am Hafen, Pier 9. 
1833083206	Was auch immer dort los ist, er kümmert sich drum.
577818914	Dann sollten wir auch dorthin. Wir treffen uns am Tor.
1586362491	Da sind viele Patrouillen auf der Straße.
314533104	Das Blöde ist, ich habe meine Verkleidung verloren.
96392486	Was ist passiert?
417453428	Sagen wir mal, beim Pokerspiel habe ich noch ein paar Dinge zu lernen.
57838474	Wie auch immer, ich denke, ich kann im Bordell eine neue bekommen.
1829053166	Wie auch immer, ich denke, ich kann im Red Lantern eine neue bekommen.
179603340	Auf dem Weg zum Pier können wir dort einen Zwischenstopp einlegen.
407267459	Nun gut. Auf geht’s, bevor Frank wieder türmt.
1293480776	...! ...! ...! Hey!
1154784819	Was hab ich verpasst?
1648054498	Nur den Plan. Ich erkläre es unterwegs.
345719109	Gut. Bereit für den Einsatz.
1424107471	Lasst uns die Sperre umgehen.
921127699	Von dieser Straßensperre halten wir uns besser fern.
837549036	Was die Ausgangssperre betrifft, meinen die es ernst.
1241250391	Frank muss wegen irgendwas nervös sein.
255654356	Bedeutet, dass Frank nervös wird. Das ist gut.
1366938416	Weitere DeVitt-Männer voraus.
180571989	Oh, ich sehe viel Arbeit für Bianca.
194022756	Vorsicht. Überall sind Straßensperren.
352018647	Wie kommen wir an denen vorbei?
1245413102	Auf dem Markt finden wir mehr Deckung. Ich würde es dort entlang probieren.
2034006796	Sind die immer noch auf freiem Fuß? Sind wir in Gefahr?
572142553	Ich fürchte, ja. Ich muss Sie bitten, hinter der Absperrung zu bleiben.
2130247634	Hast du das gehört, Howard? Wie aufregend.
12701244	Wer sind diese Kriminellen?
1912110629	Sie haben einen aufrechten Bürger angegriffen. Aber wir werden sie schnappen.
710461841	Ich wette, das waren diese farbigen Leute von nebenan. 
1312556794	Wie kommt es, dass Sie hier sind und nicht der Sheriff?
1888041617	Ich arbeite für Mr DeVitt, Sir. Aber bei der Durchsetzung der Gesetze sind wir gerne behilflich.
2053058130	DeVitt ist so ein feiner Kerl. Kümmert sich immer um die Gemeinde.
1275055805	Wie ich hörte, soll Mr DeVitt herkommen. Ist er schon eingetroffen?
479044658	Das kann ich Ihnen nicht sagen, Sir. Ich bin mit seinem Zeitplan nicht vertraut.
1807467019	Ach, er ist bestimmt sehr beschäftigt.
28630119	Na ja, ich hoffe, Sie fangen die Mistkerle.
1652285002	Das hoffen wir auch, Sir. Nun würden Sie sich dann jetzt bitte nach Hause begeben?
404404980	So ein Unsinn. Das möchten wir auf keinen Fall verpassen.
1507779349	Gehen wir das noch einmal durch. Wie sieht der Mann aus?
1477480309	Komm schon, Freddy. Das hab ich dir doch schon gesagt.
423571518	Spreche ich Spanisch? Wie sieht der Mann aus?!
1080214708	Äh, brauner Mantel, schmutzige Jeans? Du weißt schon, ganz normal.
1624069901	Er hat also nach Frank gefragt. Was hast du ihm gesagt?
234355698	Meinst du etwa, ich sei ein Verräter? Ich hab ihm gesagt, er soll sich zum Teufel scheren.
1996325731	Tja, warum glaube ich dir nicht?
1010721157	Er hat mich bewusstlos geschlagen, Mann! Was willst du noch?
1699045499	Sonst noch was?
1229887837	Er hatte zwei Waffen bei sich. Eine sah alt aus, die andere ziemlich neu.
1367700055	Frank wird darüber gar nicht erfreut sein.
1626019556	Ich hab ihm gesagt, was ich dir gesagt hab. Verdammt noch mal.
1986795261	So viel dazu.
1563044379	Hier durch.
778651497	Geradewegs durch die Sperre. Ziemlich dreist, meinst du nicht?
114443374	Es hat geklappt. Und jetzt weiter, Frank wartet.
1128538110	Hälfte geschafft.
1489257316	Äh, wohin jetzt?.
430255386	Warum machen wir keinen Zwischenstopp beim Red Lantern? Ich könnte wirklich eine Verkleidung gebrauchen.
1832326260	Auch egal. Alle Wege führen zum Hafen.
1149630617	In Ordnung. Da ist das Bordell.
1764674115	Hmm, da ist das Bordell.
1815809576	Offenbar ist das Red Lantern heute geschlossen.
1893706550	Wie auch immer. Wir sollten uns beeilen.
1532694153	Ha, das erinnert mich an das eine in Deadwood.
2047439447	Nicht jetzt, Hector.
1273162532	Wie lange soll das noch dauern? Wir haben Reservierungen für heute!
1352318700	Ha, wie ich schon sagte. Das Gebäude ist aufgrund einer Untersuchung abgeriegelt.
2057685011	Das ist absurd! Sie wollen das Gebäude nur für sich selbst!
903071688	Wir warten schon seit über einer Stunde. Können Sie das nicht beschleunigen?
131639378	Wir stellen nur sicher, dass wir, äh, alle möglichen Winkel untersuchen.
1922022234	Und ich werde sicherstellen, dass ich eine ausführliche Beschwerde bei Mr Irving einreichen werde.
1405781978	„Befragen“ Sie immer noch die Mädchen? Halten Sie mich für dumm, Sir?
1034219066	Ha, nein, Sir. Ich halte Sie für einen Gentlemen mit viel Geduld.
1672081835	Geduld?! Wir werden hier draußen völlig durchnässt, Sie unverfrorener Rohling!
823446862	Öffnen Sie das verdammte Tor! Wir haben Durst und brauchen Gesellschaft!
472052624	Tut mir leid, Sir. Wenigstens müssen Sie ja nicht alleine warten.
490607596	Frechheit! Wagen Sie es ja nicht, durch diese Türen zurückzugehen!
1442311527	Die werden wütend da draußen.
39632712	Vielleicht solltest du deinen Hengsten sagen, dass sie sich mit ihrer „Untersuchung“ beeilen sollen.
2094441960	Wir haben Zeit. Warum dann nicht auch etwas Spaß haben?
704498306	Sieh mal, Schätzchen, wir werden von deinem Boss bezahlt. Das macht uns aber nicht zu Freunden.
2021559530	Sieh dir diese Idioten da draußen an, haha.
1443684589	Diese Idioten sind zahlende Kunden. Im Gegensatz zu euch DeVitt-Jungs hier.
1700851674	Komm schon, Süße. Ich kann auch noch draufzahlen.
1454563349	Warum bringst du nicht zuerst deine „Untersuchung“ zu Ende? Danach können wir reden.
267095627	Vielleicht haben wir es hier übertrieben.
1114932424	Ne. Ist schon gut! Hier kommt niemand durch.
399338843	Ja, aber wer wird das nachher wieder aufräumen?
1051223816	Ich jedenfalls nicht, so viel ist sicher.
405274239	Meine Güte ...
2094576614	Seht euch diesen ganzen Schrott an.
1823804974	Schätze es führen doch nicht alle Wege zum Hafen.
440601529	Ich habe, was ich brauche.
1871149542	Dann brechen wir mal auf.
851670999	Dort entlang.
1818043732	Dort entlang, Amigo.
423452625	Der Hafen ist jetzt nicht mehr weit. Nur noch die Straße entlang.
2110783539	Der Hafen ist jetzt nicht mehr weit. Nur noch die Gasse entlang.
32736333	Dann ist die Jagd wohl bald vorbei.
1261584198	Mhm.
1853430813	Da.
1181533852	Ich kann den Fluss riechen.
361861253	Seht ihr den Zaun? Da ist der Hafen.
1724359099	Du bist in letzter Zeit ziemlich still.
1538141028	Ich denke nur nach, keine Sorge.
1993344264	Kann ich jetzt in die Kutsche, Ma’am? Ich bin schon völlig durchnässt.
129710443	Ich fürchte, nicht. Wir müssen alles durchsuchen, und zwar sehr sorgflätig ... sorgenfaltig ...
63074807	Sorgfältig?
138876612	Ja, genau das meinte ich.
115078417	Ich weiß nicht, was Sie von mir wollen.
981411702	Es geht nicht darum, was ich will. Es geht darum, was SIE wollen.
616559700	Ich? Sie haben doch meine Kutsche angehalten!
80702425	Äh, nein! Verdammt, das hab ich verbockt.
1152265814	Sind Sie betrunken, Ma’am?
1980030479	Jawoll. Sturzbetrunken, hehe. Haben Sie ein Problem damit?
2078706220	Ich kann nicht glauben, dass Sie für den Sheriff arbeiten.
585620394	Oh, das sollten Sie aber besser, Partner. Wir haben aaaalle Bescheinigungen.
1321738850	Die Mistkerle haben das Schloss vom Büro geknackt.
1229352555	Ich wette, Frank war gar nicht froh darüber.
1533530238	Tja. Aber reagiert er nicht ein wenig zu heftig?
968644808	Tja, man weiß nie, was in seinem Kopf los ist.
1598804511	In Ordnung. Wir sind am Hafen.
1468679126	Ah, das ist der Hafen.
1167952505	Jetzt ist es nicht mehr weit. Wir werden ihn erwischen, Cooper. Keine Sorge.
1565595358	Werd jetzt nicht übermütig. Wir haben noch ein Stück vor uns.
885220465	Wir haben schon Schlimmeres durchgemacht, oder?
312617706	Das kann man nie wissen.
1726825296	Fast geschafft.
1556929191	Wir sind fast da, Amigo.
1555000561	Du hast mir nie gesagt, was zwischen dir und Frank vorgefallen ist.
83081385	Das ist eine lange Geschichte.
463462753	Das ist es immer.
1860391705	Ich erzähle sie dir, wenn wir hier fertig sind, okay?
1562553822	Da ist noch immer Rauch über dem Sumpf.
3072081	Wen interessiert’s? Wir stehen immer noch hier draußen im Regen.
1903911585	Wenn du dich beschweren willst, geh zu Frank. 
264435687	Ja, klar. Hast du gesehen, in welcher Stimmung er in letzter Zeit ist?
1959853890	Meinst du, sie kommen wieder zurück?
755971848	Wenn ja, dann hoffentlich bald. Ich will raus aus diesem Regen.
427139078	Pass nur auf, was du dir wünschst. Angeblich sind sie gefährlich.
1433012591	Lieber stehe ich in einer Schießerei als in diesem verdammten Regen.
1075732644	Hast du gehört, was Frank mit dem armen Lewis angestellt hat?
714126194	Darüber sollen wir nicht reden.
1806619748	Ich meine, der Mann war dumm wie Stroh, aber trotzdem ...
593162373	Frank ist schon länger recht seltsam. Vielleicht verliert er endlich den Verstand.
843777318	Vorsicht. Frank hat gesagt, dass sie vielleicht herkommen, nach allem, was im Nest passiert ist.
1366766968	Alles klar, Boss. Ich halte die Augen offen.
246484724	Die haben so einen großen Typen dabei. Auf den musst du aufpassen, soll ein harter Hund sein.
1011762172	In Ordnung, ich werde vorsichtig sein.
355407443	Augen auf! Frank hat gesagt, dass sie vielleicht hier durch kommen.
1147105472	Okay! Ich bleibe hier.
1459970057	Wachsam bleiben! Diese Typen machen ziemlich viel Ärger.
839411700	Ich werde die Augen offen halten.
1756631365	Zuletzt haben wir sie am Nest gesehen. Frank sagt, dass sie vielleicht herkommen. 
2019980298	Oh, hoffentlich, hehe.
1435054417	Wachsam bleiben! Wer weiß, was diese Arschlöcher vorhaben.
1871452352	Alles unter Kontrolle, Boss.
1627958694	Pier 9 ist gleich um die Ecke.
163337462	Da ist der Hafen. Welche Zahl war es noch mal?
396578546	Nicht vergessen: Wir treffen uns alle am Tor von Pier 9. Niemand geht alleine rein.
1239364360	Kein Problem, Cooper.
1461662265	Klare Sache, Amigo.
1592874094	Da wären wir. Pier 9.
1971851449	Sesam öffne dich, hehe.
251973098	Wie lautet jetzt der Plan?
471402247	Ich gehe alleine rein.
1299927685	Einen Teufel wirst du tun, Cooper.
142722208	Du weißt, wie das laufen muss.
1763287543	Dieses Mal nicht, Cooper.
