English	영어
1683052577	다이너마이트 사용
1385269576	통에서 <skill>다이너마이트</skill>를 집어 던질 수 있습니다./n{2}으로 조준한 후 {3}으로 투척하세요./n조심하세요. 너무 오래 지체하면 손 안에서 폭발할 수 있습니다.
1505140734	통에서 <skill>다이너마이트</skill>를 집어 던질 수 있습니다./n{1}으로 조준한 후 {2}으로 투척하세요./n조심하세요. 너무 오래 지체하면 손 안에서 폭발할 수 있습니다.
986016286	소매치기
1040402450	특정 임무에서 케이트가 적들을 <skill>소매치기</skill>할 수 있습니다./n하지만 조심하세요! 소매치기를 하다가 <skill>발각</skill>되면 경보가 울립니다./n{0}을 누른 채 {1}으로 목표를 선택하세요.
1965673562	특정 임무에서 케이트가 적들을 <skill>소매치기</skill>할 수 있습니다./n하지만 <skill>발각</skill>되면 경보가 울립니다./n목표에 가까이 다가간 후 {0}으로 주머니를 터세요.
1036264098	말에게 동전을 던지세요.
357399918	쇼다운 모드({0})를 떠나세요.
881960063	{0} 행동을 실행하세요.
59907472	말에게 동전을 던지세요.
1014902990	쇼다운 모드({0})를 떠나세요.
1015377738	{0} 행동을 실행하세요.
1567781377	여러 명의 캐릭터 선택
469629017	{0}을 누른 채 직사각형 모양으로 드래그하여 <skill>여러 명의 캐릭터를 선택</skill>할 수 있습니다.
1484251413	동시에 <skill>여러 명의 캐릭터를 선택</skill>할 수 있습니다./n{0}을 눌러 <skill>스킬 휠</skill>을 여세요./n그런 다음 {1}으로 캐릭터를 선택하세요./n{2}을 누르면 캐릭터가 선택 항목에 추가됩니다.
8510378	민간인 구역
2042750386	 캐릭터는 수상한 행동만 하지 않으면 <skill>민간인 구역</skill>을 발각되지 않고 통과할 수 있습니다./n<skill>빨간색 마커</skill>는 <skill>민간인 구역</skill>을 떠나거나 들어간다는 것을 의미합니다.
1920588610	롱코트
1160028354	<skill>롱코트</skill>는 가장 위험한 적입니다./n오직 헥터만이 <skill>믿음직한 도끼</skill>나 <skill>맨주먹</skill>으로 롱코트를 직접 처치할 수 있습니다.
1182687730	롱코트 결속
891957788	롱코트를 낮은 계급의 경비와 결속할 수 있습니다. 결속된 경비를 처치하면 롱코트가 무력화되어 안전하게 공격할 수 있습니다.
1063170881	판초 경비
1729102775	<skill>판초</skill>를 입은 경비는 쉽게 속지 않습니다. 이들은 <skill>자리를 떠나지 않고</skill> 주의 돌리기의 지속 시간도 훨씬 더 짧습니다.
1077739942	롱코트 기절시키기
1023966315	헥터가 없는 경우 <skill>롱코트</skill>를 처치하기가 매우 어렵습니다./n롱코트를 처치하려면 먼저 <skill>사격</skill>을 가해 <skill>기절</skill>시킨 후 뒤에서 몰래 접근해야 합니다./n롱코트는 <skill>케이트의 변장도 간파</skill>하기 때문에 주의를 돌리기가 어렵습니다.
495832922	원뿔 시야 표식
1558125949	<skill>원뿔 시야 표식</skill>은 특정 지점에 대한 경비의 감시 여부를 보여줍니다./n{0}을 길게 눌러 특정 <skill>위치</skill> 또는 <skill>경비</skill>에게 배치하세요./n
1351644456	<skill>원뿔 시야 표식</skill>은 특정 지점에 대한 경비의 감시 여부를 보여줍니다./n{0}을 누른 채 커서를 움직인 후, {1}을 눌러 특정 <skill>위치</skill> 또는 <skill>경비</skill>에게 배치하세요./n
474395380	물체 강조 표시
205196585	{0}을 눌러 모든 상호작용 가능 물체와 적들을 <skill>강조 표시</skill>할 수 있습니다.
1238248782	{0}을 눌러 모든 상호작용 가능 물체와 적들을 <skill>강조 표시</skill>할 수 있습니다.
1490757284	따라오기
1320541830	케이트는 <skill>경비</skill>가 짧은 시간 동안 자신을 따라오도록 유인할 수 있습니다./n여성, 판초 경비, 롱코트는 이 스킬에 면역입니다.
1314573438	케이트는 <skill>경비</skill>가 짧은 시간 동안 자신을 따라오도록 유인할 수 있습니다./n경비를 유혹한 후 {0}을 다시 누르면 케이트를 따라옵니다./n여성, 판초 경비, 롱코트는 이 스킬에 면역입니다.
955787236	광산 수레
1847265587	<skill>광산 수레</skill>는 철로를 따라 <skill>옮길</skill> 수 있습니다. 철로 옆 레버로 <skill>철로를 전환</skill>할 수 있습니다./n{0}을 누르면 수레를 <skill>놓을</skill> 수 있습니다./n조심하세요! 수레는 총탄에 맞으면 폭발합니다.
340709910	<skill>광산 수레</skill>는 철로를 따라 <skill>옮길</skill> 수 있습니다. 철로 옆 레버로 <skill>철로를 전환</skill>할 수 있습니다./n{0}을 누르면 수레를 <skill>놓을</skill> 수 있습니다./n조심하세요! 수레는 총탄에 맞으면 폭발합니다.
122918593	빠른 저장과 빠른 불러오기
162479796	언제든지 {0}을 눌러 게임을 저장할 수 있습니다./n{1}을 누르면 마지막으로 저장한 게임을 빠르게 불러옵니다./n이 기능을 <skill>자주</skill> 활용하세요! 실패와 재시도는 <skill>의도</skill>된 것으로 게임의 일부입니다.
274179946	언제든지 {0}을 눌러 게임을 저장할 수 있습니다./n{1}을 눌러 불러올 저장 게임을 선택하면 마지막으로 저장한 게임을 빠르게 불러옵니다./n이 기능을 <skill>자주</skill> 활용하세요! 실패와 재시도는 <skill>의도</skill>된 것으로 게임의 일부입니다.
1897236503	향수병
488427544	케이트는 <skill>향수병</skill>을 무한정 쓸 수 있습니다. 하나의 향수병은 범위 내 모든 <skill>경비</skill>를 일시적으로 실명하게 합니다./n이 스킬은 <skill>롱코트</skill>와 <skill>판초 경비</skill>를 포함한 모든 유형의 경비에 통하는 몇 안 되는 능력 중 하나입니다.
896736163	기절
1968621861	케이트는 경비를 기절시킬 수만 있으며 <skill>살상이 가능한</skill> 제압 기술이 없습니다./n적을 결박할 밧줄도 휴대하지 않기 때문에, 다시 깨어날 때를 조심해야 합니다.
1385813891	매혹
1705470805	케이트는 <skill>경비</skill>를 <skill>매혹</skill>해 주의를 돌릴 수 있습니다./n경비를 매혹하면 원하는 만큼 케이트를 바라보도록 할 수 있습니다./n{0}으로 스킬을 선택한 후 목표를 선택하세요.
1629591389	케이트는 <skill>경비</skill>를 <skill>매혹</skill>해 주의를 돌릴 수 있습니다./n경비를 매혹하면 원하는 만큼 케이트를 바라보도록 할 수 있습니다./n경비에게 가까이 다가간 후 {0}을 누르면 경비를 매혹합니다.
137511216	광원
758335557	일부 <skill>광원</skill>은 <skill>끌 수 있습니다</skill>. 꺼진 불을 본 경비는 다시 불을 붙입니다.
630348001	기름 함정
966811184	<skill>기름 함정</skill>에 불을 붙이면 경보를 울리지 않고 범위 내 대상을 처치할 수 있습니다./n 대형 모닥불에서 <skill>횃불</skill> 하나를 잡은 후 기름 함정에 던지세요./n주의: 횃불을 들고 다니면 적에게 노출되고, 덤불 속으로 들어가면 횃불이 꺼집니다.
229242698	<skill>기름 함정</skill>에 불을 붙이면 경보를 울리지 않고 범위 내 대상을 처치할 수 있습니다./n 대형 모닥불에서 <skill>횃불</skill> 하나를 잡은 후 기름 함정에 던지세요./n주의: 횃불을 들고 다니면 적에게 노출되고, 덤불 속으로 들어가면 횃불이 꺼집니다.
39295875	케이트의 변장
508374419	케이트가 <skill>변장 도구</skill>를 주운 뒤 {0}을 눌러 착용할 수 있습니다./n변장한 동안에는 <skill>들키지 않고</skill> 적 지역을 통과할 수 있습니다./n<skill>롱코트</skill>와 <skill>경비견</skill>은 변장을 간파합니다.
966230627	케이트가 <skill>변장 도구</skill>를 주운 뒤, 스킬 휠에서 {0}을 눌러 선택하면 변장 도구를 착용합니다.변장한 동안에는 <skill>들키지 않고</skill> 적 지역을 통과할 수 있습니다./n<skill>롱코트</skill>와 <skill>경비견</skill>은 변장을 간파합니다.
1247916034	경비견
384432610	<skill>경비견</skill>은 덤불이나 엄폐물 뒤에 숨은 캐릭터의 냄새를 맡을 수 있습니다./n경비견이 캐릭터를 감지하면 공격과 동시에 <skill>짖기</skill> 시작하고, 이 소리를 들은 다른 경비들이 몰려옵니다./n또한 <skill>경비견</skill>은 케이트의 변장을 간파합니다.
1542545570	데린저
589642151	케이트는 경비에게 데린저를 발사할 수 있습니다./n사거리는 매우 짧지만 소음도 그만큼 작습니다...
774016983	정신 지배
111091774	이사벨은 적의 <skill>정신을 지배</skill>할 수 있습니다./n정신 지배를 받는 적은 명령에 따라 다른 경비를 <skill>공격</skill>하고 물체와 <skill>상호작용</skill>합니다./n정신 지배를 받는 경비의 행동은 <skill>경보를 울리지 않지만</skill>, 누군가 <skill>의심스러운</skill> 행동을 목격하면 공격할 수 있습니다.
1381139210	이사벨은 적의 <skill>정신을 지배</skill>할 수 있습니다./n정신 지배를 받는 적은 명령에 따라 다른 경비를 <skill>공격</skill>하고 물체와 <skill>상호작용</skill>합니다./n정신 지배를 받는 경비의 행동은 <skill>경보를 울리지 않지만</skill>, 누군가 <skill>의심스러운</skill> 행동을 목격하면 공격할 수 있습니다.
145657864	흰독말풀
561717325	이사벨은 {0}을 눌러 <skill>흰독말풀</skill>로 자신을 <skill>치유</skill>할 수 있습니다.
637479073	스킬 휠에서 치유 스킬을 선택한 후 {0}을 누르면, 이사벨이 <skill>흰독말풀</skill>로 자신을 <skill>치유</skill>합니다.
648873026	결속
104247868	이사벨은 두 명의 캐릭터를 <skill>결속</skill>할 수 있습니다. 즉 한 명에게 일어나는 일이 다른 한 명에게도 일어납니다./n이 스킬을 활용하면 많은 문제를 해결할 수 있으니, 다양하게 실험해보세요!/n(참고: 결속을 끊으려면 이미 결속된 대상에게 스킬을 사용하세요.)
2127908959	이사벨은 두 명의 캐릭터를 <skill>결속</skill>할 수 있습니다. 즉 한 명에게 일어나는 일이 다른 한 명에게도 일어납니다./n이 스킬을 활용하면 많은 문제를 해결할 수 있으니, 다양하게 실험해보세요!/n(참고: 결속을 끊으려면 이미 결속된 대상에게 스킬을 사용하세요.)
1527846203	스텔라
369625641	이사벨은 애완 고양이 <skill>스텔라</skill>로 몇 초간 적의 주의를 돌릴 수 있습니다.
403734131	이사벨은 애완 고양이 <skill>스텔라</skill>로 몇 초간 적의 주의를 돌릴 수 있습니다.
389584167	발자국
970518927	젖은 진흙이나 모래에 발자국을 남길 수 있습니다. 경비는 발자국을 따라오므로 주의하세요.
1446458937	얕은 물
97485671	얕은 물로 이동하면 소음이 발생하므로 주의하세요./n달리면 웅크리거나 걸을 때보다 소음이 더 크게 발생합니다.
1057120260	카메라 이동 /n {0}
1268121818	카메라 이동/n {0}
1997712746	이동 /n {0}
2011726767	이동 /n {0}
2015399734	달리기/n {0} <hotkey>2 x</hotkey>
1130591802	달리기 {0}
1352061002	웅크리기 /n  {0}
451565714	웅크리기/n {0}
818918724	원뿔 시야 표시 /n {0}
1803911677	원뿔 시야 표시 /n {0} 길게 누르기
1329201872	원뿔 시야 /n {0}
546518967	원뿔 시야 /n{0} 길게 누르기
1734509107	원뿔 시야 표시 /n {0} 길게 누르기/n {1} 선택
1468795448	빠른 저장 /n {0}
805677071	빠른 저장/n {0}
30740186	줌 /n {0}
991590334	줌/n {0} 길게 누르기
1218799266	카메라 회전/n {0} 길게 누르기
126308928	카메라 회전/n {0} 길게 누르기, {1} 회전
869364089	카메라 초기화 /n{0}
32296457	카메라 초기화/n {0}
1976065184	시체 들기/n {0}
1076383443	시체 놓기/n {0} 길게 누르기, 놓는 위치 {1}
1617048422	시체 놓기/n {0}
631295312	결박/n {0}
1168533264	결박
210459605	사용/n {0}
1831549009	사용
1308652990	캐릭터 선택 /n {0} 길게 누르기, {1} 선택
520147263	캐릭터 선택/n {0}
741847450	쇼다운 모드 /n {0}
1638392578	쇼다운 모드/n {0}
100908021	건너/n뛰기
2083201227	건너/n뛰기
2001093994	칼 줍기 /n <hotkey>가까이</hotkey> 다가가기
2113789918	칼 줍기 /n <hotkey>가까이 다가가기</hotkey>
436268579	강조 표시/n {0}
1301298816	강조 표시/n {0}
1681608670	총잡이
1107477338	쿠퍼
1455806789	헥터
115484959	맥코이
1657907318	케이트
780032065	이사벨
1683601941	스텔라
1482129	민간인
2140714460	롱코트
1413190058	프랭크
890092290	데빗
1731691163	웨인
1234380554	판초 경비
366782154	깡패 경비
2056968755	제임스 쿠퍼
663666488	쿠퍼
421750801	롱코트
639273516	자비스
1745974188	와일드 마지
1598571356	듀크
844354073	맥베인
617153358	조쉬
231357304	술집 여주인
423656608	포커 플레이어 1
1117150295	포커 플레이어 2
169451094	포커 플레이어 3
215441153	회사 행동대장
889456816	회사 경비
614728443	오하라 삼촌
1070272398	경비견
569349177	여성 총잡이
402270059	판초 경비
1520900021	맥게인 판사
31931305	오닐
137554682	어빙
2100952380	빌랴 더 키드
1038617784	메이즌 "롱샷" 빌토
159344247	버티 힐
998679126	범 스펜서
1321434840	앤디 "퀵드로우" 헤제스
568378835	 돌로레스
1661613942	슬라이 윙맨
1246909675	쓰리 핑거 제인
963694914	히긴스 시장
61180315	로지
638049166	남작
1998694387	빅 앤
1143681278	체스터 굿윌
1201834348	루이스 더 핸드
1420130176	???
2123247603	매튜 "슬리피" 맥엘더리
1427262324	"악마의 왼손" 함비노
703449657	존스 "더 레임" 맥코딩스
224526852	"악마의 오른손" 펠리시티
356379514	앤 맥굴
112931937	탐정 모 본 프레스왈드
459512988	존 "개자식 요원" 맥로스
405965771	돔 린 더 배스
133398481	플로렌스 스몰커
1173975773	레이 페어웰
1936699364	토비 "레저리" 달톤
1322278176	불행한 루시
1987592860	 더러운 라모나 
1125227931	칼라미티 켐
628363203	미로에 갇힌 사이먼 
475530897	보안관 도리안 오리얼리
863655585	"오셀롯 아이즈" 에스텔라
513846601	마운틴 필
948506850	낡은 말굽 필 
511230854	기타를 멘 페코즈 필
1999491406	벌레잡이 프릴케
1022997599	라몬 알로도바
1710572236	테렌스 "시한폭탄" 맥 스펜서
1986271992	대니 더 아이
543996593	버팔로 제시 할러데이
2012704045	레어 "씨 노 이블" 랭글리
877914855	지나 르브러시
33790966	빌리 "비어 헤이팅 러그페이스" 벤 
1109017931	지치지 않는 앤
951966108	후크 박사
1395653376	난이도 조정
117815360	게임이 너무 어렵거나 쉽게 느껴지시나요? 난이도 설정을 조정하시겠습니까?
1063675042	조정
318843873	괜찮습니다
1548642496	난이도 사용자 지정
921142510	난이도 모드를 직접 설정할 수 있다는 점 알고 계셨나요? 지금 시도해보시겠습니까?
157714625	사용자 지정
765367932	괜찮습니다
383018457	난이도
1545645000	쉬움
915383769	쉬움 난이도는 신중한 플레이가 필요하지만, 약간의 실수가 허용됩니다. 적들이 더 느리게 반응하고 덜 공격적입니다. 캐릭터의 기본 체력이 증가합니다./n/n참고: 실시간 전술 게임 장르가 처음이거나 오랜만에 복귀한 플레이어에게 적합합니다.
1038468303	일반
1332767595	균형 잡힌 난이도입니다. 적들이 빠르게 반응합니다. 캐릭터의 기본 체력은 보통입니다./n/n참고: 실시간 전술 장르에 익숙한 플레이어에게 적합합니다.
626473240	어려움
84533367	어려움 난이도는 실시간 전술 장르에 익숙한 플레이어에게 적합합니다. 적들이 거의 즉시 반응하고 더 공격적입니다. 캐릭터의 기본 체력이 감소합니다./n/n참고: 실시간 전술 장르의 베테랑에게 적합합니다.
339664616	데스페라도
2136073159	데스페라도 난이도에서는 완벽한 계획과 실행이 필요합니다. 적이 번개처럼 반응하며, 캐릭터의 기본 체력과 탄약 수가 매우 적습니다./n/n참고: 플레이어 실력과 관계없이 첫 게임플레이에는 적합하지 않습니다.
941977273	적 설정
2116092462	적들의 수와 강력한 적 유형이 등장하는 빈도를 정합니다./n/n힌트: 적 설정을 변경해 등장하는 적을 더 쉽거나 어렵게 만들어 보세요.
233722491	감지 속도
1913750713	적이 캐릭터를 발견할 때 원뿔 시야가 노란색으로 차오르는 속도를 정합니다./n/n힌트: 이 설정을 변경해 필요한 반사 신경 수준을 높이거나 낮춰보세요.
450233968	플레이어 체력
677898624	플레이어의 최대 체력 포인트 수를 정합니다./n/n힌트: 이 설정을 변경해 실수의 허용 정도를 높이거나 낮춰보세요.
1826741812	플레이어 탄약
114054378	임무 시작 시 플레이어에게 제공되거나 탄약 상자에서 획득할 수 있는 탄약의 수를 정합니다./n/n힌트: 이 설정을 변경해 게임플레이에서 총격전의 횟수를 늘리거나 줄여보세요.
1202346510	사용자 지정
528226213	저장 횟수
511045945	저장할 수 있는 횟수를 정합니다.
2001766354	쇼다운 모드 중 일시정지
1193209278	쇼다운 모드가 활성화될 때 게임의 일시정지 여부를 정합니다./n/n힌트: "데스페라도" 난이도에서 플레이할 경우 이 옵션은 항상 꺼져 있습니다.
1412281320	세부 정보 표시
483977082	무제한
1258607113	없음
1937357559	거부됨
1962654553	저장 횟수를 모두 사용했습니다!
174418242	세부 정보 숨기기
1677114193	적 설정 – 쉬움/n/n{0} 일반 적 수 감소/n{0} 판초 및 롱코트 수 감소
1469220682	적 설정 – 보통/n/n{0} 표준 적 설정
1243964351	적 설정 – 어려움/n/n{0} 일반 적 수 증가/n{0} 판초 및 롱코트 수 증가
968757024	감지 속도 – 쉬움/n/n{0} 0.7 – 일반 감지/n{0} 0.9 – 폭력 감지
1684567525	감지 속도 – 보통/n/n{0} 1.0 – 일반 감지/n{0} 1.4 – 폭력 감지
1663669697	감지 속도 – 어려움/n/n{0} 2.8 – 일반 감지/n{0} 3.5 – 폭력 감지
153038737	감지 속도 – 데스페라도/n/n{0} 10 – 일반 감지/n{0} 10 – 폭력 감지
1231246955	플레이어 체력 – 쉬움/n/n{0} 4 HP – 쿠퍼/n{0} 4 HP – 맥코이/n{0} 6 HP – 헥터/n{0} 4 HP – 케이트/n{0} 4 HP – 이사벨
1054089054	플레이어 체력 – 보통/n/n{0} 3 HP – 쿠퍼/n{0} 3 HP – 맥코이/n{0} 5 HP – 헥터/n{0} 3 HP – 케이트/n{0} 3 HP – 이사벨
1741956856	플레이어 체력 – 어려움/n/n{0} 2 HP – 쿠퍼/n{0} 2 HP – 맥코이/n{0} 4 HP – 헥터/n{0} 2 HP – 케이트/n{0} 2 HP – 이사벨/n{0} 회복 프레임 감소
1267650903	플레이어 체력 – 데스페라도/n/n{0} 2 HP – 쿠퍼/n{0} 2 HP – 맥코이/n{0} 4 HP – 헥터/n{0} 2 HP – 케이트/n{0} 2 HP – 이사벨/n{0} 회복 프레임 없음
1650756374	플레이어 탄약 – 쉬움/n/n{0} 시작 – 8, 상자 – 6 (쿠퍼)/n{0} 시작 – 5, 상자 – 4 (맥코이)/n{0} 시작 – 4, 상자 – 4 (헥터)/n{0} 시작 – 5, 상자 – 4 (케이트)/n{0} 시작 – 4, 상자 – 2 (이사벨)/n
1428667906	플레이어 탄약 – 보통/n/n{0} 시작 – 8, 상자 – 6 (쿠퍼)/n{0} 시작 – 4, 상자 – 3 (맥코이)/n{0} 시작 – 3, 상자 – 2 (헥터)/n{0} 시작 – 4, 상자 – 3 (케이트)/n{0} 시작 – 3, 상자 – 2 (이사벨)/n
1315085301	플레이어 탄약 – 어려움/n/n{0} 시작 – 6, 상자 – 4 (쿠퍼)/n{0} 시작 – 3, 상자 – 3 (맥코이)/n{0} 시작 – 2, 상자 – 2 (헥터)/n{0} 시작 – 3, 상자 – 2 (케이트)/n{0} 시작 – 3, 상자 – 2 (이사벨)/n
1262354350	플레이어 탄약 – 데스페라도/n/n{0} 시작 – 4, 상자 – 2 (쿠퍼)/n{0} 시작 – 2, 상자 – 2 (맥코이)/n{0} 시작 – 2, 상자 – 1 (헥터)/n{0} 시작 – 2, 상자 – 2 (케이트)/n{0} 시작 – 3, 상자 – 2 (이사벨)/n
1285047320	치트
910742298	투명
841991396	무적
1213027042	처치 명령
2057061249	캐릭터 순간이동
1980515834	헥터 소환
28104649	쿠퍼 소환
2044508211	맥코이 소환
38551962	이사벨 소환
1217814824	케이트 소환
212732831	모든 캐릭터가 투명해집니다.
898633805	모든 캐릭터가 무적이 됩니다.
1525480422	버튼 하나로 대상을 처치합니다.
1233503992	모든 캐릭터를 대상 위치로 순간이동시킵니다.
475449635	대상 위치에 헥터를 소환합니다.
1246881435	대상 위치에 쿠퍼를 소환합니다.
236663614	대상 위치에 맥코이를 소환합니다.
1389313657	대상 위치에 이사벨을 소환합니다.
785635210	대상 위치에 케이트를 소환합니다.
537635851	치트를 사용했습니다!
1338935816	치트를 사용하는 중에는 배지가 잠금 해제되지 않습니다.
859114774	남작의 도전
1049284093	어둠 속의 속삭임
502931271	남작이 어둠 속에서 기다립니다. 때가 되면 연락을 전할 겁니다.
2141318135	남작의 초대
1197034691	자신을 남작이라고 일컫는 수수께끼의 남자에게 연락을 받았습니다. 그동안의 활동이 남작의 의뢰인들의 관심을 끌었습니다. 그는 자신의 의뢰인들을 기쁘게 하기 위해 특별한 도전에 당신을 초대합니다./n/n예전 지역을 다시 방문해 새로운 임무 목표가 준비된 특별한 도전을 완료하세요. 남작은 당신의 게임 실력을 시험하며, 때때로 게임 메커니즘이 예상치 못한 방식으로 바뀌기도 합니다.
1313161225	새로운 도전
35945019	남작이 새로운 도전을 준비했습니다.
659216221	쥐도 새도 모르게
309882009	봉인된 편지 한 통이 당신의 살롱 객실 문 아래에 끼워져 있습니다. 편지를 살펴보니 남작의 밀랍 봉인이 찍혀 있었습니다./n/n"플래그스톤 일 이후로 정말 오랜만입니다. 여긴 놀라우리만큼 변한 게 거의 없군요. 한 번 찾아오지 않겠습니까? 새로운 도전이 기다리고 있습니다."/n/n누가 편지를 배달했는지 주위 사람들에게 물었지만 아무도 본 사람이 없습니다.
370901028	남작이 새로운 도전을 해결하기 위해 당신을 플래그스톤으로 불렀습니다. 그는 마을 중심부에서 장사를 하는 뱀 기름 장수를 제거하는 임무를 맡겼습니다. 처치한 후 교회의 빈 무덤으로 가져가야 합니다.
1447220327	위험한 거래
1794102132	한 배달원이 말없이 당신을 지나가다 손에 구겨진 쪽지를 재빨리 밀어 넣습니다. 남작의 필체입니다./n/n"지난번에 오하라 목장에서 아주 멋진 시간을 보냈단 얘기를 들었습니다. 그곳에서 새로운 도전이 당신을 기다리고 있어요."/n/n배달원을 붙잡으려고 뒤돌아봤을 땐 이미 군중 속으로 사라진 뒤였습니다.
1275070322	당신은 남작의 새로운 도전에 응하고자 오하라 목장으로 돌아왔습니다. 이번 임무는 무기를 사용하지 않고 모든 목표를 처치하는 것입니다. 대신 환경 요소를 이용해 적들을 제거해야 합니다.
1120194126	이름 없는 세 남자
2002330802	당신 옆에서 마차 창문이 열립니다. 누군가 장갑 낀 손으로 엽서를 전달합니다. 남작의 서명이 있습니다./n/n "여긴 배턴루즈입니다. 그동안 잘 지냈습니까? 이곳 주민들에게 당신에 대한 온갖 얘기를 들었습니다. 여기서 술 한잔하지 않으시렵니까? 새로운 도전은 이미 준비해뒀습니다."/n/n무언가를 물어보기도 전에 창문이 닫히고, 마차는 다음 골목 너머로 재빨리 사라져버렸습니다.
251713547	당신은 남작의 또 다른 도전이 기다리는 배턴루즈에 도착했습니다. 그는 목표 세 명을 처치한 후 그 시체를 은행에 있는 관에 넣어달라고 부탁했습니다. 하지만 그들의 위치는 전혀 모릅니다. 단지 특정 인물과 똑같이 생겼다는 사실만 알뿐입니다.
724854570	삼중 곰 덫
2094260086	강변을 따라 걷다가 모래에 반쯤 파묻힌 위스키 병에 걸려 넘어집니다. 병안에는 남장의 인장이 찍힌 젖은 편지가 들어 있습니다./n/n "미시시피 강둑에서는 많은 걸 찾을 수 있습니다. 노예 상인, 매복, 새로운 동료... 이번에는 제가 준비한 새로운 도전에 참가해보지 않겠습니까?"/n/n누가 위스키 병을 모래에 박아 놓았는지 주변을 살펴봤지만, 아무도 보이지 않습니다.
1982537406	미시시피 강둑 주변의 황무지로 돌아왔습니다. 이번 도전에서 남작은 헥터에게 곰 덫을 2개 더 제공했습니다. 이 곰 덫으로 모든 목표를 처치해야 합니다.
343104554	차갑게 즐기는 것
478081862	식사를 다 마칠 때쯤 웨이터가 계산서를 두고 떠납니다. 가죽 폴더를 열어보니 안에는 남작의 인장이 새겨져 있고 편지 한 통이 들어 있습니다./n/n"현지 음식이 입맛에 맞았기를 바랍니다. 뉴올리언스에서는 매우 다양한 맛을 즐길 수 있습니다. 식사를 마친 후 작은 도전에 응해보지 않겠습니까? 이 식사는 내가 대접하는 거니 걱정하지 마십시오."/n/n웨이터가 돌아오기를 오랫동안 기다렸지만, 그는 다시 나타나지 않습니다.
1933087629	정말 오랜만에 뉴올리언스를 방문하자 남작이 새로운 도전으로 당신을 찾아옵니다. 그는 붐비는 시장에서 자신의 옛 동료를 산 채로, 또는 처치한 후 9번 부두에 정박한 남작의 증기선으로 가져오길 원합니다.
1985192607	데모
883308870	데모
1856232954	데모 종료:
2023026588	임무 피드백
1291298655	수고하셨습니다. 게임을 출시할 때 최상의 결과물을 제공할 수 있도록 저희를 도와주세요. 계속하면 설문조사 웹사이트가 열립니다. 시간을 내주셔서 정말 감사합니다!
18246755	피드백을 남기셨습니까? 감사합니다!
212435601	링크 다시 열기
790517870	완료
554712321	게임 피드백
2072507729	플레이해주셔서 감사합니다! 최종 버전의 품질을 향상시킬 수 있게 도와주세요. 계속하면 설문조사 웹사이트가 열립니다. 시간을 내주셔서 정말 감사합니다!
1245446765	최종 사용자 계약
774155896	[비어 있음]
1740889031	데모 마침
1118532829	데모를 플레이해주셔서 감사합니다!
895665882	데모 끝내기
530958809	패치 경고
1025484101	곧 게임을 패치할 예정입니다. 패치일 이전에 임무 진행 도중 저장된 게임은 더 이상 사용할 수 없습니다. 전체 게임 진행 상황은 영향을 받지 않으므로 패치일 전에 현재 임무를 완료하시기 바랍니다.
409216633	곧 게임을 패치할 예정입니다. 패치일 이전에 임무 진행 도중 저장된 게임은 더 이상 사용할 수 없으며, 최신 버전으로 전환해야 합니다. 전체 게임 진행 상황은 영향을 받지 않으므로 패치일 전에 현재 임무를 완료하시기 바랍니다.
196638402	{0} 패치
1461177830	{0} 패치가 현재 적용 중입니다. 임무 중간에 저장된 예전 저장 게임을 더 이상 사용할 수 없습니다. 전체 게임 진행 상황은 영향을 받지 않습니다. 불편을 드려 죄송합니다.
1323449760	{0} 패치가 현재 적용 중입니다. 임무 중간에 저장된 예전 저장 게임을 더 이상 사용할 수 없습니다. 이용할 수 없는 저장 게임을 최신 패치로 전환하려면 저장 메뉴에서 불러온 후 지침을 따르세요. 전체 게임 진행 상황은 영향을 받지 않습니다.
738261692	사용할 수 없는 저장 파일입니다!
1362801099	이 저장 게임은 사용할 수 없습니다. 최신 버전의 게임에서는 불러올 수 없습니다. 불편을 드려 죄송합니다.
2094963165	저장 게임 전환
1806897290	이 저장 게임은 사용할 수 없습니다. 불러오면 최신 버전으로 전환됩니다. 임무 진행 상황이 예전과 최대한 가깝도록 재구성됩니다. 재구성은 다음과 같이 진행됩니다./n{0} 임무 진행 상황, 즉 잠금 해제되거나 완료된 임무 목표가 복원됩니다./n{0} 임무 목표를 제외하고, 처치하거나 결박한 모든 NPC가 레벨에서 제거됩니다./n{0} 플레이어 캐릭터가 안전한 장소로 이동합니다.
940139063	이 저장 게임은 사용할 수 없습니다. 불러오면 최신 버전으로 전환됩니다. 불러오기가 끝나면 해당 지침을 따르시기 바랍니다.
1332558385	저장 게임 재구성
1535299939	저장 게임이 예전과 최대한 가깝도록 재구성됩니다. 버튼을 누르면 다음과 같이 재구성이 진행됩니다./n{0} 임무 진행 상황, 즉 잠금 해제되거나 완료된 임무 목표가 복원됩니다./n{0} 임무 목표를 제외하고, 처치하거나 결박한 모든 NPC가 레벨에서 제거됩니다.{0} 플레이어 캐릭터가 안전한 장소로 이동합니다./n게임을 계속 즐기세요!
580926496	안녕, 파트너! 예전 패치 때문에 네 저장 게임이 완전히 박살 나버린 것 같군. 보아하니, 우리가 다시 고쳐줘야 할 것 같은 데 말이야. 같이 복원 작업을 해보는 건 어때?
1206716644	시작하자고!
1579715971	저장 게임 재구성
