English	英语
676580666	*热情地喵喵叫*
462644112	这还差不多。
956686779	哼呃，我讨厌笼子。
762618179	为什么他们都这么怕我。
234061572	我敢肯定就连我放个屁他们都会朝我开枪。
842489044	情况看起来不太妙啊。
971666701	或许我该留在科罗拉多的。
301719751	如果他们敢对我动手......
649581872	那艘船和房子里的人好像少多了。或许我会先去那边。
1915152557	好吧，我们去帮帮那个牛仔。
609887066	我们先到那座房子里查看一番。
1960415117	这是那个大家伙被关的地方。
718322838	那是被关在笼子里的那位女士。
1034632180	那是库珀，看起来他被围攻了。
194195716	快看！那是库珀。那些混蛋把他围住了。
618721931	库珀在那！他们还在射击。
655586820	他还在顽强抵抗，我们帮他一把吧。
1124333373	我好像在这个方向看到了医生的脑袋。
2099540363	嘿医生在哪？他之前不是和我们在一起吗？
1045115534	麦考伊应该是藏在了某个地方。
704934038	或许他就藏在那个房子里？去看看吧。
340976707	该死，是赫克托，他被抓住了。
1281515011	赫克托在那。看来他也没能逃走。
1288485514	不，赫克托也被抓到了。
802011250	被关在笼子里的他看起来挺痛苦的，我们帮帮他吧。
1897278380	那群该死的混蛋，他们把凯特也关起来了。
1824816580	看来欧哈拉小姐也被关起来了。
1611056678	该死，他们把凯特也关起来了。
1685392268	像她那样美丽的小鸟不该被关在笼子里，我们把她放出来吧。
293793449	这些混蛋在这里建了前哨。
2018308304	韦恩会喜欢这里的。
970766807	这是个不错的钓鱼地点。不知道这里的主人发生了什么事。
681296385	又有一件事等待着韦恩去调查。
958848154	上面有一个瞭望塔。没有船只能躲过他们的眼睛。
1619837431	韦恩说的没错，这帮家伙有组织有纪律。
860018648	看看那个货车，这周的生意一定不错。
1217862018	该死...韦恩是时候做点什么了。
1958100788	韦恩？你还有其他同伴？
1696961317	他在新奥尔良等我。如果没有遇到你们，我早就启程了。
305241267	韦恩？你的朋友？
1543882089	朋友？哈，是啊，如果我们能活着逃出去，或许我会介绍你们认识。
415367732	韦恩？我非常确定自己听过这个名字。
1381713793	别太较真，你总会想起来的。
1944581676	我早晚会想起来的。
2062664918	韦恩？我应该认识他吗？
1542455237	就是他派我来的。如果没有他，你现在还关在笼子里。
1901270877	加特林机枪？应该能很快击毁那艘小船。
605424394	或许我们应该给他们尝尝我们的药剂。
2031867883	啊，又来。
882846551	我想你很擅长使用加特林机枪解决问题。
1846748898	的确，而且我现在非常想报仇。
369854531	大家伙，你把我看透了。
91209191	那是什么......
2051295956	那是加特林机枪，你之前没见过？
779468741	当然见过！但这个......看起来非常熟悉。
954110533	如果你想试试，请便。
988172616	那东西......
1749565000	加特林机枪。多么丑陋的机器，不是吗。
1974939895	如果你想把它丢进河里，我也不介意。
1493770634	或许我们可以先利用它做点事情。
182306948	这些家伙就像老鼠一样。或许先救牛仔，又或者先去房子那边，找个人来帮我。
1221124038	这里比船上和屋子里还要拥挤，或许我该回去。
1553085149	嘿，为什么我们不用加特林枪呢？！
900943188	把手拿开！你敢碰它一下，头儿会发疯的！
658516183	我找到他了，凯西！抓住他了！
508731454	他还在向我们开枪啊，蠢蛋！
324970067	可恶，凯西！我想他击中我了！血红一片......
320865517	那是你穿的红衣服，蠢货！
225048499	啊！我的耳朵嗡嗡作响啊！
1919633944	你说什么？我没听见。
687894890	嘿，我们等船沉了再说吧！
1483628369	让它见鬼去吧！我们要把这个蠢货送进坟墓。
1602215951	你那边进行的怎么样了，牛仔？
435631254	你好，女士，介意帮我一个忙吗？
345409256	什么忙？
1871676232	解决掉那两个朝我开枪的人。
1688850805	哈，我看看我能做些什么。
305294730	看来你还活着。
1322983866	怎么样了，朋友？
1442504057	你那边怎么样了，库珀？
1895653367	嘿。你介意帮我干掉那两个朝我开枪的人吗？
226564093	好吧，你待在这里。
1890359735	啊没问题，你在这等着。
1660272438	好吧，在这等着。
1587325192	我看起来像是要去哪儿吗？
1370896943	好吧！无论是谁，到甲板来见我。
331485005	干得不错，到甲板来见我。
1033613334	呼，非常感谢。我刚才都开始紧张了。
850111332	如果不是为了她，我是不会到这来的......
2144838521	不要感谢我，感谢她......
1852477209	我想你最好感谢她......
555906458	嘿，牛仔。
1813072875	呃......你有什么毛病吗？
1016937040	别管他们，我就是那个拉弦的人。
1007568041	对，好吧，我看到过一些奇怪的事情。
1190809367	所以你就是我在悬崖上看到的那个人，约翰·库珀。
1294028435	你的眼神不错，库珀先生，我叫伊莎贝尔·莫罗。
479043166	感谢你对莫罗小姐的帮助。来吧，我们边走边聊。
424948428	好，我们的确该走了，你的朋友们还被关着呢。
1840783524	你为什么会到这来，库珀先生？
2095268698	我要去新奥尔良，没想到路上这么危险。
62785543	你一定很久没有来过这里了。
1472532422	那你是怎么落入这个境地的，莫罗小姐？
1365157573	我是来进行调查的。最近经常有人消失。
838073255	你很喜欢帮助陌生人？
1792247617	哼，帮你也没什么损失，不是吗？
1265190573	看在上帝的份上，巴克斯特。他不在这儿。
1645846832	不要放弃。找不到他，我们是不会离开的。
66517096	能帮帮忙吗？我们一定能更快找到他。
680240689	你看不出来吗？我在检查这里面呢。现在快起来干活。
191782179	弗兰克可不是花钱雇你来闲坐着的。
1349901000	他也不是花钱雇你来抱怨的。
221837581	好吧，再说一下那个男人长什么样？
2045347558	记住他的特征。高个子，长外套，非常刻薄。
1813812817	我们得找到他，不然我们就得在这儿过夜了。
1237361987	那个死胖子，他为什么不帮忙？
1100169350	不要指望他提供任何帮助。你怎么样？
1719301491	不知道先吃掉我的是虫子还是鳄鱼。
1192359471	我在这儿快无聊死了。
1215149422	或许我们遗漏了什么。再让巴克斯特形容一下那个家伙。
1405760560	巴克斯特说他块头很大，长得很丑，穿着件外套。
899670519	没准儿那个蠢胖子只是在镜子里看到了自己。
942466930	哈，那个地板门看起来很可疑。
1469223107	嘿，医生！你在里面吗？
98530569	如果我是麦考伊，我会躲在哪儿呢？
575016370	有人藏在地板门下面？
273228236	该死，我的傀儡死了。
1708252235	希望下面藏着的不是我们的敌人。
1213847823	我就猜差不多该有人出现了。
2115644560	如果不是她的话，应该坚持不了这么久......
1425436776	我来这只是为了感谢她......
1904716507	如果不是这位莫罗小姐，你还得再等一会儿......
14355310	嘿。
1929555592	你到底是谁？
463032935	伊莎贝尔·莫罗，不客气。
1581428564	我没有求你帮忙，莫罗小姐。
392366956	天啊，你可真是讨人喜欢。
628719802	总之，应该还有人在等待着你去拯救。
1192625616	感谢你的提醒。
220086571	你是怎么落得一个躲在洞里的下场的啊，您怎么称呼？
853303776	麦考伊，麦考伊医生。
710070477	好吧。但你还是没有回答我的问题。
761496402	这叫战术撤退。
893316439	你为什么还跟着我？
1251724828	这是反问句？
1517720005	如果你想获得什么奖励，恐怕你要失望了。
194195131	哧，就是这样，别担心，我没事。
1394520851	呃......该死的头痛。
1311045368	讨厌的黑眼圈。想来点儿曼陀罗吗？
1788810058	昨晚过得不太好？我可以给你点儿曼陀罗来止痛。
141632886	魔鬼的陷阱？还是算了。
55479136	嗯......
706380539	你确定不来点儿曼陀罗吗，小宝贝？
1078701494	你是想毒死我吗，伊莎贝尔小姐？
526892067	小宝贝！这不是未加工的曼陀罗，我知道该怎么给它加工。
2127528356	谢谢，但我知道真正的药是什么样子。
1751667435	盯住他。一旦他有任何举动，直接射他一身窟窿。
1166235436	他现在看起来很硬气。等他们把他放到矿井里，他就不这样了。
979742090	你一定是我见过最大、最丑、毛最多的熊。
2013180870	我们带他去见弗兰克。强壮的人值得双倍酬金。
567407197	我知道那个笼子关不住你。但我的人可以。相信我。
389664686	你本可以成为我们中的一员。现在你要烂在某个矿井里了。
344609186	我曾经很看重你。我们之后要再赛一场。
1883846390	嘿，你！能找到钥匙放我出去吗？
148923462	哈，别担心，大家伙。我一定会把你救出来。
1752239913	嘿，朋友！找到钥匙放我出去！
1589604806	冷静，我在找。
899864495	嘿，医生！救我出去！
825361305	小点声，你个蠢货。
1706790544	抱歉......你能把锁撬开吗？
568519898	凯特！你做到了！快点，把钥匙拿过来！
1921850393	淡定，赫克托。我们一会就能把你救出来。
798651870	啊，多谢。天啊，我讨厌笼子。
393895812	我想，无论如何，你最好跟她谈谈......
1804992490	最好感谢她一番......
184340124	你最好感谢伊莎贝尔一番......
412343447	嘿，大家伙。
594614678	嘿！就因为你救过我一命，我就会饶了你？
928989533	只是一个傀儡而已，我也在场。
599999050	嗯？啊！所以你才是凶手！
1556585124	我见到了一个生面孔，名字叫赫克托。
293053453	伊莎贝尔·莫罗，能告诉我你的姓氏吗？
429500815	叫我赫克托就行。继续前进吧。
642359089	嗯，还有其他的人需要我们的帮助。
768119225	他妈的！
582639522	是谁放跑了那头熊！找到他！否则就把你关笼子里。
531851531	你是本地人吧，伊莎贝拉。
883147652	土生土长的路易斯安那人。还有我叫伊莎贝尔。
406644960	我不太会念法语名字。
119973129	所以，呃，伊莎贝拉......是伊莎贝拉，对吧？
1143413641	我确定我之前告诉过你我叫伊莎贝尔。
1740464407	我就叫你贝尔吧。
918117087	我喜欢你，赫克托。
1240223034	你是个美人。可惜他们要送你去女皇之巢。
1894284377	我们应该和她在路上找点乐子，是吧大伙儿？
890894308	前往新奥尔良的路途漫长。你可以陪我们，嘿嘿。
1376940702	小心这个人。她很会顶嘴。还会踢人。
1443389901	你知道像你这样的女孩在女皇之巢里会被如何对待吗？
788401811	别用这副表情看我，宝贝。这只是生意而已。
1336357020	你是来见识新奥尔良的，对吧？我猜结果肯定不像你预想的那样。
1080931051	不知道德维特会如何评价这个猎物。或许他会把她留给自己享用。
810178116	嘿你好！能找到钥匙救我出去吗？
1024056574	你好，别担心，我会救你出去的。
1011731131	嘿！库珀！快找钥匙救我出去。
224964667	别担心，我们在找。
707914472	麦考伊！你可真是场及时雨！
1976937729	这句话可不常听到。
1603571042	快点，把锁打开。
2015338391	赫克托！你做到了！快点，把钥匙拿过来！
373719449	冷静，凯特，我们会救你出去的。
773501524	该死。幸好我走了。
592102037	你最好跟她谈谈......
1024116081	你最好对她表示感谢。
328939377	我听到了，但你最好感谢她一番......
1824902527	嘿，美女。
413509809	想再来点吗？那就过来吧。
1513128327	冷静，女士，它们都是傀儡而已。我在这。
908001360	傀儡？这种事的确有点奇怪。
417370763	忘了打招呼了......凯特·欧哈拉，很高兴见到你。
603155133	伊莎贝尔·莫罗。很高兴见到你，甜心。
804556869	我们边走边说吧，我受够这个地方了。
158319368	好，还有其他人需要我们的帮助。
1809223422	等下！
1693093880	你们都喝多了吗？那个婊子跑了！找到她！
1232149608	她也跑了。一群蠢货。
519594574	我们一起行动。那个大家伙肯定不好对付。
940005179	妈的。那个大家伙也跑了。
377143700	他肯定不好对付。我们一起行动。
604605099	这都是你的错！如果你做事更认真一些......
1881573874	哈哈，你在搞笑吗？我记得你才是负责人！
906631689	我们的额外报酬都没了，就因为你没脑子。
1711192605	要怪就该怪你。
2088707612	所以，我们就待在这里等那个大家伙出现？
1269672492	没错。然后我们告诉巴克斯特这都是你的错。
118766212	这是你第一次来路易斯安纳吗，甜心？
535305091	是的，这趟旅程可以说非常惊心动魄了。
304766618	希望这些混蛋没有对你动粗。
171277424	他们尝试过，但最后迫于无奈，只好把我关在笼子里。
62285707	莫罗小姐，感觉你对于这种事已经司空见惯了。
1809580148	什么事？被关进笼子吗？还是从笼子里逃出来？
955579716	二者都有。
1720228032	也不太司空见惯。
271915314	该死！他们都被影响了......
1711974230	只是一点小小的厄运，甜心。没什么可怕的。
1819930513	嗯好吧，我之前看到你发射了毒镖。
1579312449	对！毒镖就是我的武器。
1914204443	见鬼......另一个怎么了？
1503164335	别担心，只是一点小小的厄运。
422801008	厄运？希望这份厄运能帮到我们。
1214013721	希望如此。
1418334213	我看东西一定是重影了。
816461692	哼，不至于，别想太多。
1442181871	嗯好吧，没问题的。
657189663	等一下，他们两个都中招了。
1353534146	哈，如果吓到了你，我很抱歉，这只是一点小小的厄运。
1102711948	你一定要教我。
1133135825	你的招数吓到我了，莫罗小姐。
25367564	别担心，这招我也用不了几次。
1820063252	这东西......会与血液产生反应？
1224752034	万事万物都有代价。
1011953895	小姐，你刚刚是把刀刺进你的手掌了吗？
846584187	我需要点时间。我还有点头晕。
1738871586	你当然会头晕了。让我看看。
2147385104	你以为你是谁......我老妈吗？别管我。
571349077	哈，那家伙一定是喝多了。
1107568898	喝多了？好吧......
1151122410	发生什么事？你的手怎么了？
135221885	只是流了点血，没什么大不了的。
2092686027	是你干的，对吗？是你下达的命令。
1115531037	聪明的小姑娘......
996745164	我不知道哪件事更令我感到害怕：是刚才发生的那件事，还是你划破了自己的手这件事。
58130513	别想太多，好吗？在这方面我是专业的。
764336279	真是只聪明的虎斑猫。
1811135212	嘿，捕鼠小能手。
2084736654	他好可爱。
1693832557	*开心地喵喵叫*
880901776	别鼓励她，她会上头的。
994615414	离我远点，小猫。
1709952513	*发出生气的嘶嘶声*
219006275	所以你讨厌的不止是路易斯安那州的女人，对吧？
676313624	我已经够倒霉的了，不需要听那只黑猫的废话。
321074469	你的确很擅长使用匕首。
1498003334	我有过一个好老师。
723343382	我想也是。
1522509438	那东西到底是什么？
1906487015	那是比安卡。
819220515	比安卡？
1101963030	比安卡和我形影不离。我们从见面那天起就彼此相爱。
1927745749	人们都因此嘲笑我。
751212873	哦，帅哥，你从来没有告诉过我你的枪法如此精湛。
315953830	我是个行动派。
33451991	你的包里都有什么？
175001448	想看看吗？
642821681	不了，谢谢。
1739021370	沼气？你从哪弄的。
369604896	你不会想知道的。
1838063211	哦！干得漂亮。
661099035	相信我，我是练过的。
342237194	想象得到。
1734308612	那是什么？在这里我都能闻到它的味道。
1746472048	抱歉，是我从上一位追求者身上取走的纪念品。
1530861661	我知道你为什么要抛弃那家伙了。
1869185420	相信我，没有品位是他的致命伤。
1992215744	你比看起来强大得多。
1934589700	我就当这是夸奖了，库珀先生。
1930113270	吼吼，看看你！
2101621251	或许你能帮我一个忙？
514825315	噢，我不认为你需要我的帮助。
366448526	哼，的确啊......
901697531	你开始让我嫉妒了，莫罗小姐。
593524845	别这样，我的后背今晚一定会疼死。
1125819947	加把劲，帅哥，你还能做得更好。
1086287296	出于战术目的，我必须保持低调。
1164388805	的确。
1691711871	怎么了帅哥，不会游泳吗？
1788699548	我不喜欢让装备沾水。
613581588	哈哈哈哈，沾水，好吧。
1913285915	好吧，人齐了。我们一起离开这个鬼地方吧。
210975084	我们该怎么做？那艘船已经被射沉了。
1659885400	好在他们还有马，要去取吗？
1490637882	可行。
1394938775	他们还在找吗？我们会落后于预定计划的。
270830879	那又怎么样？弗兰克不会大惊小怪的。
2112444917	你听说科罗拉多的事了吗？
1119380749	谁在乎科罗拉多？
2031131537	你见过女王之巢吗？
2077031686	没。那是公司的领地。他们不让我们这样的人进去。
937461547	我听过关于那个马歇尔的故事。他和公司作对好多年了。
367154930	好吧，他会从笼子里看到女皇之巢的，哈哈哈。
2048956823	非常感谢，莫罗小姐，我们欠你一个大人情。
938025439	这里景色不错。
117805030	医生，你和伊莎贝尔小姐存在什么过节吗？
1161078991	我不喜欢欠别人人情。
2046471173	别担心，帅哥。免费的。
686362228	你现在有什么打算。
190516923	新奥尔良。
1280239266	看来我们的方向一致。
1535934154	那就一起走吧，人多好办事。
1167784740	为什么不呢。
493207314	你怎么看，帅哥？介意我与你们同行吗？
458849405	保持距离。
165232390	
712805849	离开牢笼
599043079	伊莎贝尔被关在了笼子里。幸运的是，她自有办法脱离这种困境。
804209469	到达观察点
837398733	前往观察点，总览全局。
657203406	释放队友
1519058110	队友陷入麻烦，帮帮他们。
1258390362	帮助库珀
2033151969	库珀被困在一个沉船里。
2103457548	解救医生
37759921	医生逃过了追捕，现在正隐藏在一处小屋中。
1634996819	救出凯特
1973661711	凯特被抓了，并被关押在一个牢笼里，找到钥匙或者撬锁。
150633749	救出赫克托
959242649	赫克托被抓了，并被关押在一个牢笼里，找到钥匙或者撬锁。
1917575343	逃走
595109735	将所有人送上马并离开。
276503151	消灭穿披风的家伙
1238109013	通过击杀两个正在朝他开枪的敌人，来给库珀争取一点喘息的空间。
1980903253	不稳定的岩石
1563635315	这块岩石看起来有些不太稳定，如果砸到人就不好了。
1598776947	瞭望台
1259070992	瞭望台看起来非常高。如果用斧子把它......
997256851	箱子堆
1597562743	这堆箱子看起来不太稳定，要是砸到某个人的脑袋就不太好了。
653181388	笼子钥匙(伊莎贝尔)
512238242	这把钥匙能打开伊莎贝尔的笼子。
1848671995	笼子钥匙(凯特和赫克托)
929034836	这把钥匙能打开凯特和赫克托的笼子。
892470627	撬锁
1781485589	医生能撬开任何锁
1542444838	你的毒镖已耗尽。
530771191	壮阔的密西西比河沿岸。河水每天都会见证无数故事。让我们一起将这个故事变得有趣一些。
171319177	我们都知道赫克托先生有多喜欢自己的比安卡。没人知道如果他同时拥有三个比安卡，会发生什么。
199545376	为什么不试试呢。看看这三个人。如果你能同时解决他们三个，我的客户们一定会非常满意。
556228268	当然，必须用捕熊陷阱进行击杀。我已经移除了你的其他进攻手段。
172753097	狩猎愉快，我的朋友。谨记：我的客户们在注视着你。
703840751	虽然场面不太美丽，但或许只存在一个真正的比安卡才是最好的。
1457455127	消灭巡逻队
711876426	使用多个陷阱同时击杀3名守卫。
1438130694	获得陷阱
439330376	获得两个额外的捕熊陷阱来击杀巡逻队。
1569638234	比安卡
2030125916	拾取比安卡。
870301240	卡米拉
567042909	拾取卡米拉。
750127793	露西亚
1778900323	拾取露西亚。
82329080	治疗
828180189	谨记，治疗是没有次数限制的，但是有冷却时间。
1457086053	高级连接
1023629680	你也可以对队友使用连接，连接后队友受到的伤害将会转移。
1374244853	无增援
1732013177	如果你能关闭警铃，就不会有增援出现。
1507855381	你一直在找这个家伙？
1501963814	我听说他去了新奥尔良。
192433283	我见过他，他为德维特公司效命。
1428101056	但我不知道他在哪儿，抱歉。
2142838867	我们四处问问。
43510847	你现在有什么打算？
1242051853	我本来想去与韦恩碰头，但我找不到他了。
511639318	你认为他出事了？
1165235131	很有可能，我最好四处找找他。
136989762	算上我们。我们还欠你一个人情呢。
1873580448	你们什么都不欠。
918226040	嘿，朋友们！
1652818583	有什么要带的吗？
513565066	比安卡已经准备就绪。
1608044066	出发寻找弗兰克吧。
1076949057	伊莎贝尔和她的朋友该怎么办？
229128354	听着......
1229627458	不如我们兵分两路？
1231336393	我很确定这件事你能自己搞定。
899842538	我们晚些时候再碰头，好吗？
1464031914	好......
754289243	走吧，赫克托。
1699491377	一会见，女士们。
34392205	这个......
1211196005	这里是什么情况？
1137491574	我们正在寻找伊莎贝尔的朋友，一起吗？
173864141	你拒绝的话，我不会强求。
2056450478	我之前说过，我不喜欢欠别人人情。
397429678	丑话说在前头：帮你找到韦恩，然后就扯平了。
830699354	放轻松一点，帅哥。
1652314598	这里是新奥尔良。
2140280330	
146513349	随便吧，我们该从哪里着手？
599156730	我的直觉告诉我这件事与德维特公司有关，或许是他们想要除掉他。
975977912	很合理，但我们要如何查出最近发生了什么呢？
1866657286	哼...我想想......
828060417	韦恩跟我说过，他一直在调查三个与德维特有关的人。
1350230044	亚瑟·麦盖恩，地区法官。经常在切兹马努咖啡馆过夜。
1364286212	雷蒙德·欧文，自从“红灯笼”的上一任老板失踪之后，他就接管了那里。
1665672023	还有泰德·奥尼尔，曾是一个走私犯，现在在9号码头当工头。
1840729988	他们三个之中一定有人与他的失踪有关，甚至身上可能携带着命令信。
101243554	命令信？我们要如何找出真正的凶手？
557427967	问得好。我们先四处走走。
1809967679	这里遍布着德维特的手下，只要注意聆听，很有可能发现线索。
293872870	这可真令人兴奋。我们应该伪装一下，否则很快就会被发现。
1127581865	或者我们可以逐个调查，直至找到带有指示信的凶手。
985932825	拜托，麦考伊，这次调查一定会非常有趣的。
177290138	我来这儿不是为了找乐子的。
1934499197	拭目以待。我们出发吧，韦恩在等着我们。
1445125768	今夜的市场真是热闹。
1164344156	哈，这只是日常罢了。
705833719	继续前进，不要浪费时间。
2144361835	不一定是浪费时间，帅哥，注意聆听人们的对话。
1584209694	这里发生了什么事？
314763280	看看里面有什么？
292395596	保持低调，不要招惹不必要的麻烦。
672055057	这里没什么可看的。
283554764	我们为什么走这条路？
1249291922	院子里好像发生了什么，或许值得一看。
923980230	好吧，把头埋低。
1191238407	小心行事。
1855107592	找个好地方，仔细听听。
880438370	噢，我认识这个味道。
1071451308	是鸦片馆。
1715461989	龙穴，听起来不错。我们上楼看看。
789067316	好吧，但千万不要鸦片。它会涌进你的脑子。
1342473463	呃......我感觉有点儿晕。
1062804395	我说过了，它会涌进你的脑子。
244970856	拿上个伪装，然后离开这地方。
1526696303	喔吼！亲爱的，你穿这身衣服真是太合适了。
1442340726	谢谢，亲爱的。
1076888900	你对附近的路很熟啊，莫罗小姐。
1306739217	当然，我在新奥尔良生活了很久。
642807447	我想象不到生活在这种地方是个什么样的感觉。
1924424184	你会习惯的，甜心。
2094816434	不知道库珀和赫克托在做什么。
1203587545	应该是在惹麻烦吧。
1439155848	你们在一起合作很久了？
321905098	几周了。但感觉过去了很久。
1605814065	你是从哪来的？
369994905	石板镇，丹佛西部的一个小山村。
811897958	你呢，帅哥？
459413486	我认为这事与你无关。
876435598	那边发生了什么？
283888378	那边发生什么事了？
1809123150	公司封锁了城镇的那块地方。在我们知道自己要找的是什么之前，我们不该进去。
219469460	我们齐聚于此，是为了向弗洛伦斯·斯莫克降下正义的制裁。
998537289	好吧，是我，愿意为你效劳。
1995736946	斯莫克先生多才多艺，但他却用这些天赋来行不义之举。
1578733912	这件事会很有趣的。
165517694	犯下偷窃、伪造、敲诈、行贿、诽谤......
622937394	嘿，这需要花上一段时间。
2091945035	还犯有公共罪，包括赤身裸体行走于市场之间。
610748151	嘿嘿，我记得这件事。
230768875	而且还在地方法院和多个公众办公室的墙壁上胡乱涂鸦。
1562964936	结束了吗？我还有更重要的事要去做。
878827343	显然，斯莫克先生已经等不及要接受处刑了。刽子手呢？！
240168927	或许是睡过了。
208998042	如果没有刽子手，处刑就必须延期。在这之前，我要重申判决。
849714549	又来了。
1743208315	你迟早会遭报应的！记住我说的话！
1990997190	我们所珍视的一切，终将失去。
877579202	我们所认为神圣的一切，终将被玷污。
1006373769	给予我们力量的一切，将会化为灰烬。
552648979	敌人已经出现！上帝怀有慈悲之心！
1392107080	三天前，他在巴吞鲁日露面。
1535420739	他让勇敢的镇民惶惶不安。
589176724	他在城市银行里大肆破坏。
272295453	那仅仅是个开始！
321098349	末日，即将降临。
1997996972	这世界将会燃烧并被重铸一新。
1797927460	一切的善与恶......
1775735198	一切的旧与新......
1798833391	都将被迫接受上帝的审判！
1327253338	愿上帝怜悯我们的灵魂。
1521147679	嘿！这不关你的事。滚开！
1129627578	该死，我们为什么不能在切兹马努待着？
494204231	你认真的吗！你想要教训豺狼？
276097611	当然不是......但是我想知道切兹马努那里的食物是什么味道。
989491626	你个蠢货，离豺狼远点儿。闭嘴，我需要思考。
2110044982	嘿，是红灯笼，怎么说？
688990229	我没钱了。而且“蜘蛛”把价格又上调了。
1353097532	哈，你个蠢货！红灯笼现在是公司的了！这意味着我们可以打折。
726914357	“蜘蛛”不见得会这么想。
1977251696	好吧，听说它去了9号码头。
2053568799	该死，“猎鹰”现在一定在浪费子弹。
1961504817	“猎鹰”是个监工。我想他甚至睡在9号码头。
358638545	时代已经变了。我和他过去经常一起串场。
1890835691	“豺狼”。切兹马努。
698279061	“豺狼”。切兹马努。
241146415	“豺狼”。切兹马努。
1189890684	“蜘蛛”。红灯笼。
1789887418	“蜘蛛”。红灯笼。
1976053532	“蜘蛛”。红灯笼。
62156202	“猎鹰”。9号码头。
658358907	“猎鹰”。9号码头
2112717841	“猎鹰”。9号码头
2144548116	我想他们在使用某种代号。
116469683	“豺狼”最近怎么样？
535718792	终日饮酒，声称自己在等待指令。
1418858924	那时他还没收到信，所以他在等指示。
837665109	很好。
267296907	跟我说说“蜘蛛”。
583428114	他的生意不错，据说他快要达到下一个指标了。
59054748	还没轮到他收信，不过生意还不错。
1329417561	我会把话传下去的。
317979344	跟我说说“猎鹰”。
21810915	辛苦工作，明天是个大日子。
155153336	没他的信，但他已经分身乏术了，明天是个大日子。
2051686385	他最好别掉链子。
326455119	“豺狼”最近怎么样？
1812596916	他收到了你的指令，韦恩先生已经被搞定了。
1904009637	很好。
1664909010	跟我说说“蜘蛛”。
938941370	他收到了你的指令，韦恩先生已经被搞定了。
1787437340	很好。
943241867	跟我说说“猎鹰”。
1696908126	他收到了你的指令，韦恩先生已经被搞定了。
821854147	很好。
1317712413	听起来“豺狼”不是我们的目标。
48220368	这意味着“豺狼”不是我们的目标。
1526442995	看来“豺狼”不是我们的目标。
1615136001	听起来“蜘蛛”不是我们的目标。
1509969468	这意味着“蜘蛛”不是我们的目标。
489966514	看来“豺狼”不是我们的目标。
686464143	听起来“猎鹰”不是我们的目标。
1706082026	这意味着“猎鹰”不是我们的目标。
644986387	看来“猎鹰”不是我们的目标。
2101013785	听起来“豺狼”不是我们要找的人。
2126909881	这意味着“豺狼”不是我们要找的人。
1453890450	看来“豺狼”不是我们要找的人。
832160714	听起来“蜘蛛”不是我们要找的人。
645274602	这意味着“蜘蛛”不是我们要找的人。
85546794	看来“蜘蛛”不是我们要找的人。
1969048349	听起来“猎鹰”不是我们要找的人。
154678638	这意味着“猎鹰”不是我们要找的人。
336784378	看来“猎鹰”不是我们要找的人。
1969995004	去市场打听打听，或许有人知道有关“豺狼”的情报。
1365636844	去市场打听打听，或许有人知道有关“蜘蛛”的情报。
1695671136	去市场打听打听，或许有人知道有关“猎鹰”的情报。
225305279	这里是哪。
13606027	好吧......我想我们会弄明白的。
1864479743	去拜访一下这位目标吧。
1541132013	这家伙看起来很重要，我们好像搞错了。
1938327105	我们刚才好像干掉了一名线人，真是悲剧。
2462133	该死，我们刚才好像干掉了一名线人。
2140900740	糟糕，我们好像又杀了一名线人。
742463526	嗯，又死了一名线人，糟糕。
1132822121	该死！又一个线索断了。
560160249	这是第三个。
539421398	你知道如果按照这个速度，我们可能永远锁定不了目标。
1966326887	你说得对，帅哥。
1342781197	切兹马努。
810467092	切兹马努。
127484276	切兹马努。
1847650157	这地方一般不让我进，你明白我的意思吧。
107600185	看来麦盖恩今晚已经包下了这个地方。
1285884194	一定是麦盖恩。
273159847	那就是麦盖恩。
1603112552	这就是麦盖恩。
57560143	红灯笼。
1771295977	红灯笼。
347908982	红灯笼。
2135074413	整个地区最豪华的妓院，那里的姑娘会将你的梦想变成现实。
628126091	这是我收集到的情报，但自从欧文接管了那里之后，一切都变了。
582098837	那一定就是欧文。
1245268098	那就是欧文。
715680263	这就是欧文。
1368265650	那是9号码头。
1548829488	那是9号码头。
98314296	那是9号码头。
8401912	我听说明天德维特有一大批货进港。
1127584948	这就解释了为什么奥尼尔先生依然在外面站着。
1184918724	那一定是奥尼尔。
968141999	那就是奥尼尔。
491318181	这就是奥尼尔。
629052053	如果他是我们要找的人，身上应该携带着信件。
879618324	如果你允许的话，我可以偷偷地翻翻他的口袋。
906077924	或者我们按照古老的方法行事。
97201466	没没没......没错。
1871590909	我就是法官，宝贝。
2084648243	再来点威士忌！......服务员！
59557854	别惹我......听到了吗？
1962734986	德维特。这才是......有礼貌的绅士嘛。
246183928	我要和他握手。耶！......我喜欢。
875344528	管好他们。明天我们有一位重要的客人要来。
380638117	是的。
1710193888	嗯哼。
1459170128	那个人只接受一流品质的服务。你懂了吗？
1137409414	是的。
1093522855	嗯哼。
1888043888	顺便问一下，你见过那个人吗？
1263120249	没有。
126911552	没有啊。
1010387985	拿出你的最佳表现就行了。我相信一切都会顺利的。
400158060	是的。
834486489	嗯哼。
1022413456	你们该不会是亲戚吧？
166412832	兄弟。
1719691493	姐妹。
1284347500	从来不知道你们有血缘关系。这样一来很多事就说得通了。
1279156071	是的。
49711119	嗯哼。
769170497	不，不，不，这不对！谁来看看这个！
590231831	我们得在老板来这儿之前解决。有人自愿帮忙吗？
