English	angielski
826928811	Po śmierci swojego wujka Kate chce uwolnić swoją rodzinę od kompanii DeVitta./n/nBy powstrzymać kolejnych pracowników przed dotarciem do Flagstone, zamierza wysadzić most kolejowy przy Eagle Falls./n/nPozostali zgadzają się pomóc. Razem jadą do Eagle Falls i zakradają się do placówek DeVitta przy moście./n/nIch plan jest prosty: znaleźć dynamit, a następnie udać się do fundamentów i wysadzić most wysoko w powietrze.
1500406185	Diabelski Kanion/n(Rozdział II)
1283981450	Jeden celny strzał
1255827485	W odległych wspomnieniach młody John Cooper czeka na powrót swojego ojca...
99540809	El Cañón del Diablo. Diabelski Kanion. To miejsce, z którym wiąże się wiele opowieści. Jak nazwa wskazuje, niewiele z nich kończy się szczęśliwie./n/nZamieszkiwali go kolejno tubylcy, osadnicy, poszukiwacze złota oraz, najczęściej, bandyci, a każda z tych grup rozlewała krew swoich poprzedników na piaszczystej ziemi./n/nPewnego razu mężczyzna o imieniu Frank nadjechał ze swoimi ludźmi i rozgościł się w kanionie./n/nW następnych latach wielu łowców nagród przekraczało granicę w poszukiwaniu Franka. Jednym z nich był James Cooper.
1582007492	Młody John Cooper wciąż czeka na powrót ojca. Wtedy słyszy strzały./n/nChwilę później kilku ludzi Franka przybiega do jego kryjówki i zaczyna przeszukiwać teren. Coś musiało pójść nie tak./n/nCooper bierze nóż, który otrzymał od ojca, i kieruje się w stronę kaplicy.
1581878624	Baton Rouge
1291349659	Noc pełna wrażeń
2081499567	Po paru tygodniach podróży, grupa spędza noc w saloonie w Baton Rouge. Odpoczywają i opowiadają sobie historie, jedząc i pijąc alkohol. Dużo, dużo alkoholu.
2064647518	Na skarpie nad Missisipi leży stare, urocze Baton Rogue./n/nWygodne łóżka i ciepłe posiłki czekają na znużonych podróżnych przybyłych lądem lub jednym z wielu parowców, które dokują każdego dnia w porcie./n/n Grupa od paru tygodni jest w drodze do Nowego Orleanu. Po kolejnym długim dniu na trasie trafia do Baton Rogue./n/nPowietrze wypełnia muzyka, śmiech i smród wymiocin. Czas znaleźć saloon, wyciągnąć nogi i zjeść gorący posiłek, popijając szklanką dobrej whiskey (lub trzema).
418625396	Po szalonej nocy w saloonie, członkowie grupy budzą się i dostrzegają, że w Baton Rouge panuje zamęt, a ludzie szeryfa ich szukają./n/nNikt nie pamięta, co się wydarzyło, a Doktor zniknął bez śladu./n/nWalcząc z potężnym kacem, postanawiają skupić się na podstawach: znaleźć Doktora i wynieść się z tego miejsca.
458741708	Rzeka Missisipi
1471672407	Luizjańskie voodoo
841222571	Po krótkiej odskoczni w Baton Rouge, grupa znajduje się na łódce płynącej w dół Missisipi. Ich celem jest tętniący życiem Nowy Orlean.
183066190	Rzeka Missisipi płynie przez ponad sto mil między Baton Rouge, a Nowym Orleanem./n/nPłynące tą trasą statki napotykają z rzadka wioski lub chaty rybackie./n/nMiędzy nimi rozpościerają się jednakże długie połacie ziemi niczyjej, gdzie czaić się może wszystko i wszyscy.
708762326	Isabelle Moreau została schwytana przez łowców niewolników, gdy badała przypadki zaginięć na tym obszarze. Tkwi w klatce, lecz nigdy nie było to dla niej dużą przeszkodą./n/nJej cel jest prosty: uciec, pomóc pozostałym schwytanym przez łowców niewolników i wrócić do Nowego Orleanu.
1838068478	Nowy Orlean
351229472	Jazz w bocznej alejce
1009387880	Grupa w końcu dociera do Nowego Orleanu. Cooper bardzo chce znaleźć Franka, lecz Isabelle ma własne problemy.
86592984	Po tym jak Isabelle ratuje ich z zasadzki kompanii DeVitta, członkowie grupy kontynuują podróż do Nowego Orleanu wraz ze swoją nową sojuszniczką./n/nPozostała część podróży jest przyjemnie spokojna. No, może pomijając ciągłe marudzenie Doktora./n/nKolejnego wieczora docierają w końcu do Nowego Orleanu. Hektor i Doktor uzupełniają zapasy na miejscowym targu, podczas gdy reszta ustala dalszy plan.
622275391	Po dotarciu do Nowego Orleanu członkowie grupy postanawiają się rozdzielić./n/nCooper i Hektor ruszają tropem Franka. W tym samym czasie Isabelle chce poszukać swojego przyjaciela, Wayne'a, który zniknął bez śladu. Kate i Doktor postanawiają jej pomóc./n/nIsabelle podejrzewa kilkoro ludzi o to, że mogą być zamieszani w zniknięcie Wayne'a. Uważa, że jeden z nich ma przy sobie list z instrukcjami./n/nTrójka towarzyszy musi zdobyć list, licząc, że jego treść doprowadzi ich do Wayne'a.
50642152	Legowisko Królowej
876556836	Spalić Królową
1811558593	Podążając śladami zaginionego przyjaciela Isabelle, grupa dowiaduje się o Legowisku Królowej, ukrytej bazie głęboko na terenach zalewowych Nowego Orleanu. 
28351309	Tereny zalewowe Nowego Orleanu są domem dla wielu niebezpieczeństw: aligatorów, ruchomych piasków, niosących choroby bagiennych much oraz, oczywiście, innych ludzi, którzy tylko czekają na twoje potknięcia./n/nPodążając za Isabelle, grupa wkracza na zdradzieckie bagna, by odnaleźć Legowisko Królowej i uratować zaginionego przyjaciela Isabelle, Wayne'a./nPodróż jest długa i nużąca. Grupa porusza się powoli, by nie przyciągać niechcianej uwagi./n/nGdy Isabelle nabiera przeczucia, że są blisko, rozdzielają się, by podejść do Legowiska z dwóch stron.
1656931729	Podczas gdy Kate zostaje w Nowym Orleanie, by wypatrywać Franka, Isabelle i reszta wyruszają na tereny zalewowe, by uratować Wayne'a./n/nPo długiej podróży odkrywają starą kryjówkę łowców niewolników, znaną jako Legowisko Królowej, gdzie Wayne jest więziony./n/nPostanawiają rozdzielić się i wkroczyć do Legowiska od dwóch stron, by potem spotkać się w środku./n/nNastępnie muszą znaleźć Wayne'a, uwolnić go, podpalić bazę i uciec. 
1584369694	Doki/nNowego Orleanu
1600676289	Krew i piach
1884452242	Wróciwszy do Nowego Orleanu, grupa odkrywa, że sytuacja w mieście bardzo się zmieniła. Mimo wszystko Cooper pozostaje skoncentrowany na swojej misji.
1265907159	Wraz z szeryfem Wayne'em grupa powraca do Nowego Orleanu, zostawiając za sobą płonące zgliszcza Legowiska Królowej./n/nPo drodze Cooper pochmurnieje. Wie, co czeka go w Nowym Orleanie. Czy tym razem będzie gotów? Nie ma innego wyjścia./n/nLecz po powrocie grupa odkrywa, że okoliczności zmieniły się na gorsze. Doktor wyrusza, by znaleźć Kate, a szeryf Wayne chce omówić następny krok.
265401901	Powróciwszy do Nowego Orleanu, grupa łączy się z Kate, która ujawnia, że Frank przebywa na przystani nr 9 w dokach./n/nPomimo protestów Coopera, Kate dołącza do niego i Hektora w polowaniu na Franka. Cała trójka udaje się do doków./n/nCooper chce, by wszyscy spotkali się przy wejściu na przystań nr 9. Po tym pozostanie im tylko dokończenie sprawy, która ich tu przywiodła.
1032927492	Kopalnia złota DeVitta
739256700	Wagonik z prochem
679755953	Cooper po raz kolejny przegrywa pojedynek z Frankiem. Wskutek tego wszyscy muszą zapłacić za jego porażkę. Czy pozostała jeszcze jakaś nadzieja?
1630898247	Vincent DeVitt angażuje się w wiele różnych spraw. Zyskowne imperium kolejowe, lukratywny handel skazańcami, a nawet kopalnie złota./n/nPaleni słońcem Nowego Meksyku górnicy wykopują cenne metale spod ziemi pod czujnym wzrokiem strażników kompanii DeVitta./n/nWśród robotników trzy osoby o znajomych twarzach kruszą sterty skał. Ich ciała są wyczerpane, ich duch podupadł./n/nIch umysły zaprząta jedna myśl: ucieczka.
1624871096	Po zesłaniu do kopalni złota DeVitta grupa opracowuje plan ucieczki./n/nPodczas przerwy Doktor, Hektor i Isabelle muszą odzyskać swoje wyposażenie i wydostać się z obozu robotników./n/nPóźniej zdobywają wagonik pełen prochu, który ciągną ze sobą aż do głównej bramy./n/nPlan jest prosty: uwolnić Kate i Coopera, wysadzić bramę za pomocą wagonika i uciec.
2029047628	Las Piedras
796251795	Bolesna płaca
246702833	Jedyną szansą na przeżycie grupy na opuszczonym pustkowiu jest pobliska stacja kolejowa.
327079711	Po ucieczce z kopalni złota DeVitta grupa jest wyczerpana, poobijana i podupadła na duchu./n/nOdejście Doktora przygnębiło wszystkich, a fakt, że zabrał ze sobą ich jedynego konia, nie poprawia sytuacji./n/nMimo wszystko muszą jednak przedostać się do najbliższego miasta ze stacją kolejową, co przychodzi im powoli ze względu ranną nogę Coopera./n/nKiedy docierają na miejsce, ukrywają się w zrujnowanym domu na obrzeżach miasta.
166306906	Po ucieczce z kopalni złota DeVitta Doktor ma dosyć obecnej sytuacji i postanawia wyruszyć dalej samotnie. Reszta kieruje się do najbliższej stacji kolejowej./n/nPo przybyciu na miejsce okazuje się, że rozpanoszyli się tam ludzie DeVitta. Co więcej wygląda na to, że żaden pociąg nie zatrzymuje się na stacji./n/nPodczas gdy Isabelle zajmuje się leczeniem nogi Coopera, Kate i Hektor szukają sposobu na zatrzymanie pociągu./n/nIch plan zakłada zablokowanie torów, a następnie wkradnięcie się do pociągu, by móc wrócić do domu.
609111573	Hacjenda DeVitta
2006494126	Wysoko postawiony przemysłowiec
1413452906	W pełnej przepychu hacjendzie DeVitta odbywa się ekstrawaganckie przyjęcie. Spokój wieczoru zakłóci jednak pojawienie się kilkorga niespodziewanych gości.
468576441	Po udanej ucieczce pociągiem grupa otrzymuje wreszcie szansę na zasłużony odpoczynek./n/nPodczas gdy Hektor i Isabelle regenerują siły, Cooper i Kate długo rozmawiają. W powietrzu nadal wisi napięcie, lecz uczestnicy grupy podejmują pierwsze kroki, by je załagodzić./n/nPowróciwszy do cywilizacji, grupa kontaktuje się z szeryfem Wayne'em, który bardzo się cieszy, widząc ich przy życiu. Razem opracowują plan, by ostatecznie pokonać DeVitta i Franka./n/nDeVitt planujący właśnie ekskluzywne przyjęcie w swojej posiadłości jest pierwszy na liście.
861610767	Grupa ucieka z łapsk DeVitta i kontaktuje się z szeryfem Wayne'em. Razem wymyślają plan, by ostatecznie pozbyć się DeVitta i Franka./n/nDeVitt jest pierwszy na liście. Z pomocą Wayne'a zdobywają zaproszenia na ekskluzywne przyjęcie DeVitta./n/nIch plan polega na wywabieniu DeVitta od reszty gości, porwaniu go i dostarczeniu szeryfowi.
1986610452	Diabelski Kanion/n(Rozdział III)
1882495352	Stare i nowe
1671544744	Doktor powrócił, a DeVitt nie jest już zagrożeniem. Pozostaje już tylko jedna sprawa do załatwienia.
1827622766	Po dostarczeniu DeVitta szeryfowi grupa wyrusza wzdłuż granicy na południe. Podróż jest długa, a pustynne słońce pali jeźdźców niemiłosiernie./n/nGrupa jest jednak nieugięta. Cooper prowadzi, Hektor opowiada niestworzone historie, podczas gdy Kate słucha, a Doktor i Isabelle sprzeczają się jak zwykle./n/nRazem przekraczają granicę z Meksykiem i wyruszają na kamienistą pustynię w kierunku Diabelskiego Kanionu.
1141398023	Grupa przekracza granicę z Meksykiem, kierując się do Diabelskiego Kanionu./n/nW starej kryjówce Franka aż wre. Cooper nabiera przeczucia, że Frank czeka na nich w kaplicy. /n/nPlan jest prosty: zebrać się przy cmentarnej bramie, a następnie wywabić Franka do ostatecznej konfrontacji.
2017302914	Moneta
1323949238	Cooper może rzucać <skill>monetą</skill>, by odwracać uwagę wrogów w zasięgu niebieskiego pola./nNaciśnij {0}, a następnie {1}, by nią rzucić.
1838518536	Cooper może rzucać <skill>monetą</skill> w celu odwrócenia uwagi wrogów w zasięgu niebieskiego pola./nPrzytrzymaj {2}, by wycelować, a następnie naciśnij {3}, by rzucić <skill>monetą</skill>.
1476362018	Nóż / Nokaut
875975871	Będąc blisko, możesz zabijać wrogów, używając <skill>noża</skill>, lub ich ogłuszać./nNaciśnij {0}, by wybrać <skill>nóż</skill>, a następnie {1}, by zaatakować./nAby kogoś <skill>ogłuszyć</skill>, zamień umiejętność na pasku albo użyj {2}.
923056148	Będąc blisko, możesz zabijać wrogów, używając <skill>noża</skill>, lub ich ogłuszać./nPodejdź do wroga i naciśnij {0}, by go zaatakować./nAby kogoś <skill>ogłuszyć</skill>, naciśnij {1}, by otworzyć koło postaci, a następnie naciśnij {2}, by przełączyć się na nieśmiercionośny tryb.
1412381580	Rzut nożem
337253238	Cooper może rzucać <skill>nożem</skill>, by zabijać wrogów z dystansu. Potem musi <skill>podnieść go</skill> z powrotem./nNaciśnij {0}, by wybrać <skill>nóż do rzucania</skill>, a następnie naciśnij {1}, by nim rzucić.
14027067	Cooper może rzucać <skill>nożem</skill>, by zabijać wrogów z dystansu. Potem musi <skill>podnieść go</skill> z powrotem./nPrzytrzymaj {0}, a następnie użyj {1}, by wybrać <skill>nóż do rzucania</skill>./nNastępnie wyceluj i rzuć.
1515858005	Podwójny strzał
1657051985	Cooper potrafi strzelić z <skill>dwóch broni</skill> <skill>jednocześnie</skill>./n Naciśnij {0}, by wejść w tryb porachunków. /nMożesz teraz wybrać <skill>dwa cele</skill> dla pistoletów Coopera.
891655333	Cooper potrafi strzelić z <skill>dwóch broni</skill> <skill>jednocześnie</skill>./n Naciśnij {0}, by wejść w tryb porachunków. /nMożesz teraz wybrać <skill>dwa cele</skill> dla pistoletów Coopera.
604280480	Rewolwery
580056692	Cooper może używać swoich <skill>rewolwerów</skill>, by zabijać strażników. Broń palna jest <skill>głośna</skill> i zaalarmuje pobliskich strażników./nNaciśnij {0}, by wybrać jeden z <skill>rewolwerów</skill>, a następnie strzel z niego.
876546541	Cooper może używać swoich <skill>rewolwerów</skill>, by zabijać strażników. Broń palna jest <skill>głośna</skill> i zaalarmuje pobliskich strażników./nPrzytrzymaj {0}, a potem użyj {1}, by wybrać <skill>rewolwery</skill>./nNastępnie wyceluj i strzel.
735975592	Ukrywanie ciał
1422147188	Możesz <skill>ukrywać ciała</skill> w krzakach i innych miejscach./nPrzytrzymaj {0}, a następnie naciśnij {1}, by podnieść ciało./nNiosąc je, przytrzymaj {2} i naciśnij {3}, by upuścić je w wybranym miejscu./n
70988820	Możesz <skill>ukrywać ciała</skill> w krzakach, domach i innych miejscach./nPodejdź do ciała, by je podnieść. Jeśli wróg jest nieprzytomny, musisz go najpierw związać./nNiosąc ciało, naciśnij {0}, by je upuścić.
685610135	Torba lekarska
1817172584	McCoy może rzucić swoją <skill>torbą</skill>, by zwabić strażników. Musi ją potem <skill>podnieść</skill> z powrotem./nGazowa pułapka <skill>oślepi</skill> wrogów, którzy otworzą torbę, co sprawi, że <skill>przeszukają</skill> oni potem otoczenie./n
1700272806	McCoy może rzucić swoją <skill>torbą</skill>, by zwabić strażników. Musi ją potem <skill>podnieść</skill> z powrotem./nGazowa pułapka <skill>oślepi</skill> wrogów, którzy otworzą torbę, co sprawi, że <skill>przeszukają</skill> oni potem otoczenie./n
1804620665	Fiolka z bagiennym gazem
178798020	McCoy może rzuć <skill>fiolkę z bagiennym gazem</skill>, który <skill>powala</skill> strażników znajdujących się w zasięgu./nDługie Płaszcze są <skill>odporne</skill> dzięki swoim bandanom i zostaną tylko chwilowo ogłuszeni.
1524919872	Rewolwer Buntline
676320687	McCoy może używać swojego rewolweru <skill>Buntline</skill>, by zabijać wrogów <skill>z dużej odległości</skill>./nJeśli umiejętność ta jest potrzebna do spełnienia celu misji, ma przy sobie zapasowy „Złoty pocisk”./n
898711201	McCoy może używać swojego rewolweru <skill>Buntline</skill>, by zabijać wrogów <skill>z dużej odległości</skill>./nJeśli umiejętność ta jest potrzebna do spełnienia celu misji, ma przy sobie zapasowy „Złoty pocisk”./n
767565801	Obrzyn
771062537	Hektor może używać swojego <skill>obrzyna</skill>, by zabijać <skill>wielu wrogów</skill> naraz jednym, głośnym atakiem./nWszyscy wrogowie w zasięgu czerwonego pola zostaną trafieni.
1340305495	Hektor może używać swojego <skill>obrzyna</skill>, by zabijać <skill>wielu wrogów</skill> naraz jednym, głośnym atakiem./nWszyscy wrogowie w zasięgu czerwonego pola zostaną trafieni.
477902702	Gwizdanie
2015070561	Hektor <skill>zwabia</skill> wrogów w zasięgu umiejętności do miejsca, w którym się znajduje./nPo podejściu wrogowie zaczną <skill>przeszukiwać</skill> teren.
1955477487	Hektor <skill>zwabia</skill> wrogów w zasięgu umiejętności do miejsca, w którym się znajduje./nPo podejściu wrogowie zaczną <skill>przeszukiwać</skill> teren.
919833113	Bianka
1245739698	Hektor może używać umiejętności <skill>„Bianka”</skill>: wielkiej, lecz z jakiegoś powodu mało widocznej pułapki na niedźwiedzie./nWrogowie, którzy na nią nadepną, zginą.
533551378	Hektor może używać umiejętności <skill>„Bianka”</skill>: wielkiej, lecz z jakiegoś powodu mało widocznej pułapki na niedźwiedzie./nWrogowie, którzy na nią nadepną, zginą.
1104078969	Pułapka i gwizdnięcie
980520670	Hektor może <skill>zagwizdać</skill>, by zwabić strażników do <skill>miejsca, w którym przebywa</skill>./nHektor może także położyć na ziemi <skill>„Biankę”</skill>, wielką, lecz niespotykanie trudną do zauważenia pułapkę na niedźwiedzie./nHektor jest sprytny, więc lubi łączyć swoje umiejętności.
1809198382	Hektor może <skill>zagwizdać</skill>, by zwabić strażników do <skill>miejsca, w którym przebywa</skill>./nHektor może także położyć na ziemi <skill>„Biankę”</skill>, wielką, lecz niespotykanie trudną do zauważenia pułapkę na niedźwiedzie./nHektor jest sprytny, więc lubi łączyć swoje umiejętności.
842507766	Tryb porachunków (zaawansowane)
1673237879	Tryb porachunków pauzuje grę i pozwala ci zaplanować <skill>jedną akcję dla każdej postaci</skill>./nNaciśnij {1}, by <skill>natychmiast</skill> wykonać wszystkie zaplanowane akcje./nNaciśnij {0}, jeśli chcesz wykonać zaplanowane akcje <skill>później</skill>./n(Uwaga: na poziomie Desperado, tryb porachunków nie pauzuje gry).
1769152909	Tryb porachunków pauzuje grę i pozwala ci zaplanować <skill>jedną akcję dla każdej postaci</skill>./nNaciśnij {1}, by <skill>natychmiast</skill> wykonać wszystkie zaplanowane akcje./nNaciśnij {0}, jeśli chcesz wykonać zaplanowane akcje <skill>później</skill>./n(Uwaga: na poziomie Desperado, tryb porachunków nie pauzuje gry).
1404765654	Tryb porachunków (podstawy)
1526524616	Tryb porachunków pauzuje grę i pozwala ci <skill>zaplanować</skill> jedną akcję dla każdej postaci./nMożesz <skill>wykonać</skill> akcje od razu lub zachować je na później./nNaciśnij {0}, by wejść w tryb porachunków./n(Uwaga: na poziomie Desperado tryb porachunków nie pauzuje gry).
736490867	Tryb porachunków pauzuje grę i pozwala ci <skill>zaplanować</skill> jedną akcję dla każdej postaci./nMożesz <skill>wykonać</skill> akcje od razu lub zachować je na później./nNaciśnij {0}, by wejść w tryb porachunków./n(Uwaga: na poziomie Desperado tryb porachunków nie pauzuje gry).
1145539499	Pole widzenia nr 1
408743155	Jeśli wróg cię zobaczy, jego <skill>pole widzenia</skill> wypełnia się na żółto./nGdy żółty kolor dosięgnie miejsca, w którym stoisz, wróg <skill>wykryje cię</skill>, zaatakuje i podniesie alarm./nWybierz wroga za pomocą {0}, by zobaczyć jego <skill>pole widzenia</skill>.
1731445198	Jeśli wróg cię zobaczy, jego <skill>pole widzenia</skill> wypełnia się na żółto./nGdy żółty kolor dosięgnie miejsca, w którym stoisz, wróg <skill>wykryje cię</skill>, zaatakuje i podniesie alarm./nPrzytrzymaj {0} i przesuń kursor nad wroga, by zobaczyć jego <skill>pole widzenia</skill>.
242639902	Pole widzenia nr 2
1242129070	Kucając ({0}), możesz bezpiecznie przemieszczać się przez <skill>ciemny i pasiasty</skill> obszar pola widzenia wroga./nKucając na <skill>dachu</skill>, zawsze pozostajesz w ukryciu dla strażników poniżej.
2024541266	Kucając ({0}), możesz bezpiecznie przemieszczać się przez <skill>ciemny i pasiasty</skill> obszar pola widzenia wroga./nKucając na <skill>dachu</skill>, zawsze pozostajesz w ukryciu dla strażników poniżej.
645631705	Alarm
1315509806	Niektóre akcje spowodują, że strażnicy podniosą <skill>alarm</skill>./nTo doprowadzi do pojawienia się strażników w wyznaczonych miejscach <skill>(strażnicach)</skill>, oznaczonych odpowiednią ikoną./nGdy alarm ucichnie, wrogowie, którzy przeżyli, zaczną <skill>patrolować</skill> teren na stałe.
1683052577	Używanie dynamitu
1385269576	Możesz podnosić <skill>dynamit</skill> z beczek i rzucać nim./nWyceluj przy pomocy {2} i rzuć, naciskając {3}./nUważaj: dynamit wybuchnie ci w dłoni, jeśli będziesz zwlekać zbyt długo.
1505140734	Możesz podnosić <skill>dynamit</skill> z beczek i rzucać nim./nWyceluj przy pomocy {1} i rzuć, naciskając {2}./nUważaj: dynamit wybuchnie ci w dłoni, jeśli będziesz zwlekać zbyt długo.
986016286	Kradzież kieszonkowa
1040402450	Podczas niektórych misji Kate może <skill>okradać</skill> wrogów./nUważaj jednak! Jeśli ktoś to <skill>zauważy</skill>, podniesie alarm./nPrzytrzymaj {0} i wybierz cel przy pomocy {1}.
1965673562	Podczas niektórych misji Kate może <skill>okradać</skill> wrogów./nUważaj jednak! Jeśli ktoś to <skill>zauważy</skill>, podniesie alarm./nStań blisko celu i użyj {0}, by go okraść.
1036264098	Rzuć monetą w konia.
357399918	Opuść tryb porachunków {0}.
881960063	Wykonaj akcję {0}.
59907472	Rzuć monetą w konia.
1014902990	Opuść tryb porachunków {0}.
1015377738	Wykonaj akcję {0}.
1567781377	Zaznaczanie kilku postaci
469629017	Możesz zaznaczyć <skill>kilka postaci</skill>, przytrzymując {0} i przeciągając nad nimi prostokąt.
1484251413	Możesz zaznaczyć <skill>kilka postaci</skill> naraz./nNaciśnij {0}, by otworzyć <skill>koło umiejętności</skill>./nNastępnie użyj {1}, by zaznaczyć postaci./nDodawaj postaci, które chcesz zaznaczyć, naciskając {2}.
8510378	Strefy cywilne
2042750386	Postaci mogą przemieszczać się przez <skill>strefy cywilne</skill>, pozostając niewykrytymi, o ile nie zachowują się podejrzanie./n<skill>Czerwony znacznik</skill> wskazuje moment wejścia do lub opuszczenia <skill>strefy cywilnej</skill>.
1920588610	Długie Płaszcze
1160028354	<skill>Długie Płaszcze</skill> to najgroźniejsi przeciwnicy./nHektor to jedyna postać, która potrafi zabijać ich samodzielnie, używając swojego <skill>wiernego topora</skill> lub <skill>gołych pięści</skill>.
1182687730	Łączenie Długich Płaszczy
891957788	Możesz łączyć Długie Płaszcze z innymi, niższymi rangą strażnikami. Jeśli zabijesz następnie owego strażnika, Długi Płaszcz stanie się podatny na atak.
1063170881	Machos
1729102775	Strażników noszących <skill>poncza</skill> nie jest łatwo zwieść. <skill>Nie opuszczają</skill> swoich stanowisk, a jeśli uda ci się odwrócić ich uwagę, będzie to trwać krócej niż w przypadku zwykłych przeciwników.
1077739942	Ogłuszanie Długich Płaszczy
1023966315	Bez pomocy Hektora <skill>Długie Płaszcze</skill> są trudnym orzechem do zgryzienia./nŻeby się ich pozbyć, musisz ich <skill>ogłuszyć</skill>, <skill>strzelając do nich</skill>, a następnie podkradając się od tyłu./nNie działa na nich <skill>przebranie Kate</skill>, a także trudno odwrócić ich uwagę.
495832922	Znacznik pola widzenia
1558125949	<skill>Znacznik pola widzenia</skill> pokazuje, czy miejsce jest obserwowane przez strażników./nPrzytrzymaj {0}, by oznaczyć przy jego pomocy <skill>miejsce</skill> lub <skill>strażnika</skill>./n
1351644456	<skill>Znacznik pola widzenia</skill> pokazuje, czy miejsce jest obserwowane przez strażników./nPrzytrzymaj {0}, a następnie użyj kursora i naciśnij {1}, by oznaczyć przy jego pomocy <skill>miejsce</skill> lub <skill>strażnika</skill>./n
474395380	Podświetlenie obiektów
205196585	Możesz <skill>podświetlić</skill> wszystkie interaktywne obiekty i wrogów, naciskając {0}.
1238248782	Możesz <skill>podświetlić</skill> wszystkie interaktywne obiekty i wrogów, naciskając {0}.
1490757284	Śledzenie
1320541830	Kate może sprawić, że <skill>strażnicy</skill> będą podążać za nią przez krótki czas./nKobiety, Machos i Długie Płaszcze są odporni na jej uroki.
1314573438	Kate może sprawić, że <skill>strażnicy</skill> będą podążać za nią przez krótki czas./nFlirtuj z nimi, a następnie naciśnij {0}, by poszli za nią./nKobiety, Machos i Długie Płaszcze są odporni na jej uroki.
955787236	Wagonik kopalniany
1847265587	<skill>Wagonik kopalniany</skill> można <skill>przesuwać</skill> wzdłuż torów. <skill>Przełączanie torów</skill> odbywa się za pomocą dźwigni tuż obok nich./nMożesz <skill>puścić</skill> wagonik, naciskając {0}./nUważaj! Wagonik wybuchnie, jeśli trafi ją jakiś pocisk.
340709910	<skill>Wagonik kopalniany</skill> można <skill>przesuwać</skill> wzdłuż torów. <skill>Przełączanie torów</skill> odbywa się za pomocą dźwigni tuż obok nich./nMożesz <skill>puścić</skill> wagonik, naciskając {0}./nUważaj! Wagonik wybuchnie, jeśli trafi ją jakiś pocisk.
122918593	Szybki zapis i szybkie wczytanie
162479796	Możesz zapisać grę w dowolnym momencie, naciskając {0}./nSzybkie wczytanie ostatniego zapisu odbywa się poprzez naciśnięcie {1}./Korzystaj z tej funkcji <skill>często</skill>! Ponoszenie porażek i próbowanie ponownie jest <skill>nieodłączną</skill> częścią tej gry.
274179946	Możesz zapisać grę w dowolnym momencie, naciskając {0}./nSzybkie wczytanie ostatniego zapisu odbywa się poprzez naciśnięcie {1} i wybranie pliku zapisu, który chcesz wczytać./Korzystaj z tej funkcji <skill>często</skill>! Ponoszenie porażek i próbowanie ponownie jest <skill>nieodłączną</skill> częścią tej gry.
1897236503	Fiolki perfum
488427544	Kate ma nieograniczony zapas <skill>fiolek perfum</skill>. Jedna fiolka chwilowo oślepia wszystkich <skill>strażników</skill> w jej zasięgu./nTo jedna z niewielu umiejętności, która w pełni oddziałuje na wszystkich strażników, w tym <skill>Długie Płaszcze</skill> i <skill>Machos</skill>.
896736163	Powalenie
1968621861	Kate potrafi jedynie powalać strażników i nie posiada żadnej <skill>śmiercionośnej</skill> umiejętności eliminacji./nNie nosi również liny, którą mogłaby kogokolwiek związać, więc uwaga: powaleni przez nią strażnicy wstaną ponownie.
1385813891	Flirt
1705470805	Kate może <skill>flirtować</skill> ze <skill>strażnikami</skill>, by odwrócić ich uwagę./nFlirtowanie ze strażnikiem spowoduje, że odwróci się on w stronę Kate na tak długo, jak ona zechce./nUżyj {0}, by wybrać umiejętność, a następnie wybierz cel.
1629591389	Kate może <skill>flirtować</skill> ze <skill>strażnikami</skill>, by odwrócić ich uwagę./nFlirtowanie ze strażnikiem spowoduje, że odwróci się on w stronę Kate na tak długo, jak ona zechce./nPodejdź do strażnika i naciśnij {0}, by rozpocząć flirt.
137511216	Źródła światła
758335557	Niektóre <skill>źródła światła</skill> mogą zostać <skill>zgaszone</skill>. Jeśli strażnik zobaczy zgaszone źródło światła, zapali je na nowo.
630348001	Pułapki z naftą
966811184	<skill>Pułapki z naftą</skill> można podpalać, co zabija wszystkich znajdujących się w zasięgu, nie powodując podniesienia alarmu./nWeź <skill>pochodnię</skill> z jednego z dużych ognisk i wrzuć ją w kałużę nafty./nUważaj: niesienie pochodni sprawia, że postać jest bardziej widoczna, a wejście w krzaki powoduje zgaszenie pochodni.
229242698	<skill>Pułapki z naftą</skill> można podpalać, co zabija wszystkich znajdujących się w zasięgu, nie powodując podniesienia alarmu./nWeź <skill>pochodnię</skill> z jednego z dużych ognisk i wrzuć ją w kałużę nafty./nUważaj: niesienie pochodni sprawia, że postać jest bardziej widoczna, a wejście w krzaki powoduje zgaszenie pochodni.
39295875	Przebranie Kate
508374419	Jeśli Kate podniesie <skill>przebranie</skill>, może je założyć, naciskając {0}./nW przebraniu może chodzić po terytorium wroga niemal <skill>niezauważona</skill>./n<skill>Długie Płaszcze</skill> oraz <skill>psy</skill> nie dadzą się nabrać na przebranie.
966230627	Jeśli Kate podniesie <skill>przebranie</skill>, może je założyć, wybierając je w kole umiejętności i naciskając {0}.W przebraniu może chodzić po terytorium wroga niemal <skill>niezauważona</skill>./n<skill>Długie Płaszcze</skill> oraz <skill>psy</skill> nie dadzą się nabrać na przebranie.
1247916034	Psy
